col1,col2,modifier_indicator,service,effective_date,source
0344U,0468U,0,outpatient_hospital,2026-07-01,CMS NCCI PTP 2026 Q3 quarterly change files (public)
0360U,0478U,1,outpatient_hospital,2026-07-01,CMS NCCI PTP 2026 Q3 quarterly change files (public)
0365U,0452U,0,outpatient_hospital,2026-07-01,CMS NCCI PTP 2026 Q3 quarterly change files (public)
0388U,0478U,1,outpatient_hospital,2026-07-01,CMS NCCI PTP 2026 Q3 quarterly change files (public)
0395U,0478U,1,outpatient_hospital,2026-07-01,CMS NCCI PTP 2026 Q3 quarterly change files (public)
0400U,0482U,1,outpatient_hospital,2026-07-01,CMS NCCI PTP 2026 Q3 quarterly change files (public)
0402U,0483U,1,outpatient_hospital,2026-07-01,CMS NCCI PTP 2026 Q3 quarterly change files (public)
0402U,0484U,1,outpatient_hospital,2026-07-01,CMS NCCI PTP 2026 Q3 quarterly change files (public)
0403U,0512U,1,outpatient_hospital,2026-07-01,CMS NCCI PTP 2026 Q3 quarterly change files (public)
0403U,0513U,0,outpatient_hospital,2026-07-01,CMS NCCI PTP 2026 Q3 quarterly change files (public)
0405U,0460U,1,outpatient_hospital,2026-07-01,CMS NCCI PTP 2026 Q3 quarterly change files (public)
0405U,0461U,1,outpatient_hospital,2026-07-01,CMS NCCI PTP 2026 Q3 quarterly change files (public)
0405U,0510U,1,outpatient_hospital,2026-07-01,CMS NCCI PTP 2026 Q3 quarterly change files (public)
0406U,0478U,0,outpatient_hospital,2026-07-01,CMS NCCI PTP 2026 Q3 quarterly change files (public)
0409U,0486U,1,outpatient_hospital,2026-07-01,CMS NCCI PTP 2026 Q3 quarterly change files (public)
0409U,0491U,1,outpatient_hospital,2026-07-01,CMS NCCI PTP 2026 Q3 quarterly change files (public)
0409U,0492U,1,outpatient_hospital,2026-07-01,CMS NCCI PTP 2026 Q3 quarterly change files (public)
0409U,0496U,1,outpatient_hospital,2026-07-01,CMS NCCI PTP 2026 Q3 quarterly change files (public)
0409U,0498U,1,outpatient_hospital,2026-07-01,CMS NCCI PTP 2026 Q3 quarterly change files (public)
0410U,0460U,1,outpatient_hospital,2026-07-01,CMS NCCI PTP 2026 Q3 quarterly change files (public)
0410U,0461U,1,outpatient_hospital,2026-07-01,CMS NCCI PTP 2026 Q3 quarterly change files (public)
0410U,0510U,0,outpatient_hospital,2026-07-01,CMS NCCI PTP 2026 Q3 quarterly change files (public)
0412U,0459U,1,outpatient_hospital,2026-07-01,CMS NCCI PTP 2026 Q3 quarterly change files (public)
0412U,0479U,1,outpatient_hospital,2026-07-01,CMS NCCI PTP 2026 Q3 quarterly change files (public)
0414U,0478U,1,outpatient_hospital,2026-07-01,CMS NCCI PTP 2026 Q3 quarterly change files (public)
0417U,0454U,0,outpatient_hospital,2026-07-01,CMS NCCI PTP 2026 Q3 quarterly change files (public)
0417U,0469U,0,outpatient_hospital,2026-07-01,CMS NCCI PTP 2026 Q3 quarterly change files (public)
0421U,0453U,0,outpatient_hospital,2026-07-01,CMS NCCI PTP 2026 Q3 quarterly change files (public)
0421U,0496U,1,outpatient_hospital,2026-07-01,CMS NCCI PTP 2026 Q3 quarterly change files (public)
0422U,0452U,1,outpatient_hospital,2026-07-01,CMS NCCI PTP 2026 Q3 quarterly change files (public)
0422U,0460U,1,outpatient_hospital,2026-07-01,CMS NCCI PTP 2026 Q3 quarterly change files (public)
0422U,0461U,1,outpatient_hospital,2026-07-01,CMS NCCI PTP 2026 Q3 quarterly change files (public)
0422U,0465U,1,outpatient_hospital,2026-07-01,CMS NCCI PTP 2026 Q3 quarterly change files (public)
0422U,0467U,1,outpatient_hospital,2026-07-01,CMS NCCI PTP 2026 Q3 quarterly change files (public)
0433U,0512U,0,outpatient_hospital,2026-07-01,CMS NCCI PTP 2026 Q3 quarterly change files (public)
0433U,0513U,0,outpatient_hospital,2026-07-01,CMS NCCI PTP 2026 Q3 quarterly change files (public)
0452U,36591,0,outpatient_hospital,2026-07-01,CMS NCCI PTP 2026 Q3 quarterly change files (public)
0452U,36592,0,outpatient_hospital,2026-07-01,CMS NCCI PTP 2026 Q3 quarterly change files (public)
0452U,80503,1,outpatient_hospital,2026-07-01,CMS NCCI PTP 2026 Q3 quarterly change files (public)
0452U,80504,1,outpatient_hospital,2026-07-01,CMS NCCI PTP 2026 Q3 quarterly change files (public)
0452U,80505,1,outpatient_hospital,2026-07-01,CMS NCCI PTP 2026 Q3 quarterly change files (public)
0452U,81400,1,outpatient_hospital,2026-07-01,CMS NCCI PTP 2026 Q3 quarterly change files (public)
0452U,81401,1,outpatient_hospital,2026-07-01,CMS NCCI PTP 2026 Q3 quarterly change files (public)
0452U,81402,1,outpatient_hospital,2026-07-01,CMS NCCI PTP 2026 Q3 quarterly change files (public)
0452U,81403,1,outpatient_hospital,2026-07-01,CMS NCCI PTP 2026 Q3 quarterly change files (public)
0452U,81406,1,outpatient_hospital,2026-07-01,CMS NCCI PTP 2026 Q3 quarterly change files (public)
0452U,81408,1,outpatient_hospital,2026-07-01,CMS NCCI PTP 2026 Q3 quarterly change files (public)
0452U,84311,1,outpatient_hospital,2026-07-01,CMS NCCI PTP 2026 Q3 quarterly change files (public)
0452U,88271,1,outpatient_hospital,2026-07-01,CMS NCCI PTP 2026 Q3 quarterly change files (public)
0452U,88272,1,outpatient_hospital,2026-07-01,CMS NCCI PTP 2026 Q3 quarterly change files (public)
0452U,88273,1,outpatient_hospital,2026-07-01,CMS NCCI PTP 2026 Q3 quarterly change files (public)
0452U,88274,1,outpatient_hospital,2026-07-01,CMS NCCI PTP 2026 Q3 quarterly change files (public)
0452U,88275,1,outpatient_hospital,2026-07-01,CMS NCCI PTP 2026 Q3 quarterly change files (public)
0452U,88291,1,outpatient_hospital,2026-07-01,CMS NCCI PTP 2026 Q3 quarterly change files (public)
0452U,88365,1,outpatient_hospital,2026-07-01,CMS NCCI PTP 2026 Q3 quarterly change files (public)
0452U,88366,1,outpatient_hospital,2026-07-01,CMS NCCI PTP 2026 Q3 quarterly change files (public)
0452U,88367,1,outpatient_hospital,2026-07-01,CMS NCCI PTP 2026 Q3 quarterly change files (public)
0452U,88368,1,outpatient_hospital,2026-07-01,CMS NCCI PTP 2026 Q3 quarterly change files (public)
0452U,88374,1,outpatient_hospital,2026-07-01,CMS NCCI PTP 2026 Q3 quarterly change files (public)
0452U,96523,0,outpatient_hospital,2026-07-01,CMS NCCI PTP 2026 Q3 quarterly change files (public)
0452U,G0452,1,outpatient_hospital,2026-07-01,CMS NCCI PTP 2026 Q3 quarterly change files (public)
0453U,36591,0,outpatient_hospital,2026-07-01,CMS NCCI PTP 2026 Q3 quarterly change files (public)
0453U,36592,0,outpatient_hospital,2026-07-01,CMS NCCI PTP 2026 Q3 quarterly change files (public)
0453U,80503,1,outpatient_hospital,2026-07-01,CMS NCCI PTP 2026 Q3 quarterly change files (public)
0453U,80504,1,outpatient_hospital,2026-07-01,CMS NCCI PTP 2026 Q3 quarterly change files (public)
0453U,80505,1,outpatient_hospital,2026-07-01,CMS NCCI PTP 2026 Q3 quarterly change files (public)
0453U,84311,1,outpatient_hospital,2026-07-01,CMS NCCI PTP 2026 Q3 quarterly change files (public)
0453U,88271,1,outpatient_hospital,2026-07-01,CMS NCCI PTP 2026 Q3 quarterly change files (public)
0453U,88272,1,outpatient_hospital,2026-07-01,CMS NCCI PTP 2026 Q3 quarterly change files (public)
0453U,88273,1,outpatient_hospital,2026-07-01,CMS NCCI PTP 2026 Q3 quarterly change files (public)
0453U,88274,1,outpatient_hospital,2026-07-01,CMS NCCI PTP 2026 Q3 quarterly change files (public)
0453U,88275,1,outpatient_hospital,2026-07-01,CMS NCCI PTP 2026 Q3 quarterly change files (public)
0453U,88291,1,outpatient_hospital,2026-07-01,CMS NCCI PTP 2026 Q3 quarterly change files (public)
0453U,88365,1,outpatient_hospital,2026-07-01,CMS NCCI PTP 2026 Q3 quarterly change files (public)
0453U,88366,1,outpatient_hospital,2026-07-01,CMS NCCI PTP 2026 Q3 quarterly change files (public)
0453U,88367,1,outpatient_hospital,2026-07-01,CMS NCCI PTP 2026 Q3 quarterly change files (public)
0453U,88368,1,outpatient_hospital,2026-07-01,CMS NCCI PTP 2026 Q3 quarterly change files (public)
0453U,88374,1,outpatient_hospital,2026-07-01,CMS NCCI PTP 2026 Q3 quarterly change files (public)
0453U,88377,1,outpatient_hospital,2026-07-01,CMS NCCI PTP 2026 Q3 quarterly change files (public)
0453U,96523,0,outpatient_hospital,2026-07-01,CMS NCCI PTP 2026 Q3 quarterly change files (public)
0453U,G0452,1,outpatient_hospital,2026-07-01,CMS NCCI PTP 2026 Q3 quarterly change files (public)
0454U,0327U,1,outpatient_hospital,2026-07-01,CMS NCCI PTP 2026 Q3 quarterly change files (public)
0454U,0469U,0,outpatient_hospital,2026-07-01,CMS NCCI PTP 2026 Q3 quarterly change files (public)
0454U,36591,0,outpatient_hospital,2026-07-01,CMS NCCI PTP 2026 Q3 quarterly change files (public)
0454U,36592,0,outpatient_hospital,2026-07-01,CMS NCCI PTP 2026 Q3 quarterly change files (public)
0454U,80503,1,outpatient_hospital,2026-07-01,CMS NCCI PTP 2026 Q3 quarterly change files (public)
0454U,80504,1,outpatient_hospital,2026-07-01,CMS NCCI PTP 2026 Q3 quarterly change files (public)
0454U,80505,1,outpatient_hospital,2026-07-01,CMS NCCI PTP 2026 Q3 quarterly change files (public)
0454U,81228,1,outpatient_hospital,2026-07-01,CMS NCCI PTP 2026 Q3 quarterly change files (public)
0454U,81349,1,outpatient_hospital,2026-07-01,CMS NCCI PTP 2026 Q3 quarterly change files (public)
0454U,81422,1,outpatient_hospital,2026-07-01,CMS NCCI PTP 2026 Q3 quarterly change files (public)
0454U,81439,1,outpatient_hospital,2026-07-01,CMS NCCI PTP 2026 Q3 quarterly change files (public)
0454U,81448,1,outpatient_hospital,2026-07-01,CMS NCCI PTP 2026 Q3 quarterly change files (public)
0454U,81507,1,outpatient_hospital,2026-07-01,CMS NCCI PTP 2026 Q3 quarterly change files (public)
0454U,96523,0,outpatient_hospital,2026-07-01,CMS NCCI PTP 2026 Q3 quarterly change files (public)
0454U,G0452,1,outpatient_hospital,2026-07-01,CMS NCCI PTP 2026 Q3 quarterly change files (public)
0455U,36591,0,outpatient_hospital,2026-07-01,CMS NCCI PTP 2026 Q3 quarterly change files (public)
0455U,36592,0,outpatient_hospital,2026-07-01,CMS NCCI PTP 2026 Q3 quarterly change files (public)
0455U,80503,1,outpatient_hospital,2026-07-01,CMS NCCI PTP 2026 Q3 quarterly change files (public)
0455U,80504,1,outpatient_hospital,2026-07-01,CMS NCCI PTP 2026 Q3 quarterly change files (public)
0455U,80505,1,outpatient_hospital,2026-07-01,CMS NCCI PTP 2026 Q3 quarterly change files (public)
0455U,81400,1,outpatient_hospital,2026-07-01,CMS NCCI PTP 2026 Q3 quarterly change files (public)
0455U,81401,1,outpatient_hospital,2026-07-01,CMS NCCI PTP 2026 Q3 quarterly change files (public)
0455U,81402,1,outpatient_hospital,2026-07-01,CMS NCCI PTP 2026 Q3 quarterly change files (public)
0455U,87149,1,outpatient_hospital,2026-07-01,CMS NCCI PTP 2026 Q3 quarterly change files (public)
0455U,87150,1,outpatient_hospital,2026-07-01,CMS NCCI PTP 2026 Q3 quarterly change files (public)
0455U,87153,1,outpatient_hospital,2026-07-01,CMS NCCI PTP 2026 Q3 quarterly change files (public)
0455U,87660,0,outpatient_hospital,2026-07-01,CMS NCCI PTP 2026 Q3 quarterly change files (public)
0455U,87661,0,outpatient_hospital,2026-07-01,CMS NCCI PTP 2026 Q3 quarterly change files (public)
0455U,87800,1,outpatient_hospital,2026-07-01,CMS NCCI PTP 2026 Q3 quarterly change files (public)
0455U,87801,1,outpatient_hospital,2026-07-01,CMS NCCI PTP 2026 Q3 quarterly change files (public)
0455U,87808,0,outpatient_hospital,2026-07-01,CMS NCCI PTP 2026 Q3 quarterly change files (public)
0455U,96523,0,outpatient_hospital,2026-07-01,CMS NCCI PTP 2026 Q3 quarterly change files (public)
0459U,36591,0,outpatient_hospital,2026-07-01,CMS NCCI PTP 2026 Q3 quarterly change files (public)
0459U,36592,0,outpatient_hospital,2026-07-01,CMS NCCI PTP 2026 Q3 quarterly change files (public)
0459U,80503,1,outpatient_hospital,2026-07-01,CMS NCCI PTP 2026 Q3 quarterly change files (public)
0459U,80504,1,outpatient_hospital,2026-07-01,CMS NCCI PTP 2026 Q3 quarterly change files (public)
0459U,80505,1,outpatient_hospital,2026-07-01,CMS NCCI PTP 2026 Q3 quarterly change files (public)
0459U,82542,1,outpatient_hospital,2026-07-01,CMS NCCI PTP 2026 Q3 quarterly change files (public)
0459U,84311,1,outpatient_hospital,2026-07-01,CMS NCCI PTP 2026 Q3 quarterly change files (public)
0459U,96523,0,outpatient_hospital,2026-07-01,CMS NCCI PTP 2026 Q3 quarterly change files (public)
0460U,0005U,1,outpatient_hospital,2026-07-01,CMS NCCI PTP 2026 Q3 quarterly change files (public)
0460U,0006M,1,outpatient_hospital,2026-07-01,CMS NCCI PTP 2026 Q3 quarterly change files (public)
0460U,0007M,1,outpatient_hospital,2026-07-01,CMS NCCI PTP 2026 Q3 quarterly change files (public)
0460U,0011M,1,outpatient_hospital,2026-07-01,CMS NCCI PTP 2026 Q3 quarterly change files (public)
0460U,0012M,1,outpatient_hospital,2026-07-01,CMS NCCI PTP 2026 Q3 quarterly change files (public)
0460U,0013M,1,outpatient_hospital,2026-07-01,CMS NCCI PTP 2026 Q3 quarterly change files (public)
0460U,0069U,1,outpatient_hospital,2026-07-01,CMS NCCI PTP 2026 Q3 quarterly change files (public)
0460U,0089U,1,outpatient_hospital,2026-07-01,CMS NCCI PTP 2026 Q3 quarterly change files (public)
0460U,0113U,1,outpatient_hospital,2026-07-01,CMS NCCI PTP 2026 Q3 quarterly change files (public)
0460U,0228U,1,outpatient_hospital,2026-07-01,CMS NCCI PTP 2026 Q3 quarterly change files (public)
0460U,0238U,1,outpatient_hospital,2026-07-01,CMS NCCI PTP 2026 Q3 quarterly change files (public)
0460U,0363U,1,outpatient_hospital,2026-07-01,CMS NCCI PTP 2026 Q3 quarterly change files (public)
0460U,36591,0,outpatient_hospital,2026-07-01,CMS NCCI PTP 2026 Q3 quarterly change files (public)
0460U,36592,0,outpatient_hospital,2026-07-01,CMS NCCI PTP 2026 Q3 quarterly change files (public)
0460U,80503,1,outpatient_hospital,2026-07-01,CMS NCCI PTP 2026 Q3 quarterly change files (public)
0460U,80504,1,outpatient_hospital,2026-07-01,CMS NCCI PTP 2026 Q3 quarterly change files (public)
0460U,80505,1,outpatient_hospital,2026-07-01,CMS NCCI PTP 2026 Q3 quarterly change files (public)
0460U,81228,1,outpatient_hospital,2026-07-01,CMS NCCI PTP 2026 Q3 quarterly change files (public)
0460U,81434,1,outpatient_hospital,2026-07-01,CMS NCCI PTP 2026 Q3 quarterly change files (public)
0460U,81439,1,outpatient_hospital,2026-07-01,CMS NCCI PTP 2026 Q3 quarterly change files (public)
0460U,81445,1,outpatient_hospital,2026-07-01,CMS NCCI PTP 2026 Q3 quarterly change files (public)
0460U,81448,1,outpatient_hospital,2026-07-01,CMS NCCI PTP 2026 Q3 quarterly change files (public)
0460U,81450,1,outpatient_hospital,2026-07-01,CMS NCCI PTP 2026 Q3 quarterly change files (public)
0460U,81504,1,outpatient_hospital,2026-07-01,CMS NCCI PTP 2026 Q3 quarterly change files (public)
0460U,81528,1,outpatient_hospital,2026-07-01,CMS NCCI PTP 2026 Q3 quarterly change files (public)
0460U,84311,1,outpatient_hospital,2026-07-01,CMS NCCI PTP 2026 Q3 quarterly change files (public)
0460U,88271,1,outpatient_hospital,2026-07-01,CMS NCCI PTP 2026 Q3 quarterly change files (public)
0460U,88272,1,outpatient_hospital,2026-07-01,CMS NCCI PTP 2026 Q3 quarterly change files (public)
0460U,88273,1,outpatient_hospital,2026-07-01,CMS NCCI PTP 2026 Q3 quarterly change files (public)
0460U,88274,1,outpatient_hospital,2026-07-01,CMS NCCI PTP 2026 Q3 quarterly change files (public)
0460U,88275,1,outpatient_hospital,2026-07-01,CMS NCCI PTP 2026 Q3 quarterly change files (public)
0460U,88291,1,outpatient_hospital,2026-07-01,CMS NCCI PTP 2026 Q3 quarterly change files (public)
0460U,88365,1,outpatient_hospital,2026-07-01,CMS NCCI PTP 2026 Q3 quarterly change files (public)
0460U,88366,1,outpatient_hospital,2026-07-01,CMS NCCI PTP 2026 Q3 quarterly change files (public)
0460U,88367,1,outpatient_hospital,2026-07-01,CMS NCCI PTP 2026 Q3 quarterly change files (public)
0460U,88368,1,outpatient_hospital,2026-07-01,CMS NCCI PTP 2026 Q3 quarterly change files (public)
0460U,88374,1,outpatient_hospital,2026-07-01,CMS NCCI PTP 2026 Q3 quarterly change files (public)
0460U,88377,1,outpatient_hospital,2026-07-01,CMS NCCI PTP 2026 Q3 quarterly change files (public)
0460U,96523,0,outpatient_hospital,2026-07-01,CMS NCCI PTP 2026 Q3 quarterly change files (public)
0460U,G0452,1,outpatient_hospital,2026-07-01,CMS NCCI PTP 2026 Q3 quarterly change files (public)
0461U,0005U,1,outpatient_hospital,2026-07-01,CMS NCCI PTP 2026 Q3 quarterly change files (public)
0461U,0006M,1,outpatient_hospital,2026-07-01,CMS NCCI PTP 2026 Q3 quarterly change files (public)
0461U,0007M,1,outpatient_hospital,2026-07-01,CMS NCCI PTP 2026 Q3 quarterly change files (public)
0461U,0011M,1,outpatient_hospital,2026-07-01,CMS NCCI PTP 2026 Q3 quarterly change files (public)
0461U,0012M,1,outpatient_hospital,2026-07-01,CMS NCCI PTP 2026 Q3 quarterly change files (public)
0461U,0013M,1,outpatient_hospital,2026-07-01,CMS NCCI PTP 2026 Q3 quarterly change files (public)
0461U,0069U,1,outpatient_hospital,2026-07-01,CMS NCCI PTP 2026 Q3 quarterly change files (public)
0461U,0089U,1,outpatient_hospital,2026-07-01,CMS NCCI PTP 2026 Q3 quarterly change files (public)
0461U,0113U,1,outpatient_hospital,2026-07-01,CMS NCCI PTP 2026 Q3 quarterly change files (public)
0461U,0228U,1,outpatient_hospital,2026-07-01,CMS NCCI PTP 2026 Q3 quarterly change files (public)
0461U,0238U,1,outpatient_hospital,2026-07-01,CMS NCCI PTP 2026 Q3 quarterly change files (public)
0461U,0348U,1,outpatient_hospital,2026-07-01,CMS NCCI PTP 2026 Q3 quarterly change files (public)
0461U,0363U,1,outpatient_hospital,2026-07-01,CMS NCCI PTP 2026 Q3 quarterly change files (public)
0461U,36591,0,outpatient_hospital,2026-07-01,CMS NCCI PTP 2026 Q3 quarterly change files (public)
0461U,36592,0,outpatient_hospital,2026-07-01,CMS NCCI PTP 2026 Q3 quarterly change files (public)
0461U,80503,1,outpatient_hospital,2026-07-01,CMS NCCI PTP 2026 Q3 quarterly change files (public)
0461U,80504,1,outpatient_hospital,2026-07-01,CMS NCCI PTP 2026 Q3 quarterly change files (public)
0461U,80505,1,outpatient_hospital,2026-07-01,CMS NCCI PTP 2026 Q3 quarterly change files (public)
0461U,81228,1,outpatient_hospital,2026-07-01,CMS NCCI PTP 2026 Q3 quarterly change files (public)
0461U,81445,1,outpatient_hospital,2026-07-01,CMS NCCI PTP 2026 Q3 quarterly change files (public)
0461U,81450,1,outpatient_hospital,2026-07-01,CMS NCCI PTP 2026 Q3 quarterly change files (public)
0461U,81504,1,outpatient_hospital,2026-07-01,CMS NCCI PTP 2026 Q3 quarterly change files (public)
0461U,81528,1,outpatient_hospital,2026-07-01,CMS NCCI PTP 2026 Q3 quarterly change files (public)
0461U,84311,1,outpatient_hospital,2026-07-01,CMS NCCI PTP 2026 Q3 quarterly change files (public)
0461U,88271,1,outpatient_hospital,2026-07-01,CMS NCCI PTP 2026 Q3 quarterly change files (public)
0461U,88272,1,outpatient_hospital,2026-07-01,CMS NCCI PTP 2026 Q3 quarterly change files (public)
0461U,88273,1,outpatient_hospital,2026-07-01,CMS NCCI PTP 2026 Q3 quarterly change files (public)
0461U,88274,1,outpatient_hospital,2026-07-01,CMS NCCI PTP 2026 Q3 quarterly change files (public)
0461U,88275,1,outpatient_hospital,2026-07-01,CMS NCCI PTP 2026 Q3 quarterly change files (public)
0461U,88291,1,outpatient_hospital,2026-07-01,CMS NCCI PTP 2026 Q3 quarterly change files (public)
0461U,88365,1,outpatient_hospital,2026-07-01,CMS NCCI PTP 2026 Q3 quarterly change files (public)
0461U,88366,1,outpatient_hospital,2026-07-01,CMS NCCI PTP 2026 Q3 quarterly change files (public)
0461U,88367,1,outpatient_hospital,2026-07-01,CMS NCCI PTP 2026 Q3 quarterly change files (public)
0461U,88368,1,outpatient_hospital,2026-07-01,CMS NCCI PTP 2026 Q3 quarterly change files (public)
0461U,88374,1,outpatient_hospital,2026-07-01,CMS NCCI PTP 2026 Q3 quarterly change files (public)
0461U,88377,1,outpatient_hospital,2026-07-01,CMS NCCI PTP 2026 Q3 quarterly change files (public)
0461U,96523,0,outpatient_hospital,2026-07-01,CMS NCCI PTP 2026 Q3 quarterly change files (public)
0461U,G0452,1,outpatient_hospital,2026-07-01,CMS NCCI PTP 2026 Q3 quarterly change files (public)
0463U,0502U,0,outpatient_hospital,2026-07-01,CMS NCCI PTP 2026 Q3 quarterly change files (public)
0464U,0453U,0,outpatient_hospital,2026-07-01,CMS NCCI PTP 2026 Q3 quarterly change files (public)
0464U,0496U,1,outpatient_hospital,2026-07-01,CMS NCCI PTP 2026 Q3 quarterly change files (public)
0465U,36591,0,outpatient_hospital,2026-07-01,CMS NCCI PTP 2026 Q3 quarterly change files (public)
0465U,36592,0,outpatient_hospital,2026-07-01,CMS NCCI PTP 2026 Q3 quarterly change files (public)
0465U,80503,1,outpatient_hospital,2026-07-01,CMS NCCI PTP 2026 Q3 quarterly change files (public)
0465U,80504,1,outpatient_hospital,2026-07-01,CMS NCCI PTP 2026 Q3 quarterly change files (public)
0465U,80505,1,outpatient_hospital,2026-07-01,CMS NCCI PTP 2026 Q3 quarterly change files (public)
0465U,81400,1,outpatient_hospital,2026-07-01,CMS NCCI PTP 2026 Q3 quarterly change files (public)
0465U,81401,1,outpatient_hospital,2026-07-01,CMS NCCI PTP 2026 Q3 quarterly change files (public)
0465U,81402,1,outpatient_hospital,2026-07-01,CMS NCCI PTP 2026 Q3 quarterly change files (public)
0465U,81403,1,outpatient_hospital,2026-07-01,CMS NCCI PTP 2026 Q3 quarterly change files (public)
0465U,81404,1,outpatient_hospital,2026-07-01,CMS NCCI PTP 2026 Q3 quarterly change files (public)
0465U,81405,1,outpatient_hospital,2026-07-01,CMS NCCI PTP 2026 Q3 quarterly change files (public)
0465U,81406,1,outpatient_hospital,2026-07-01,CMS NCCI PTP 2026 Q3 quarterly change files (public)
0465U,81407,1,outpatient_hospital,2026-07-01,CMS NCCI PTP 2026 Q3 quarterly change files (public)
0465U,84311,1,outpatient_hospital,2026-07-01,CMS NCCI PTP 2026 Q3 quarterly change files (public)
0465U,88271,1,outpatient_hospital,2026-07-01,CMS NCCI PTP 2026 Q3 quarterly change files (public)
0465U,88272,1,outpatient_hospital,2026-07-01,CMS NCCI PTP 2026 Q3 quarterly change files (public)
0465U,88273,1,outpatient_hospital,2026-07-01,CMS NCCI PTP 2026 Q3 quarterly change files (public)
0465U,88274,1,outpatient_hospital,2026-07-01,CMS NCCI PTP 2026 Q3 quarterly change files (public)
0465U,88275,1,outpatient_hospital,2026-07-01,CMS NCCI PTP 2026 Q3 quarterly change files (public)
0465U,88291,1,outpatient_hospital,2026-07-01,CMS NCCI PTP 2026 Q3 quarterly change files (public)
0465U,88365,1,outpatient_hospital,2026-07-01,CMS NCCI PTP 2026 Q3 quarterly change files (public)
0465U,88366,1,outpatient_hospital,2026-07-01,CMS NCCI PTP 2026 Q3 quarterly change files (public)
0465U,88367,1,outpatient_hospital,2026-07-01,CMS NCCI PTP 2026 Q3 quarterly change files (public)
0465U,88368,1,outpatient_hospital,2026-07-01,CMS NCCI PTP 2026 Q3 quarterly change files (public)
0465U,88374,1,outpatient_hospital,2026-07-01,CMS NCCI PTP 2026 Q3 quarterly change files (public)
0465U,88377,1,outpatient_hospital,2026-07-01,CMS NCCI PTP 2026 Q3 quarterly change files (public)
0465U,96523,0,outpatient_hospital,2026-07-01,CMS NCCI PTP 2026 Q3 quarterly change files (public)
0465U,G0452,1,outpatient_hospital,2026-07-01,CMS NCCI PTP 2026 Q3 quarterly change files (public)
0466U,36591,0,outpatient_hospital,2026-07-01,CMS NCCI PTP 2026 Q3 quarterly change files (public)
0466U,36592,0,outpatient_hospital,2026-07-01,CMS NCCI PTP 2026 Q3 quarterly change files (public)
0466U,80503,1,outpatient_hospital,2026-07-01,CMS NCCI PTP 2026 Q3 quarterly change files (public)
0466U,80504,1,outpatient_hospital,2026-07-01,CMS NCCI PTP 2026 Q3 quarterly change files (public)
0466U,80505,1,outpatient_hospital,2026-07-01,CMS NCCI PTP 2026 Q3 quarterly change files (public)
0466U,96523,0,outpatient_hospital,2026-07-01,CMS NCCI PTP 2026 Q3 quarterly change files (public)
0467U,36591,0,outpatient_hospital,2026-07-01,CMS NCCI PTP 2026 Q3 quarterly change files (public)
0467U,36592,0,outpatient_hospital,2026-07-01,CMS NCCI PTP 2026 Q3 quarterly change files (public)
0467U,80503,1,outpatient_hospital,2026-07-01,CMS NCCI PTP 2026 Q3 quarterly change files (public)
0467U,80504,1,outpatient_hospital,2026-07-01,CMS NCCI PTP 2026 Q3 quarterly change files (public)
0467U,80505,1,outpatient_hospital,2026-07-01,CMS NCCI PTP 2026 Q3 quarterly change files (public)
0467U,84311,1,outpatient_hospital,2026-07-01,CMS NCCI PTP 2026 Q3 quarterly change files (public)
0467U,88271,1,outpatient_hospital,2026-07-01,CMS NCCI PTP 2026 Q3 quarterly change files (public)
0467U,88272,1,outpatient_hospital,2026-07-01,CMS NCCI PTP 2026 Q3 quarterly change files (public)
0467U,88273,1,outpatient_hospital,2026-07-01,CMS NCCI PTP 2026 Q3 quarterly change files (public)
0467U,88274,1,outpatient_hospital,2026-07-01,CMS NCCI PTP 2026 Q3 quarterly change files (public)
0467U,88275,1,outpatient_hospital,2026-07-01,CMS NCCI PTP 2026 Q3 quarterly change files (public)
0467U,88291,1,outpatient_hospital,2026-07-01,CMS NCCI PTP 2026 Q3 quarterly change files (public)
0467U,88365,1,outpatient_hospital,2026-07-01,CMS NCCI PTP 2026 Q3 quarterly change files (public)
0467U,88366,1,outpatient_hospital,2026-07-01,CMS NCCI PTP 2026 Q3 quarterly change files (public)
0467U,88367,1,outpatient_hospital,2026-07-01,CMS NCCI PTP 2026 Q3 quarterly change files (public)
0467U,88368,1,outpatient_hospital,2026-07-01,CMS NCCI PTP 2026 Q3 quarterly change files (public)
0467U,88374,1,outpatient_hospital,2026-07-01,CMS NCCI PTP 2026 Q3 quarterly change files (public)
0467U,88377,1,outpatient_hospital,2026-07-01,CMS NCCI PTP 2026 Q3 quarterly change files (public)
0467U,96523,0,outpatient_hospital,2026-07-01,CMS NCCI PTP 2026 Q3 quarterly change files (public)
0467U,G0452,1,outpatient_hospital,2026-07-01,CMS NCCI PTP 2026 Q3 quarterly change files (public)
0468U,36591,0,outpatient_hospital,2026-07-01,CMS NCCI PTP 2026 Q3 quarterly change files (public)
0468U,36592,0,outpatient_hospital,2026-07-01,CMS NCCI PTP 2026 Q3 quarterly change files (public)
0468U,80076,1,outpatient_hospital,2026-07-01,CMS NCCI PTP 2026 Q3 quarterly change files (public)
0468U,80503,1,outpatient_hospital,2026-07-01,CMS NCCI PTP 2026 Q3 quarterly change files (public)
0468U,80504,1,outpatient_hospital,2026-07-01,CMS NCCI PTP 2026 Q3 quarterly change files (public)
0468U,80505,1,outpatient_hospital,2026-07-01,CMS NCCI PTP 2026 Q3 quarterly change files (public)
