county_fips,cbsa_code,cbsa_title,area_type,central_outlying
27169,49100,"Winona, MN",Micropolitan,Central
37057,49180,"Winston-Salem, NC",Metropolitan,Central
37059,49180,"Winston-Salem, NC",Metropolitan,Central
37067,49180,"Winston-Salem, NC",Metropolitan,Central
37169,49180,"Winston-Salem, NC",Metropolitan,Central
37197,49180,"Winston-Salem, NC",Metropolitan,Outlying
55141,49220,"Wisconsin Rapids-Marshfield, WI",Micropolitan,Central
40153,49260,"Woodward, OK",Micropolitan,Central
39169,49300,"Wooster, OH",Micropolitan,Central
25027,49340,"Worcester, MA",Metropolitan,Central
27105,49380,"Worthington, MN",Micropolitan,Central
53077,49420,"Yakima, WA",Metropolitan,Central
46135,49460,"Yankton, SD",Micropolitan,Central
42133,49620,"York-Hanover, PA",Metropolitan,Central
39099,49660,"Youngstown-Warren, OH",Metropolitan,Central
39155,49660,"Youngstown-Warren, OH",Metropolitan,Central
06101,49700,"Yuba City, CA",Metropolitan,Central
06115,49700,"Yuba City, CA",Metropolitan,Central
04027,49740,"Yuma, AZ",Metropolitan,Central
39119,49780,"Zanesville, OH",Micropolitan,Central
48505,49820,"Zapata, TX",Micropolitan,Central
