ccn,overall_rating,health_inspection_rating,staffing_rating,qm_rating,rn_hprd,total_nurse_hprd,total_nurse_turnover_pct,num_fines,total_fines_usd,num_payment_denials,num_penalties,source,source_date
235361,2,1,2,5,0.51863,3.06612,100.0,2,199110.00,2,4,CMS Nursing Home Care Compare — Provider Information (NH_ProviderInfo),2026-04-01
235363,2,1,3,5,0.58065,3.14807,41.9,3,252638.00,2,5,CMS Nursing Home Care Compare — Provider Information (NH_ProviderInfo),2026-04-01
235365,3,3,4,4,0.80966,3.80597,39.8,1,45429.00,0,1,CMS Nursing Home Care Compare — Provider Information (NH_ProviderInfo),2026-04-01
235366,3,2,4,5,0.65686,3.91748,51.4,2,55219.00,1,3,CMS Nursing Home Care Compare — Provider Information (NH_ProviderInfo),2026-04-01
235367,3,2,4,5,0.51744,4.73579,54.2,1,113129.00,0,1,CMS Nursing Home Care Compare — Provider Information (NH_ProviderInfo),2026-04-01
235369,5,4,5,4,0.81020,4.14247,29.9,1,42625.00,0,1,CMS Nursing Home Care Compare — Provider Information (NH_ProviderInfo),2026-04-01
235370,2,2,4,4,0.81316,4.05787,34.7,0,0.00,0,0,CMS Nursing Home Care Compare — Provider Information (NH_ProviderInfo),2026-04-01
235371,5,5,4,5,0.98636,3.57075,29.3,0,0.00,0,0,CMS Nursing Home Care Compare — Provider Information (NH_ProviderInfo),2026-04-01
235373,1,1,3,3,0.36301,4.04806,51.5,0,0.00,1,1,CMS Nursing Home Care Compare — Provider Information (NH_ProviderInfo),2026-04-01
235374,5,5,3,4,0.36538,3.69893,52.5,0,0.00,0,0,CMS Nursing Home Care Compare — Provider Information (NH_ProviderInfo),2026-04-01
235375,1,1,2,4,0.35865,3.49741,38.1,2,63665.00,0,2,CMS Nursing Home Care Compare — Provider Information (NH_ProviderInfo),2026-04-01
235376,3,2,2,5,0.49169,4.23905,64.3,1,4194.00,0,1,CMS Nursing Home Care Compare — Provider Information (NH_ProviderInfo),2026-04-01
235377,1,1,4,4,0.56950,3.71592,41.6,2,43876.00,1,3,CMS Nursing Home Care Compare — Provider Information (NH_ProviderInfo),2026-04-01
235378,3,3,4,4,0.49510,4.29216,34.9,0,0.00,1,1,CMS Nursing Home Care Compare — Provider Information (NH_ProviderInfo),2026-04-01
235379,3,2,5,4,0.98263,4.22311,42.0,0,0.00,0,0,CMS Nursing Home Care Compare — Provider Information (NH_ProviderInfo),2026-04-01
235380,4,3,4,5,0.86707,3.75475,27.6,1,50895.00,0,1,CMS Nursing Home Care Compare — Provider Information (NH_ProviderInfo),2026-04-01
235381,1,2,4,1,1.05017,4.59622,,2,4545.00,2,4,CMS Nursing Home Care Compare — Provider Information (NH_ProviderInfo),2026-04-01
235382,5,4,3,5,0.36749,3.07996,53.3,0,0.00,0,0,CMS Nursing Home Care Compare — Provider Information (NH_ProviderInfo),2026-04-01
235383,5,4,3,5,0.21906,3.29988,27.8,0,0.00,0,0,CMS Nursing Home Care Compare — Provider Information (NH_ProviderInfo),2026-04-01
235384,4,2,5,5,0.84104,3.90201,35.4,0,0.00,0,0,CMS Nursing Home Care Compare — Provider Information (NH_ProviderInfo),2026-04-01
235385,5,5,4,3,0.79544,3.56077,24.7,0,0.00,0,0,CMS Nursing Home Care Compare — Provider Information (NH_ProviderInfo),2026-04-01
235388,4,3,4,5,0.75127,3.72949,42.0,0,0.00,0,0,CMS Nursing Home Care Compare — Provider Information (NH_ProviderInfo),2026-04-01
235395,2,1,2,5,0.67033,3.09444,47.0,0,0.00,1,1,CMS Nursing Home Care Compare — Provider Information (NH_ProviderInfo),2026-04-01
235396,1,1,2,4,0.31694,3.37499,50.6,3,108662.00,2,5,CMS Nursing Home Care Compare — Provider Information (NH_ProviderInfo),2026-04-01
235399,3,2,4,5,1.05004,4.01521,44.0,2,35317.00,0,2,CMS Nursing Home Care Compare — Provider Information (NH_ProviderInfo),2026-04-01
235400,5,4,4,5,0.95925,4.11430,36.6,0,0.00,1,1,CMS Nursing Home Care Compare — Provider Information (NH_ProviderInfo),2026-04-01
235401,2,2,2,4,0.43410,3.50275,57.1,0,0.00,0,0,CMS Nursing Home Care Compare — Provider Information (NH_ProviderInfo),2026-04-01
235402,3,4,1,4,0.23763,3.63500,51.0,0,0.00,0,0,CMS Nursing Home Care Compare — Provider Information (NH_ProviderInfo),2026-04-01
235405,3,2,3,5,0.28053,3.58761,34.3,0,0.00,0,0,CMS Nursing Home Care Compare — Provider Information (NH_ProviderInfo),2026-04-01
235407,3,2,5,4,1.12612,4.11485,18.8,1,10364.00,2,3,CMS Nursing Home Care Compare — Provider Information (NH_ProviderInfo),2026-04-01
235408,5,4,4,5,0.47253,3.74785,40.8,0,0.00,0,0,CMS Nursing Home Care Compare — Provider Information (NH_ProviderInfo),2026-04-01
235410,1,1,2,2,0.67675,3.02442,53.2,1,84659.00,1,2,CMS Nursing Home Care Compare — Provider Information (NH_ProviderInfo),2026-04-01
235411,4,3,3,5,0.92855,3.07919,54.0,0,0.00,0,0,CMS Nursing Home Care Compare — Provider Information (NH_ProviderInfo),2026-04-01
235412,5,4,4,5,0.85577,3.68194,63.6,0,0.00,0,0,CMS Nursing Home Care Compare — Provider Information (NH_ProviderInfo),2026-04-01
235414,3,2,3,5,0.72271,3.83582,60.6,2,170704.00,1,3,CMS Nursing Home Care Compare — Provider Information (NH_ProviderInfo),2026-04-01
235416,5,4,5,5,1.17295,4.59825,28.6,0,0.00,0,0,CMS Nursing Home Care Compare — Provider Information (NH_ProviderInfo),2026-04-01
235421,5,5,5,5,0.94099,4.02055,27.9,0,0.00,0,0,CMS Nursing Home Care Compare — Provider Information (NH_ProviderInfo),2026-04-01
235422,3,2,4,5,0.35804,4.09867,34.8,1,15593.00,0,1,CMS Nursing Home Care Compare — Provider Information (NH_ProviderInfo),2026-04-01
235423,3,2,5,4,1.17723,4.51185,30.8,0,0.00,0,0,CMS Nursing Home Care Compare — Provider Information (NH_ProviderInfo),2026-04-01
235427,2,2,3,4,0.49304,3.91975,39.4,0,0.00,0,0,CMS Nursing Home Care Compare — Provider Information (NH_ProviderInfo),2026-04-01
235428,3,2,4,5,0.70412,4.06333,44.1,1,42136.00,0,1,CMS Nursing Home Care Compare — Provider Information (NH_ProviderInfo),2026-04-01
235429,1,1,2,4,0.52321,3.57362,66.3,2,241488.00,3,5,CMS Nursing Home Care Compare — Provider Information (NH_ProviderInfo),2026-04-01
235430,5,5,5,4,0.75472,4.55901,29.8,0,0.00,0,0,CMS Nursing Home Care Compare — Provider Information (NH_ProviderInfo),2026-04-01
235432,5,4,4,5,0.75066,3.39358,34.0,0,0.00,0,0,CMS Nursing Home Care Compare — Provider Information (NH_ProviderInfo),2026-04-01
235433,2,1,3,5,0.63597,3.60019,59.0,5,485076.00,2,7,CMS Nursing Home Care Compare — Provider Information (NH_ProviderInfo),2026-04-01
235434,4,3,5,3,1.40403,4.32873,39.8,0,0.00,1,1,CMS Nursing Home Care Compare — Provider Information (NH_ProviderInfo),2026-04-01
235438,1,1,4,3,0.71207,3.36242,36.1,1,39000.00,0,1,CMS Nursing Home Care Compare — Provider Information (NH_ProviderInfo),2026-04-01
235439,2,2,2,4,0.36550,4.05278,45.0,0,0.00,0,0,CMS Nursing Home Care Compare — Provider Information (NH_ProviderInfo),2026-04-01
235440,4,2,5,5,0.87517,4.71349,31.7,0,0.00,1,1,CMS Nursing Home Care Compare — Provider Information (NH_ProviderInfo),2026-04-01
235441,3,3,3,3,0.49197,3.38090,39.0,0,0.00,0,0,CMS Nursing Home Care Compare — Provider Information (NH_ProviderInfo),2026-04-01
235442,1,2,1,4,,,,1,20885.00,0,1,CMS Nursing Home Care Compare — Provider Information (NH_ProviderInfo),2026-04-01
235443,3,3,3,4,0.73407,4.22965,64.3,0,0.00,0,0,CMS Nursing Home Care Compare — Provider Information (NH_ProviderInfo),2026-04-01
235444,4,4,2,2,0.40161,3.30870,64.5,11,68807.00,0,11,CMS Nursing Home Care Compare — Provider Information (NH_ProviderInfo),2026-04-01
235445,4,4,3,4,0.45906,3.70389,39.1,0,0.00,0,0,CMS Nursing Home Care Compare — Provider Information (NH_ProviderInfo),2026-04-01
235446,4,4,4,2,0.76496,3.31427,32.2,2,61621.00,0,2,CMS Nursing Home Care Compare — Provider Information (NH_ProviderInfo),2026-04-01
235447,1,2,1,3,0.32774,3.63185,44.2,0,0.00,0,0,CMS Nursing Home Care Compare — Provider Information (NH_ProviderInfo),2026-04-01
235450,4,3,3,5,0.77842,3.54554,56.1,0,0.00,0,0,CMS Nursing Home Care Compare — Provider Information (NH_ProviderInfo),2026-04-01
235451,4,3,4,5,0.88251,4.06419,27.3,0,0.00,0,0,CMS Nursing Home Care Compare — Provider Information (NH_ProviderInfo),2026-04-01
235452,4,3,3,5,0.38857,3.84874,40.8,1,19321.00,0,1,CMS Nursing Home Care Compare — Provider Information (NH_ProviderInfo),2026-04-01
235453,5,5,4,5,0.60797,4.28874,31.4,0,0.00,0,0,CMS Nursing Home Care Compare — Provider Information (NH_ProviderInfo),2026-04-01
235454,1,2,4,1,0.42012,3.41225,25.4,2,77419.00,0,2,CMS Nursing Home Care Compare — Provider Information (NH_ProviderInfo),2026-04-01
235456,3,3,2,3,0.48090,3.19276,53.5,0,0.00,0,0,CMS Nursing Home Care Compare — Provider Information (NH_ProviderInfo),2026-04-01
235458,1,1,3,4,0.49391,3.87608,64.8,2,134605.00,3,5,CMS Nursing Home Care Compare — Provider Information (NH_ProviderInfo),2026-04-01
235459,4,4,2,3,0.67209,3.40996,,1,55711.00,1,2,CMS Nursing Home Care Compare — Provider Information (NH_ProviderInfo),2026-04-01
235460,5,4,5,4,1.83191,6.57569,22.5,0,0.00,1,1,CMS Nursing Home Care Compare — Provider Information (NH_ProviderInfo),2026-04-01
235461,1,1,4,3,0.75440,3.28123,38.7,3,296929.00,3,6,CMS Nursing Home Care Compare — Provider Information (NH_ProviderInfo),2026-04-01
235462,4,2,5,5,1.07233,4.70825,40.7,1,15593.00,0,1,CMS Nursing Home Care Compare — Provider Information (NH_ProviderInfo),2026-04-01
235463,3,2,3,5,0.20101,3.21966,33.8,2,64623.00,1,3,CMS Nursing Home Care Compare — Provider Information (NH_ProviderInfo),2026-04-01
235464,5,5,4,4,0.78430,3.93011,49.3,0,0.00,0,0,CMS Nursing Home Care Compare — Provider Information (NH_ProviderInfo),2026-04-01
235467,3,3,3,3,0.62892,3.59605,50.4,1,45126.00,0,1,CMS Nursing Home Care Compare — Provider Information (NH_ProviderInfo),2026-04-01
235468,3,2,3,5,0.50506,3.21642,44.2,0,0.00,0,0,CMS Nursing Home Care Compare — Provider Information (NH_ProviderInfo),2026-04-01
235470,5,4,5,5,1.30944,4.15281,39.1,0,0.00,0,0,CMS Nursing Home Care Compare — Provider Information (NH_ProviderInfo),2026-04-01
235471,1,1,4,4,0.96262,3.68032,43.0,2,171837.00,0,2,CMS Nursing Home Care Compare — Provider Information (NH_ProviderInfo),2026-04-01
235472,5,5,5,5,2.53667,6.08212,33.3,0,0.00,0,0,CMS Nursing Home Care Compare — Provider Information (NH_ProviderInfo),2026-04-01
235473,3,3,3,4,0.66141,3.74427,43.0,0,0.00,0,0,CMS Nursing Home Care Compare — Provider Information (NH_ProviderInfo),2026-04-01
235475,1,2,1,2,0.20056,3.80743,,4,33243.00,3,7,CMS Nursing Home Care Compare — Provider Information (NH_ProviderInfo),2026-04-01
235476,2,2,2,2,0.22452,3.64143,56.7,4,38471.00,1,5,CMS Nursing Home Care Compare — Provider Information (NH_ProviderInfo),2026-04-01
235477,2,2,4,4,0.52726,4.91562,46.4,0,0.00,0,0,CMS Nursing Home Care Compare — Provider Information (NH_ProviderInfo),2026-04-01
235479,3,3,2,4,0.43580,3.38547,55.5,0,0.00,0,0,CMS Nursing Home Care Compare — Provider Information (NH_ProviderInfo),2026-04-01
235480,1,2,1,3,0.20683,3.52333,,0,0.00,0,0,CMS Nursing Home Care Compare — Provider Information (NH_ProviderInfo),2026-04-01
235481,2,2,2,3,0.53080,3.30290,64.5,0,0.00,1,1,CMS Nursing Home Care Compare — Provider Information (NH_ProviderInfo),2026-04-01
235482,5,4,4,5,0.88826,3.50035,30.6,0,0.00,0,0,CMS Nursing Home Care Compare — Provider Information (NH_ProviderInfo),2026-04-01
235483,2,2,4,2,0.58649,3.60241,38.2,3,134023.00,1,4,CMS Nursing Home Care Compare — Provider Information (NH_ProviderInfo),2026-04-01
235484,4,4,4,3,0.76092,4.18430,38.5,0,0.00,0,0,CMS Nursing Home Care Compare — Provider Information (NH_ProviderInfo),2026-04-01
235485,1,1,4,3,0.92206,4.33201,41.1,2,73198.00,3,5,CMS Nursing Home Care Compare — Provider Information (NH_ProviderInfo),2026-04-01
235486,4,4,3,4,0.74094,3.66206,50.0,0,0.00,0,0,CMS Nursing Home Care Compare — Provider Information (NH_ProviderInfo),2026-04-01
235487,2,1,2,5,0.48795,3.55640,54.5,1,62790.00,1,2,CMS Nursing Home Care Compare — Provider Information (NH_ProviderInfo),2026-04-01
235488,3,3,4,3,0.55430,4.60539,42.9,0,0.00,0,0,CMS Nursing Home Care Compare — Provider Information (NH_ProviderInfo),2026-04-01
235489,2,1,2,5,0.50539,3.53562,67.3,3,282021.00,1,4,CMS Nursing Home Care Compare — Provider Information (NH_ProviderInfo),2026-04-01
235490,3,3,4,4,1.22626,3.87421,62.7,0,0.00,0,0,CMS Nursing Home Care Compare — Provider Information (NH_ProviderInfo),2026-04-01
235491,1,2,1,4,0.25347,3.42431,,1,15926.00,0,1,CMS Nursing Home Care Compare — Provider Information (NH_ProviderInfo),2026-04-01
235492,5,5,3,5,0.21461,3.55309,37.1,0,0.00,0,0,CMS Nursing Home Care Compare — Provider Information (NH_ProviderInfo),2026-04-01
235495,1,1,4,4,1.00355,4.00868,46.7,1,16801.00,0,1,CMS Nursing Home Care Compare — Provider Information (NH_ProviderInfo),2026-04-01
235498,4,3,5,4,0.52271,3.77712,25.7,0,0.00,0,0,CMS Nursing Home Care Compare — Provider Information (NH_ProviderInfo),2026-04-01
235499,3,3,3,4,0.56998,3.93409,62.0,0,0.00,0,0,CMS Nursing Home Care Compare — Provider Information (NH_ProviderInfo),2026-04-01
235500,4,4,2,4,0.50329,4.15077,18.4,0,0.00,0,0,CMS Nursing Home Care Compare — Provider Information (NH_ProviderInfo),2026-04-01
235502,5,4,3,5,0.54383,3.22874,43.6,0,0.00,1,1,CMS Nursing Home Care Compare — Provider Information (NH_ProviderInfo),2026-04-01
235503,3,2,2,5,0.26093,3.43937,48.7,0,0.00,0,0,CMS Nursing Home Care Compare — Provider Information (NH_ProviderInfo),2026-04-01
235504,3,3,3,3,0.34982,3.31367,51.2,0,0.00,0,0,CMS Nursing Home Care Compare — Provider Information (NH_ProviderInfo),2026-04-01
235506,3,2,2,5,0.46597,3.69553,57.8,1,41847.00,1,2,CMS Nursing Home Care Compare — Provider Information (NH_ProviderInfo),2026-04-01
235507,5,5,4,5,1.28991,4.02843,55.8,0,0.00,0,0,CMS Nursing Home Care Compare — Provider Information (NH_ProviderInfo),2026-04-01
235508,1,1,3,4,0.56817,4.27679,65.9,3,119626.00,0,3,CMS Nursing Home Care Compare — Provider Information (NH_ProviderInfo),2026-04-01
235509,1,2,1,3,0.30069,3.35040,,1,21273.00,0,1,CMS Nursing Home Care Compare — Provider Information (NH_ProviderInfo),2026-04-01
235511,4,4,4,4,1.06335,3.92823,31.3,0,0.00,0,0,CMS Nursing Home Care Compare — Provider Information (NH_ProviderInfo),2026-04-01
235513,3,2,4,5,0.75357,3.97385,35.0,1,39515.00,0,1,CMS Nursing Home Care Compare — Provider Information (NH_ProviderInfo),2026-04-01
235514,1,1,3,4,0.33157,3.48974,47.6,0,0.00,0,0,CMS Nursing Home Care Compare — Provider Information (NH_ProviderInfo),2026-04-01
235515,3,3,4,4,0.71231,3.58469,48.4,0,0.00,0,0,CMS Nursing Home Care Compare — Provider Information (NH_ProviderInfo),2026-04-01
235516,3,3,3,3,0.35398,3.56183,34.5,0,0.00,0,0,CMS Nursing Home Care Compare — Provider Information (NH_ProviderInfo),2026-04-01
235517,2,2,4,3,0.85224,3.96313,55.1,0,0.00,0,0,CMS Nursing Home Care Compare — Provider Information (NH_ProviderInfo),2026-04-01
235518,2,2,3,3,0.45632,3.75539,39.4,2,58583.00,0,2,CMS Nursing Home Care Compare — Provider Information (NH_ProviderInfo),2026-04-01
235519,5,5,3,4,0.88373,3.38973,52.2,0,0.00,0,0,CMS Nursing Home Care Compare — Provider Information (NH_ProviderInfo),2026-04-01
235520,5,5,4,3,0.44929,3.95652,36.4,0,0.00,0,0,CMS Nursing Home Care Compare — Provider Information (NH_ProviderInfo),2026-04-01
235521,3,3,2,3,0.38532,3.71928,,1,8991.00,0,1,CMS Nursing Home Care Compare — Provider Information (NH_ProviderInfo),2026-04-01
235522,5,4,2,5,0.53642,3.74869,62.2,1,33813.00,1,2,CMS Nursing Home Care Compare — Provider Information (NH_ProviderInfo),2026-04-01
235523,4,4,1,5,0.10727,0.52929,68.6,0,0.00,1,1,CMS Nursing Home Care Compare — Provider Information (NH_ProviderInfo),2026-04-01
235525,4,4,3,4,0.59586,3.29462,47.1,0,0.00,0,0,CMS Nursing Home Care Compare — Provider Information (NH_ProviderInfo),2026-04-01
235526,1,1,3,2,1.79796,3.61660,,0,0.00,2,2,CMS Nursing Home Care Compare — Provider Information (NH_ProviderInfo),2026-04-01
235528,3,3,3,2,0.68639,4.09766,42.2,1,15593.00,0,1,CMS Nursing Home Care Compare — Provider Information (NH_ProviderInfo),2026-04-01
235529,2,2,2,3,0.50564,3.52276,57.8,1,67496.00,1,2,CMS Nursing Home Care Compare — Provider Information (NH_ProviderInfo),2026-04-01
235530,5,4,4,5,0.70261,4.99314,24.8,0,0.00,0,0,CMS Nursing Home Care Compare — Provider Information (NH_ProviderInfo),2026-04-01
235532,2,3,4,1,0.88279,3.24259,54.7,3,116787.00,3,6,CMS Nursing Home Care Compare — Provider Information (NH_ProviderInfo),2026-04-01
235535,1,1,3,4,0.76124,3.56662,59.3,0,0.00,0,0,CMS Nursing Home Care Compare — Provider Information (NH_ProviderInfo),2026-04-01
235536,2,1,1,5,0.00000,2.05093,,3,140507.00,2,5,CMS Nursing Home Care Compare — Provider Information (NH_ProviderInfo),2026-04-01
235538,4,3,4,5,0.97924,4.39786,60.0,0,0.00,1,1,CMS Nursing Home Care Compare — Provider Information (NH_ProviderInfo),2026-04-01
235539,1,1,1,4,0.24510,3.63621,,1,15889.00,0,1,CMS Nursing Home Care Compare — Provider Information (NH_ProviderInfo),2026-04-01
235540,5,5,5,5,0.88803,5.13469,29.8,0,0.00,0,0,CMS Nursing Home Care Compare — Provider Information (NH_ProviderInfo),2026-04-01
235541,3,3,2,4,0.49202,3.86218,57.7,1,16801.00,2,3,CMS Nursing Home Care Compare — Provider Information (NH_ProviderInfo),2026-04-01
235542,1,1,4,4,1.07665,3.77387,53.3,3,129165.00,2,5,CMS Nursing Home Care Compare — Provider Information (NH_ProviderInfo),2026-04-01
235543,4,4,4,4,0.70912,3.43063,53.1,0,0.00,0,0,CMS Nursing Home Care Compare — Provider Information (NH_ProviderInfo),2026-04-01
235545,1,1,4,4,0.48546,3.48189,41.7,3,235995.00,2,5,CMS Nursing Home Care Compare — Provider Information (NH_ProviderInfo),2026-04-01
235547,5,5,3,4,0.39457,3.74144,39.8,1,34034.00,0,1,CMS Nursing Home Care Compare — Provider Information (NH_ProviderInfo),2026-04-01
235548,5,4,5,4,1.60185,5.66587,32.4,0,0.00,0,0,CMS Nursing Home Care Compare — Provider Information (NH_ProviderInfo),2026-04-01
235549,2,2,4,4,0.66368,3.85279,44.0,1,78176.00,1,2,CMS Nursing Home Care Compare — Provider Information (NH_ProviderInfo),2026-04-01
235550,2,2,4,3,0.66868,4.23369,40.7,3,147365.00,2,5,CMS Nursing Home Care Compare — Provider Information (NH_ProviderInfo),2026-04-01
235551,1,1,3,4,0.70746,3.31095,45.5,0,0.00,1,1,CMS Nursing Home Care Compare — Provider Information (NH_ProviderInfo),2026-04-01
235552,1,1,4,4,1.48510,3.89320,56.8,1,180775.00,1,2,CMS Nursing Home Care Compare — Provider Information (NH_ProviderInfo),2026-04-01
235553,5,4,5,5,1.24526,3.74178,28.8,0,0.00,0,0,CMS Nursing Home Care Compare — Provider Information (NH_ProviderInfo),2026-04-01
235554,5,5,4,5,0.74373,3.97311,44.2,0,0.00,0,0,CMS Nursing Home Care Compare — Provider Information (NH_ProviderInfo),2026-04-01
235555,1,1,1,3,0.34868,3.77600,,2,97916.00,1,3,CMS Nursing Home Care Compare — Provider Information (NH_ProviderInfo),2026-04-01
235556,2,1,4,5,0.85526,4.68053,56.5,2,65412.00,2,4,CMS Nursing Home Care Compare — Provider Information (NH_ProviderInfo),2026-04-01
235558,4,4,4,4,0.94035,3.09442,33.3,0,0.00,0,0,CMS Nursing Home Care Compare — Provider Information (NH_ProviderInfo),2026-04-01
235559,4,4,3,2,0.42797,2.89757,57.1,0,0.00,0,0,CMS Nursing Home Care Compare — Provider Information (NH_ProviderInfo),2026-04-01
235561,1,1,3,4,0.88242,4.05193,,2,75834.00,1,3,CMS Nursing Home Care Compare — Provider Information (NH_ProviderInfo),2026-04-01
235563,4,4,4,4,0.67967,3.88801,23.9,0,0.00,0,0,CMS Nursing Home Care Compare — Provider Information (NH_ProviderInfo),2026-04-01
235565,3,3,4,2,0.59513,3.53448,50.8,3,59566.00,0,3,CMS Nursing Home Care Compare — Provider Information (NH_ProviderInfo),2026-04-01
235566,3,2,4,5,1.35482,3.97040,32.4,1,29348.00,0,1,CMS Nursing Home Care Compare — Provider Information (NH_ProviderInfo),2026-04-01
235567,5,5,5,4,1.06978,5.44310,51.6,0,0.00,1,1,CMS Nursing Home Care Compare — Provider Information (NH_ProviderInfo),2026-04-01
235569,2,2,4,3,1.12026,3.76136,38.3,1,79950.00,0,1,CMS Nursing Home Care Compare — Provider Information (NH_ProviderInfo),2026-04-01
235574,2,3,1,4,,,,0,0.00,0,0,CMS Nursing Home Care Compare — Provider Information (NH_ProviderInfo),2026-04-01
235577,5,4,5,5,4.55859,6.66578,43.8,0,0.00,0,0,CMS Nursing Home Care Compare — Provider Information (NH_ProviderInfo),2026-04-01
235578,3,2,4,5,0.63194,3.70747,39.0,1,15593.00,0,1,CMS Nursing Home Care Compare — Provider Information (NH_ProviderInfo),2026-04-01
235580,3,2,4,5,0.63104,3.86118,44.2,1,15593.00,0,1,CMS Nursing Home Care Compare — Provider Information (NH_ProviderInfo),2026-04-01
235582,2,1,2,5,0.43279,4.03534,45.0,2,71130.00,0,2,CMS Nursing Home Care Compare — Provider Information (NH_ProviderInfo),2026-04-01
235583,5,4,5,4,1.72208,4.18811,45.0,0,0.00,0,0,CMS Nursing Home Care Compare — Provider Information (NH_ProviderInfo),2026-04-01
235584,5,4,5,5,0.73832,4.77300,41.1,0,0.00,0,0,CMS Nursing Home Care Compare — Provider Information (NH_ProviderInfo),2026-04-01
235585,5,4,4,5,1.16498,4.71052,40.8,0,0.00,0,0,CMS Nursing Home Care Compare — Provider Information (NH_ProviderInfo),2026-04-01
235587,4,4,3,4,0.58271,3.81122,48.9,1,8985.00,0,1,CMS Nursing Home Care Compare — Provider Information (NH_ProviderInfo),2026-04-01
235588,1,1,4,1,1.23974,4.00109,65.6,2,119265.00,1,3,CMS Nursing Home Care Compare — Provider Information (NH_ProviderInfo),2026-04-01
235589,2,1,2,5,0.44109,4.02214,65.0,3,81981.00,0,3,CMS Nursing Home Care Compare — Provider Information (NH_ProviderInfo),2026-04-01
235591,3,3,1,5,,,,0,0.00,1,1,CMS Nursing Home Care Compare — Provider Information (NH_ProviderInfo),2026-04-01
235592,3,3,4,3,0.51420,4.05152,50.0,0,0.00,0,0,CMS Nursing Home Care Compare — Provider Information (NH_ProviderInfo),2026-04-01
235593,4,4,2,3,0.41344,3.97540,67.8,0,0.00,0,0,CMS Nursing Home Care Compare — Provider Information (NH_ProviderInfo),2026-04-01
235594,1,1,3,4,0.54831,3.61883,36.3,2,16800.00,0,2,CMS Nursing Home Care Compare — Provider Information (NH_ProviderInfo),2026-04-01
235595,3,3,3,3,0.21183,3.68956,41.1,1,12221.00,0,1,CMS Nursing Home Care Compare — Provider Information (NH_ProviderInfo),2026-04-01
235596,3,2,2,5,0.44597,2.91193,47.2,0,0.00,0,0,CMS Nursing Home Care Compare — Provider Information (NH_ProviderInfo),2026-04-01
235598,1,1,3,4,0.51534,3.45891,54.7,0,0.00,1,1,CMS Nursing Home Care Compare — Provider Information (NH_ProviderInfo),2026-04-01
235599,4,3,3,5,0.59059,3.94301,48.8,0,0.00,0,0,CMS Nursing Home Care Compare — Provider Information (NH_ProviderInfo),2026-04-01
235600,2,1,3,5,0.67260,4.04643,63.9,3,119637.00,2,5,CMS Nursing Home Care Compare — Provider Information (NH_ProviderInfo),2026-04-01
235601,1,1,2,3,0.70177,2.93270,,2,43973.00,2,4,CMS Nursing Home Care Compare — Provider Information (NH_ProviderInfo),2026-04-01
235602,5,4,5,3,0.61310,4.18777,29.3,0,0.00,0,0,CMS Nursing Home Care Compare — Provider Information (NH_ProviderInfo),2026-04-01
235605,4,3,5,4,1.69913,4.24152,36.6,0,0.00,0,0,CMS Nursing Home Care Compare — Provider Information (NH_ProviderInfo),2026-04-01
235606,5,4,5,5,0.80674,3.71452,39.2,0,0.00,0,0,CMS Nursing Home Care Compare — Provider Information (NH_ProviderInfo),2026-04-01
235608,3,3,4,4,0.61611,4.22793,50.0,1,16801.00,0,1,CMS Nursing Home Care Compare — Provider Information (NH_ProviderInfo),2026-04-01
235609,5,4,2,5,0.73459,3.30925,,1,15887.00,0,1,CMS Nursing Home Care Compare — Provider Information (NH_ProviderInfo),2026-04-01
235611,4,2,5,5,1.51416,6.93445,44.8,0,0.00,1,1,CMS Nursing Home Care Compare — Provider Information (NH_ProviderInfo),2026-04-01
235612,5,4,4,5,0.86011,2.93827,42.9,0,0.00,0,0,CMS Nursing Home Care Compare — Provider Information (NH_ProviderInfo),2026-04-01
235613,4,4,4,2,0.79722,5.01955,68.0,0,0.00,0,0,CMS Nursing Home Care Compare — Provider Information (NH_ProviderInfo),2026-04-01
235614,4,4,4,3,0.91254,4.39154,47.4,0,0.00,0,0,CMS Nursing Home Care Compare — Provider Information (NH_ProviderInfo),2026-04-01
235615,3,2,3,5,1.06696,4.08468,66.2,0,0.00,0,0,CMS Nursing Home Care Compare — Provider Information (NH_ProviderInfo),2026-04-01
235617,3,2,3,5,0.45200,3.29793,73.5,0,0.00,0,0,CMS Nursing Home Care Compare — Provider Information (NH_ProviderInfo),2026-04-01
235618,2,1,2,5,0.82910,4.22517,73.3,1,215880.00,0,1,CMS Nursing Home Care Compare — Provider Information (NH_ProviderInfo),2026-04-01
235619,1,2,2,1,0.49166,3.59587,51.9,2,50280.00,1,3,CMS Nursing Home Care Compare — Provider Information (NH_ProviderInfo),2026-04-01
235621,5,5,4,3,0.87234,3.72078,21.7,0,0.00,0,0,CMS Nursing Home Care Compare — Provider Information (NH_ProviderInfo),2026-04-01
235622,5,4,4,5,0.47631,3.27162,30.5,0,0.00,0,0,CMS Nursing Home Care Compare — Provider Information (NH_ProviderInfo),2026-04-01
235623,1,1,3,3,0.75590,3.24082,38.4,2,173966.00,1,3,CMS Nursing Home Care Compare — Provider Information (NH_ProviderInfo),2026-04-01
235624,2,3,1,3,0.17007,0.64364,,0,0.00,0,0,CMS Nursing Home Care Compare — Provider Information (NH_ProviderInfo),2026-04-01
235625,2,1,3,5,0.45752,3.63830,49.4,0,0.00,2,2,CMS Nursing Home Care Compare — Provider Information (NH_ProviderInfo),2026-04-01
