ccn,provider_name,address,city,state,zip,county,ownership,certification_date,source,source_date
25T141,BAPTIST HOSPITAL DESOTO,7601 SOUTHCREST PARKWAY -,SOUTHAVEN,MS,38671,DeSoto,For profit,01/01/1994,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
25T152,MISSISSIPPI METHODIST REHABILITATION CENTER,1350 EAST WOODROW WILSON -,JACKSON,MS,39216,Hinds,Non-profit,07/01/2002,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
263027,RUSK REHABILITATION CTR,315 BUSINESS LOOP 70 W -,COLUMBIA,MO,65203,Boone,For profit,05/19/1997,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
263028,"THE REHABILITATION INSTITUTE OF ST. LOUIS, AN AFFI",4455 DUNCAN AVE -,SAINT LOUIS,MO,63110,St. Louis City,For profit,04/02/2001,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
263029,MERCY REHABILITATION HOSPITAL ST LOUIS,14561 NORTH OUTER FORTY -,CHESTERFIELD,MO,63017,St. Louis,For profit,08/09/2007,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
263030,ST LUKE'S REHABILITATION HOSPITAL,14709 OLIVE BOULEVARD -,CHESTERFIELD,MO,63017,St. Louis,For profit,11/25/2008,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
263031,SSM HEALTH REHABILITATION HOSPITAL,1027 BELLEVUE AVENUE -,RICHMOND HEIGHTS,MO,63117,St. Louis,For profit,12/08/2009,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
263032,MERCY REHABILITATION HOSPITAL SPRINGFIELD,5904 S SOUTHWOOD RD -,SPRINGFIELD,MO,65804,Greene,For profit,05/21/2014,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
263034,MERCY REHABILITATION HOSPITAL SOUTH,10114 KENNERLY ROAD -,SAINT LOUIS,MO,63128,St. Louis,For profit,12/22/2022,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
26T006,HEARTLAND REGIONAL MEDICAL CENTER,5325 FARAON -,ST. JOSEPH,MO,64506,Buchanan,Non-profit,07/01/2023,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
26T017,PHELPS COUNTY REGIONAL MED CENTER,1000 WEST TENTH ST -,ROLLA,MO,65401,Phelps,Government,01/01/2000,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
26T023,MERCY HOSPITAL JEFFERSON,HWY 61 SOUTH PO BOX 350,CRYSTAL CITY,MO,63019,Jefferson,Non-profit,10/01/2007,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
26T025,HANNIBAL REGIONAL HEALTHCARE SYSTEM,6000 HOSPITAL DRIVE -,HANNIBAL,MO,63401,Marion,Non-profit,10/01/2015,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
26T027,RESEARCH MEDICAL CENTER,2316 E MEYER BOULEVARD 2N REHABILITATION UNIT,KANSAS CITY,MO,64132,Jackson,For profit,01/01/1984,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
26T040,COXHEALTH MEYER ORTHOPEDIC AND REHABILITATION HOSP,3535 S. NATIONAL -,SPRINGFIELD,MO,65807,Greene,Non-profit,10/01/2001,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
26T057,CAMERON REGIONAL MEDICAL CTR,1600 E EVERGREEN -,CAMERON,MO,64429,Clinton,Non-profit,10/01/2002,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
26T062,ST LUKES NORTHLAND HOSPITAL,601 SOUTH 169 HIGHWAY -,SMITHVILLE,MO,64089,Clay,Non-profit,01/01/2003,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
26T068,BOONE HOSPITAL CENTER,1600 E. BROADWAY -,COLUMBIA,MO,65201,Boone,Non-profit,01/13/2003,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
26T085,SAINT JOSEPH MEDICAL CENTER,1000 CARONDELET DRIVE -,KANSAS CITY,MO,64114,Jackson,For profit,07/01/1987,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
26T094,COX MEDICAL CENTER - BRANSON,525 BRANSON LANDING BLVD -,BRANSON,MO,65616,Taney,Non-profit,05/01/2005,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
26T095,CENTERPOINT MEDICAL CENTER,1960 E 39TH ST S -,INDEPENDENCE,MO,64057,Jackson,For profit,04/01/2018,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
26T096,NORTH KANSAS CITY HOSPITAL,2800 CLAY EDWARDS DRIVE -,NORTH KANSAS CITY,MO,64116,Clay,Government,07/01/2006,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
26T110,SOUTHEAST HOSPITAL,1701 LACEY STREET -,CAPE GIRARDEAU,MO,63701,Cape Girardeau,Non-profit,10/01/2001,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
26T113,MISSOURI DELTA MEDICAL CENTER,1008 N. MAIN ST. -,SIKESTON,MO,63801,Scott,Non-profit,10/01/2003,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
26T119,POPLAR BLUFF REGIONAL MED CTR,3100 OAK GROVE ROAD -,POPLAR BLUFF,MO,63901,Butler,For profit,01/01/1993,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
26T137,FREEMAN HEALTH SYSTEMS,1102 W 32ND ST -,JOPLIN,MO,64804,Jasper,Non-profit,04/01/1996,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
26T141,CAPITAL REGION MEDICAL CENTER - REHABILITATION,1125 MADISON STREET -,JEFFERSON CITY,MO,65101,Boone,Government,07/01/1998,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
26T180,CHRISTIAN HOSPITAL/BJC HEALTHCARE,11133 DUNN ROAD -,ST LOUIS,MO,63136,St. Louis,Non-profit,01/01/2003,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
26T183,ST FRANCIS HEALTHCARE SYSTEM,211 SAINT FRANCIS DR -,CAPE GIRARDEAU,MO,63703,Cooper,Non-profit,04/01/2004,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
26T193,ST MARYS MEDICAL CENTER,201 NW R.D. MIZE -,BLUE SPRINGS,MO,64014,Jackson,For profit,07/01/2000,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
26TA16,"LANDMARK HOSPITAL OF JOPLIN, LLC",2040 W 32ND STREET -,JOPLIN,MO,64804,Jasper,For profit,03/01/2024,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
26TA17,"SELECT SPECIALTY HOSPITAL SPRINGFIELD, INC",1630 EAST PRIMROSE -,SPRINGFIELD,MO,65804,Greene,For profit,11/01/2022,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
273025,REHABILITATION HOSPITAL OF MONTANA,3572 HESPER ROAD -,BILLINGS,MT,59102,Yellowstone,For profit,09/11/2019,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
27T012,BENEFIS HEALTH SYSTEM,500 15TH AVE SO. -,GREAT FALLS,MT,59405,Cascade,Non-profit,01/01/1997,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
27T023,RIM AT COMMUNITY MEDICAL CENTER,2827 FORT MISSOULA ROAD -,MISSOULA,MT,59804,Missoula,Non-profit,02/01/2003,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
27TA01,ADVANCED CARE HOSPITAL OF MONTANA,3528 GABEL RD -,BILLINGS,MT,59102,Yellowstone,For profit,01/04/2025,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
283025,MADONNA REHABILITATION HOSPITAL LINCOLN,5401 SOUTH ST -,LINCOLN,NE,68506,Lancaster,Non-profit,07/01/1994,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
28T003,BRYAN MEDICAL CENTER,2300 SOUTH 16TH STREET -,LINCOLN,NE,68502,Lancaster,Non-profit,06/01/2003,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
28T009,CHI HEALTH GOOD SAMARITAN,10 E 31ST STREET -,KEARNEY,NE,68848,Buffalo,Non-profit,07/01/2019,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
28T023,CHI HEALTH ST FRANCIS,2620 WEST FAIDLEY AVE. -,GRAND ISLAND,NE,68803,Hall,Non-profit,07/01/2008,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
28T040,METHODIST REHABILITATION HOSPITAL,8303 DODGE STREET -,OMAHA,NE,68114,Douglas,Non-profit,01/01/1991,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
28T061,THE ACUTE REHAB UNIT AT REGIONAL WEST MEDICAL CENT,4021 AVENUE B -,SCOTTSBLUFF,NE,69361,Scotts Bluff,Non-profit,01/01/2002,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
28T081,IMMANUEL REHABILITATION INSTITUTE,6901 NORTH 72ND -,OMAHA,NE,68122,Douglas,Non-profit,10/01/1987,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
28T125,FAITH REGIONAL HEALTH SERVICES,2700 W NORFOLK AVENUE -,NORFOLK,NE,68701,Madison,Non-profit,01/01/2005,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
28TA03,MADONNA REHABILITATION SPECIALTY HOSPITAL OMAHA,17500 BURKE STREET -,OMAHA,NE,68118,Douglas,Non-profit,07/01/2021,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
293026,ENCOMPASS HEALTH REHABILITATION HOSPITAL OF LV,1250 S VALLEY VIEW BLVD -,LAS VEGAS,NV,89102,Clark,For profit,02/04/1993,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
293032,ENCOMPASS HEALTH REHABILITATION HOSPITAL OF HENDER,10301 JEFFREYS ST -,HENDERSON,NV,89052,Clark,For profit,02/05/2002,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
293033,ENCOMPASS HEALTH REHAB HOSPITAL OF DESERT CANYON,9175 WEST OQUENDO ROAD -,LAS VEGAS,NV,89148,Clark,For profit,06/14/2007,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
293034,PAM REHABILITATION HOSPITAL OF CENTENNIAL HILLS,6166 N DURANGO DRIVE -,LAS VEGAS,NV,89149,Clark,For profit,01/09/2018,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
293035,DIGNITY HEALTH REHABILITATION HOSPITAL,2930 SIENA HEIGHTS DRIVE -,HENDERSON,NV,89052,Clark,For profit,07/03/2019,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
29T003,SUNRISE HOSPITAL MEDICAL CENTER,3186 S. MARYLAND PKWY. W300,LAS VEGAS,NV,89109,Clark,For profit,09/01/1997,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
29T007,RANCHO REHABILITATION,4333 NORTH RANCHO DR. -,LAS VEGAS,NV,89130,Clark,Non-profit,12/31/1995,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
29T032,NORTHERN NEVADA MEDICAL CENTER,2375 E. PRATER WAY -,SPARKS,NV,89434,Washoe,Non-profit,01/01/2012,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
29T039,MOUNTAINVIEW HOSPITAL,3100 N TENAYA WAY -,LAS VEGAS,NV,89128,Clark,For profit,01/01/2012,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
29T046,SPRING VALLEY MEDICAL CENTER,5400 S. RAINBOW BLVD. -,LAS VEGAS,NV,89118,Clark,For profit,09/14/2021,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
29T049,RENOWN REHABILITATION HOSPITAL,1495 MILL STREET -,RENO,NV,89502,Carson City,Non-profit,02/01/2004,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
29TA02,KINDRED HOSPITAL LAS VEGAS- FLAMINGO CAMPUS,2250 E FLAMINGO RD -,LAS VEGAS,NV,89119,Clark,For profit,09/01/2023,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
303026,NORTHEAST REHABILITATION HOSPITAL,70 BUTLER STREET -,SALEM,NH,03079,Rockingham,For profit,12/13/1984,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
303027,ENCOMPASS HEALTH REHABILITATION HOSPITAL OF CONCOR,254 PLEASANT STREET -,CONCORD,NH,03301,Merrimack,For profit,10/29/1992,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
30T011,ST JOSEPH HOSPITAL IR CENTER,172 KINSLEY ST -,NASHUA,NH,03060,Hillsborough,Non-profit,01/01/1986,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
30T014,FRISBIE MEMORIAL HOSPITAL,11 WHITEHALL ROAD -,ROCHESTER,NH,03867,Strafford,For profit,03/01/2023,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
30T019,CHESHIRE MEDICAL CENTER,580 COURT ST -,KEENE,NH,03431,Cheshire,Non-profit,07/01/1987,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
313025,KESSLER REHAB CENTER,1199 PLEASANT VALLEY WAY -,WEST ORANGE,NJ,07052,Essex,For profit,01/01/1985,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
313027,LAWRENCE REHABILITATION HOSPITAL,2381 LAWRENCEVILLE ROAD -,LAWRENCEVILLE,NJ,08648,Mercer,For profit,01/01/1985,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
313029,ENCOMPASS HEALTH REHAB HOSPITAL OF TOMS RIVER,14 HOSPITAL DR -,TOMS RIVER,NJ,08755,Ocean,For profit,01/01/1985,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
313032,"KESSLER INSTITUTE FOR REHABILITATION,INC",92 BRICK ROAD -,MARLTON,NJ,08053,Burlington,For profit,06/27/1995,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
313035,ENCOMPASS HEALTH REHAB HOSPITAL OF TINTON FALLS,2 CENTER PLZ -,TINTON FALLS,NJ,07724,Monmouth,For profit,05/30/2002,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
313036,ENCOMPASS HEALTH REHAB HOSPITAL OF VINELAND,1237 W SHERMAN AVENUE -,VINELAND,NJ,08360,Cumberland,For profit,04/03/2003,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
313038,ATLANTIC REHABILITATION INSTITUTE,200 MADISON AVENUE -,MADISON,NJ,07940,Morris,For profit,10/05/2019,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
31T010,PENN MEDICINE PRINCETON MEDICAL CENTER,ONE PLAINSBORO RD. -,PLAINSBORO,NJ,08536,Mercer,Non-profit,01/01/1998,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
31T019,ST. JOSEPHS WAYNE HOSPITAL,224 HAMBURG TPK -,WAYNE,NJ,07470,Passaic,Non-profit,01/01/2010,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
31T029,LOURDES REGIONAL REHABILITATION CENTER,1600 HADDON AVENUE -,CAMDEN,NJ,08103,Camden,Government,01/01/1998,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
31T034,JOHNSON REHABILITATION AT RIVERVIEW MEDICAL CENTER,ONE RIVERVIEW PLAZA -,RED BANK,NJ,07701,Monmouth,Non-profit,01/01/1998,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
31T052,JOHNSON REHABILITATION INSTITUTE AT OMC,425 JACK MARTIN BLVD -,BRICK,NJ,08724,Ocean,Non-profit,10/13/2019,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
31T108,JFK JOHNSON REHAB INSTITUTE,65 JAMES STREET -,EDISON,NJ,08820,Middlesex,Non-profit,01/01/1998,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
323026,NEW MEXICO REHABILITATION CENTER,72 GAIL HARRIS AVENUE -,ROSWELL,NM,88203,Chaves,Government,07/01/1985,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
323027,ENCOMPASS HEALTH REHABILITATION HOSPITAL OF ALBUQU,7000 JEFFERSON STREET NE -,ALBUQUERQUE,NM,87109,Bernalillo,For profit,03/09/1988,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
323028,LOVELACE UNM REHABILITATION HOSPITAL,505 ELM STREET NE -,ALBUQUERQUE,NM,87102,Bernalillo,For profit,12/27/1988,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
323032,"REHABILITATION HOSPITAL OF SOUTHERN NEW MEXICO,INC",4441 E LOHMAN AVE -,LAS CRUCES,NM,88011,Dona Ana,For profit,03/25/2005,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
323033,CLEARSKY REHABILITATION HOSPITAL OF RIO RANCHO LLC,2401 WESTSIDE BLVD SE -,RIO RANCHO,NM,87124,Sandoval,For profit,02/10/2021,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
32T002,ST VINCENT HOSPITAL,455 ST MICHAELS DRIVE -,SANTA FE,NM,87505,Santa Fe,Non-profit,07/01/1991,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
32T005,SAN JUAN REGIONAL MEDICAL CENTER INC,801 WEST MAPLE STREET -,FARMINGTON,NM,87401,San Juan,Non-profit,07/01/2020,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
32T009,ST JOSEPH MEDICAL CENTER,601 DR MARTIN LUTHER KING JR AVE NE -,ALBUQUERQUE,NM,87102,Bernalillo,For profit,07/01/1984,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
32T063,CARLSBAD MEDICAL CENTER,2430 WEST PIERCE STREET -,CARLSBAD,NM,88220,Eddy,Non-profit,01/01/1997,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
32T065,LEA REGIONAL MEDICAL CENTER,5419 N LOVINGTON HWY -,HOBBS,NM,88240,Lea,Non-profit,04/01/1995,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
32T085,MOUNTAIN VIEW REGIONAL MEDICAL CENTER,4311 EAST LOHMAN AVENUE -,LAS CRUCES,NM,88011,Dona Ana,For profit,04/01/2005,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
333030,BURKE REHABILITATION HOSPITAL,785 MAMARONECK AVENUE -,WHITE PLAINS,NY,10605,Westchester,Non-profit,01/01/2016,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
33T005,KALEIDA HEALTH,100 HIGH ST. -,BUFFALO,NY,14203,Erie,Non-profit,01/01/1988,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
33T013,ALBANY MEDICAL CENTER HOSP,43 NEW SCOTLAND AVENUE -,ALBANY,NY,12208,Albany,Non-profit,01/01/1986,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
33T014,JAMAICA HOSPITAL MEDICAL CENTER,89TH AVE AND VAN WYCK -,JAMAICA,NY,11418,Queens,Non-profit,01/02/2019,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
33T024,MT SINAI MEDICAL CENTER,ONE GUSTAVE L LEVY PLACE -,NEW YORK,NY,10029,New York,Non-profit,01/01/1987,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
33T027,NASSAU UNIVERSITY MEDICAL CENTER,2201 HEMPSTEAD TURNPIKE -,EAST MEADOW,NY,11554,Nassau,Government,01/01/1985,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
33T044,FAXTON-ST. LUKES HEALTHCARE,1650 CHAMPLIN AVENUE -,UTICA,NY,13502,Oneida,Non-profit,01/01/2002,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
33T046,MT. SINAI - ST. LUKES HOSPITAL CENTER,1111 AMSTERDAM AVE- STY6 REHAB -,NEW YORK,NY,10025,New York,Non-profit,01/01/1987,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
33T047,ST. MARY'S HOSPITAL AT AMSTERDAM,427 GUY PARK AVENUE -,AMSTERDAM,NY,12010,Montgomery,Non-profit,07/01/2009,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
33T049,THE PAUL ROSENTHAL REHABILITATION CENTER AT NDH,6511 SPRINGBROOK AVENUE PO BOX 5002,RHINEBECK,NY,12572,Dutchess,Non-profit,01/01/1998,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
33T056,THE BROOKLYN HOSPITAL CENTER,121 DEKALB AVE -,BROOKLYN,NY,11201,Kings,Non-profit,01/01/2000,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
33T058,GENEVA GENERAL HOSPITAL,196 NORTH STREET -,GENEVA,NY,14456,Ontario,Non-profit,01/01/1998,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
33T059,MONTEFIORE MEDICAL CENTER,600 E 233 STREET -,BRONX,NY,10466,Bronx,Non-profit,01/01/1986,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
33T090,ARNOT OGDEN MEDICAL CENTER,555 SAINT JOSEPHS BLVD -,ELMIRA,NY,14901,Chemung,Non-profit,03/01/2019,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
33T101,NYP - WEILL CORNELL MEDICAL CENTER,525 E. 68TH STREET BOX 142,NEW YORK,NY,10065,New York,Non-profit,01/01/1985,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
33T102,KENMORE MERCY HOSPITAL,2950 ELMWOOD AVE -,KENMORE,NY,14217,Erie,Non-profit,01/01/1994,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
33T126,ORANGE REGIONAL MEDICAL CENTER,707 E MAIN ST -,MIDDLETOWN,NY,10940,Orange,Non-profit,01/01/1992,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
33T127,JACOBI MEDICAL CENTER,1400 PELHAM PARKWAY S -,BRONX,NY,10461,Bronx,Government,01/01/1985,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
33T128,ELMHURST HOSPITAL CENTER,79-01 BROADWAY -,ELMHURST,NY,11373,Queens,Government,01/01/1985,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
33T157,SAMARITAN MEDICAL CENTER,830 WASHINGTON ST. -,WATERTOWN,NY,13601,Jefferson,Non-profit,01/01/1999,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
33T160,STATEN ISLAND UNIVERSITY HOSP,475 SEAVIEW AVENUE -,STATEN ISLAND,NY,10305,Richmond,Non-profit,01/08/2018,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
33T181,GLEN COVE HOSPITAL,101 ST. ANDREWS LANE -,GLEN COVE,NY,11542,Nassau,Non-profit,01/01/2014,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
33T199,METROPOLITAN HOSPITAL CENTER,1901 FIRST AVENUE REHABILITATION MEDICINE-RM 327,NYC,NY,10029,New York,Government,01/01/1985,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
33T202,KINGS COUNTY HOSPITAL CENTER,451 CLARKSON AVENUE C-1117B -,BROOKLYN,NY,11203,Kings,Government,07/01/2002,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
33T204,BELLEVUE HOSPITAL CENTER,462 1ST AVENUE -,NEW YORK,NY,10016,New York,Government,01/01/1985,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
33T214,RUSK REHABILITATION,240 E. 38TH STREET 15TH FLOOR - ADMINISTRATION,NEW YORK,NY,10016,New York,Non-profit,01/01/1999,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
33T219,ERIE COUNTY MEDICAL CENTER,462 GRIDER ST -,BUFFALO,NY,14215,Erie,Non-profit,01/01/1986,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
33T226,UNITY HOSPITAL,1555 LONG POND RD -,ROCHESTER,NY,14626,Monroe,Non-profit,01/01/1997,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
33T233,BROOKDALE HOSPITAL MEDICAL CENTER,1 BROOKDALE PLAZA -,BROOKLYN,NY,11212,Kings,Non-profit,01/01/2021,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
33T234,WESTCHESTER MEDICAL CENTER,GRASSLANDS ROAD -,VALHALLA,NY,10595,Westchester,Non-profit,01/01/1997,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
33T239,UPMC CHAUTAUQUA,207 FOOTE AVE PO BOX 840,JAMESTOWN,NY,14701,Chautauqua,Non-profit,01/01/1990,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
33T241,UPSTATE MEDICAL UNIVERSITY,750 E ADAMS ST. -,SYRACUSE,NY,13210,Onondaga,Government,01/01/1986,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
33T246,ST CHARLES HOSPITAL,200 BELLE TERRE ROAD -,PORT JEFFERSON,NY,11777,Suffolk,Non-profit,01/01/1985,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
33T259,MERCY MEDICAL CENTER,1000 N.VILLAGE AVE. -,ROCKVILLE CENTRE,NY,11570,Nassau,Non-profit,01/01/1995,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
33T261,PHELPS MEMORIAL HOSPITAL,701 NORTH BROADWAY -,SLEEPY HOLLOW,NY,10591,Westchester,Non-profit,01/01/1986,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
33T279,BUFFALO MERCY REHABILITATION UNIT,565 ABBOTT ROAD -,BUFFALO,NY,14220,Erie,Non-profit,01/01/1986,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
33T285,UNIV OF ROCHESTER MEDICAL CTR,601 ELMWOOD AVE BOX 664,ROCHESTER,NY,14642,Monroe,Non-profit,01/01/1985,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
