ccn,cahps_summary_star,cahps_professional_star,cahps_communication_star,cahps_medicines_star,cahps_overall_star,cahps_overall_9_10_pct,cahps_recommend_pct,source,source_date
297109,,,,,,99.0,90.0,CMS Home Health Care — Patient Survey (HHCAHPS),2026-04-01
297112,2.0,1.0,1.0,3.0,1.0,64.0,49.0,CMS Home Health Care — Patient Survey (HHCAHPS),2026-04-01
297115,4.0,3.0,4.0,4.0,4.0,88.0,83.0,CMS Home Health Care — Patient Survey (HHCAHPS),2026-04-01
297118,,,,,,95.0,87.0,CMS Home Health Care — Patient Survey (HHCAHPS),2026-04-01
297121,,,,,,78.0,93.0,CMS Home Health Care — Patient Survey (HHCAHPS),2026-04-01
297124,,,,,,100.0,100.0,CMS Home Health Care — Patient Survey (HHCAHPS),2026-04-01
297125,5.0,4.0,5.0,5.0,4.0,91.0,88.0,CMS Home Health Care — Patient Survey (HHCAHPS),2026-04-01
297127,,,,,,95.0,95.0,CMS Home Health Care — Patient Survey (HHCAHPS),2026-04-01
297128,,,,,,90.0,80.0,CMS Home Health Care — Patient Survey (HHCAHPS),2026-04-01
297130,,,,,,49.0,49.0,CMS Home Health Care — Patient Survey (HHCAHPS),2026-04-01
297132,,,,,,100.0,83.0,CMS Home Health Care — Patient Survey (HHCAHPS),2026-04-01
297134,4.0,2.0,4.0,5.0,3.0,81.0,78.0,CMS Home Health Care — Patient Survey (HHCAHPS),2026-04-01
297135,,,,,,70.0,52.0,CMS Home Health Care — Patient Survey (HHCAHPS),2026-04-01
297142,,,,,,78.0,48.0,CMS Home Health Care — Patient Survey (HHCAHPS),2026-04-01
297143,3.0,3.0,3.0,3.0,2.0,81.0,76.0,CMS Home Health Care — Patient Survey (HHCAHPS),2026-04-01
297144,,,,,,79.0,73.0,CMS Home Health Care — Patient Survey (HHCAHPS),2026-04-01
297146,,,,,,75.0,75.0,CMS Home Health Care — Patient Survey (HHCAHPS),2026-04-01
297149,3.0,3.0,4.0,3.0,2.0,79.0,74.0,CMS Home Health Care — Patient Survey (HHCAHPS),2026-04-01
297152,,,,,,100.0,88.0,CMS Home Health Care — Patient Survey (HHCAHPS),2026-04-01
297154,,,,,,64.0,52.0,CMS Home Health Care — Patient Survey (HHCAHPS),2026-04-01
297155,2.0,2.0,2.0,2.0,2.0,80.0,66.0,CMS Home Health Care — Patient Survey (HHCAHPS),2026-04-01
297157,2.0,1.0,1.0,2.0,2.0,85.0,66.0,CMS Home Health Care — Patient Survey (HHCAHPS),2026-04-01
297158,,,,,,76.0,75.0,CMS Home Health Care — Patient Survey (HHCAHPS),2026-04-01
297160,4.0,4.0,5.0,3.0,3.0,87.0,86.0,CMS Home Health Care — Patient Survey (HHCAHPS),2026-04-01
297164,,,,,,97.0,97.0,CMS Home Health Care — Patient Survey (HHCAHPS),2026-04-01
297167,4.0,3.0,5.0,3.0,4.0,92.0,83.0,CMS Home Health Care — Patient Survey (HHCAHPS),2026-04-01
297168,,,,,,93.0,87.0,CMS Home Health Care — Patient Survey (HHCAHPS),2026-04-01
297170,,,,,,100.0,100.0,CMS Home Health Care — Patient Survey (HHCAHPS),2026-04-01
297171,,,,,,92.0,95.0,CMS Home Health Care — Patient Survey (HHCAHPS),2026-04-01
297174,,,,,,89.0,94.0,CMS Home Health Care — Patient Survey (HHCAHPS),2026-04-01
297178,,,,,,47.0,97.0,CMS Home Health Care — Patient Survey (HHCAHPS),2026-04-01
297182,,,,,,76.0,76.0,CMS Home Health Care — Patient Survey (HHCAHPS),2026-04-01
297185,,,,,,63.0,66.0,CMS Home Health Care — Patient Survey (HHCAHPS),2026-04-01
297186,3.0,3.0,3.0,3.0,3.0,85.0,71.0,CMS Home Health Care — Patient Survey (HHCAHPS),2026-04-01
297187,,,,,,85.0,60.0,CMS Home Health Care — Patient Survey (HHCAHPS),2026-04-01
297192,,,,,,51.0,50.0,CMS Home Health Care — Patient Survey (HHCAHPS),2026-04-01
297194,,,,,,77.0,52.0,CMS Home Health Care — Patient Survey (HHCAHPS),2026-04-01
297195,,,,,,100.0,100.0,CMS Home Health Care — Patient Survey (HHCAHPS),2026-04-01
297197,,,,,,83.0,72.0,CMS Home Health Care — Patient Survey (HHCAHPS),2026-04-01
297198,4.0,4.0,5.0,4.0,4.0,88.0,83.0,CMS Home Health Care — Patient Survey (HHCAHPS),2026-04-01
297200,,,,,,67.0,67.0,CMS Home Health Care — Patient Survey (HHCAHPS),2026-04-01
297204,,,,,,97.0,84.0,CMS Home Health Care — Patient Survey (HHCAHPS),2026-04-01
297205,,,,,,95.0,92.0,CMS Home Health Care — Patient Survey (HHCAHPS),2026-04-01
297207,,,,,,90.0,90.0,CMS Home Health Care — Patient Survey (HHCAHPS),2026-04-01
297210,2.0,2.0,2.0,2.0,3.0,83.0,69.0,CMS Home Health Care — Patient Survey (HHCAHPS),2026-04-01
297211,4.0,5.0,4.0,3.0,4.0,92.0,84.0,CMS Home Health Care — Patient Survey (HHCAHPS),2026-04-01
297214,,,,,,76.0,73.0,CMS Home Health Care — Patient Survey (HHCAHPS),2026-04-01
297215,,,,,,34.0,41.0,CMS Home Health Care — Patient Survey (HHCAHPS),2026-04-01
297216,,,,,,87.0,73.0,CMS Home Health Care — Patient Survey (HHCAHPS),2026-04-01
297217,,,,,,75.0,77.0,CMS Home Health Care — Patient Survey (HHCAHPS),2026-04-01
297220,,,,,,68.0,68.0,CMS Home Health Care — Patient Survey (HHCAHPS),2026-04-01
297221,,,,,,47.0,48.0,CMS Home Health Care — Patient Survey (HHCAHPS),2026-04-01
297223,2.0,3.0,2.0,1.0,2.0,71.0,70.0,CMS Home Health Care — Patient Survey (HHCAHPS),2026-04-01
297225,3.0,2.0,3.0,3.0,2.0,81.0,73.0,CMS Home Health Care — Patient Survey (HHCAHPS),2026-04-01
297226,,,,,,76.0,98.0,CMS Home Health Care — Patient Survey (HHCAHPS),2026-04-01
297227,,,,,,79.0,79.0,CMS Home Health Care — Patient Survey (HHCAHPS),2026-04-01
297232,4.0,4.0,4.0,3.0,3.0,88.0,85.0,CMS Home Health Care — Patient Survey (HHCAHPS),2026-04-01
297233,4.0,3.0,4.0,3.0,4.0,88.0,89.0,CMS Home Health Care — Patient Survey (HHCAHPS),2026-04-01
297235,,,,,,65.0,68.0,CMS Home Health Care — Patient Survey (HHCAHPS),2026-04-01
297236,5.0,5.0,5.0,5.0,4.0,92.0,83.0,CMS Home Health Care — Patient Survey (HHCAHPS),2026-04-01
297238,,,,,,75.0,55.0,CMS Home Health Care — Patient Survey (HHCAHPS),2026-04-01
297241,,,,,,94.0,97.0,CMS Home Health Care — Patient Survey (HHCAHPS),2026-04-01
297243,,,,,,83.0,84.0,CMS Home Health Care — Patient Survey (HHCAHPS),2026-04-01
297244,,,,,,100.0,100.0,CMS Home Health Care — Patient Survey (HHCAHPS),2026-04-01
297245,,,,,,98.0,77.0,CMS Home Health Care — Patient Survey (HHCAHPS),2026-04-01
297246,,,,,,77.0,94.0,CMS Home Health Care — Patient Survey (HHCAHPS),2026-04-01
297247,,,,,,72.0,70.0,CMS Home Health Care — Patient Survey (HHCAHPS),2026-04-01
297249,4.0,4.0,4.0,3.0,4.0,87.0,80.0,CMS Home Health Care — Patient Survey (HHCAHPS),2026-04-01
297250,,,,,,62.0,50.0,CMS Home Health Care — Patient Survey (HHCAHPS),2026-04-01
297252,,,,,,77.0,93.0,CMS Home Health Care — Patient Survey (HHCAHPS),2026-04-01
297254,2.0,2.0,1.0,3.0,1.0,75.0,66.0,CMS Home Health Care — Patient Survey (HHCAHPS),2026-04-01
297256,3.0,3.0,2.0,2.0,3.0,85.0,79.0,CMS Home Health Care — Patient Survey (HHCAHPS),2026-04-01
297257,,,,,,99.0,99.0,CMS Home Health Care — Patient Survey (HHCAHPS),2026-04-01
297258,,,,,,44.0,18.0,CMS Home Health Care — Patient Survey (HHCAHPS),2026-04-01
297259,,,,,,100.0,99.0,CMS Home Health Care — Patient Survey (HHCAHPS),2026-04-01
297261,,,,,,100.0,86.0,CMS Home Health Care — Patient Survey (HHCAHPS),2026-04-01
297262,,,,,,100.0,80.0,CMS Home Health Care — Patient Survey (HHCAHPS),2026-04-01
297264,2.0,2.0,2.0,2.0,2.0,79.0,72.0,CMS Home Health Care — Patient Survey (HHCAHPS),2026-04-01
297266,,,,,,65.0,59.0,CMS Home Health Care — Patient Survey (HHCAHPS),2026-04-01
297267,,,,,,91.0,87.0,CMS Home Health Care — Patient Survey (HHCAHPS),2026-04-01
297269,,,,,,90.0,88.0,CMS Home Health Care — Patient Survey (HHCAHPS),2026-04-01
297270,,,,,,83.0,82.0,CMS Home Health Care — Patient Survey (HHCAHPS),2026-04-01
297271,,,,,,78.0,82.0,CMS Home Health Care — Patient Survey (HHCAHPS),2026-04-01
297300,,,,,,95.0,99.0,CMS Home Health Care — Patient Survey (HHCAHPS),2026-04-01
297303,,,,,,86.0,81.0,CMS Home Health Care — Patient Survey (HHCAHPS),2026-04-01
297305,2.0,3.0,2.0,1.0,2.0,79.0,83.0,CMS Home Health Care — Patient Survey (HHCAHPS),2026-04-01
297306,,,,,,100.0,100.0,CMS Home Health Care — Patient Survey (HHCAHPS),2026-04-01
297309,2.0,1.0,2.0,2.0,2.0,71.0,62.0,CMS Home Health Care — Patient Survey (HHCAHPS),2026-04-01
297310,,,,,,96.0,60.0,CMS Home Health Care — Patient Survey (HHCAHPS),2026-04-01
297311,,,,,,78.0,80.0,CMS Home Health Care — Patient Survey (HHCAHPS),2026-04-01
297314,,,,,,65.0,78.0,CMS Home Health Care — Patient Survey (HHCAHPS),2026-04-01
297315,,,,,,96.0,96.0,CMS Home Health Care — Patient Survey (HHCAHPS),2026-04-01
297316,,,,,,91.0,86.0,CMS Home Health Care — Patient Survey (HHCAHPS),2026-04-01
297319,3.0,3.0,4.0,2.0,3.0,86.0,76.0,CMS Home Health Care — Patient Survey (HHCAHPS),2026-04-01
297320,,,,,,73.0,74.0,CMS Home Health Care — Patient Survey (HHCAHPS),2026-04-01
297322,,,,,,93.0,78.0,CMS Home Health Care — Patient Survey (HHCAHPS),2026-04-01
297323,,,,,,93.0,81.0,CMS Home Health Care — Patient Survey (HHCAHPS),2026-04-01
297325,,,,,,91.0,81.0,CMS Home Health Care — Patient Survey (HHCAHPS),2026-04-01
297326,3.0,3.0,4.0,2.0,4.0,85.0,81.0,CMS Home Health Care — Patient Survey (HHCAHPS),2026-04-01
297328,,,,,,91.0,84.0,CMS Home Health Care — Patient Survey (HHCAHPS),2026-04-01
297330,,,,,,81.0,86.0,CMS Home Health Care — Patient Survey (HHCAHPS),2026-04-01
297335,,,,,,92.0,79.0,CMS Home Health Care — Patient Survey (HHCAHPS),2026-04-01
297341,,,,,,90.0,100.0,CMS Home Health Care — Patient Survey (HHCAHPS),2026-04-01
297342,,,,,,79.0,84.0,CMS Home Health Care — Patient Survey (HHCAHPS),2026-04-01
297345,,,,,,79.0,84.0,CMS Home Health Care — Patient Survey (HHCAHPS),2026-04-01
307000,5.0,5.0,5.0,4.0,4.0,89.0,91.0,CMS Home Health Care — Patient Survey (HHCAHPS),2026-04-01
307003,4.0,4.0,4.0,4.0,4.0,88.0,86.0,CMS Home Health Care — Patient Survey (HHCAHPS),2026-04-01
307006,4.0,4.0,4.0,4.0,4.0,90.0,83.0,CMS Home Health Care — Patient Survey (HHCAHPS),2026-04-01
307009,4.0,4.0,5.0,3.0,4.0,87.0,84.0,CMS Home Health Care — Patient Survey (HHCAHPS),2026-04-01
307013,5.0,5.0,5.0,3.0,5.0,93.0,91.0,CMS Home Health Care — Patient Survey (HHCAHPS),2026-04-01
307014,4.0,4.0,5.0,3.0,4.0,87.0,79.0,CMS Home Health Care — Patient Survey (HHCAHPS),2026-04-01
307015,4.0,4.0,5.0,3.0,4.0,90.0,92.0,CMS Home Health Care — Patient Survey (HHCAHPS),2026-04-01
307017,4.0,4.0,5.0,4.0,4.0,88.0,85.0,CMS Home Health Care — Patient Survey (HHCAHPS),2026-04-01
307020,5.0,5.0,5.0,5.0,4.0,90.0,92.0,CMS Home Health Care — Patient Survey (HHCAHPS),2026-04-01
307021,4.0,4.0,5.0,4.0,4.0,89.0,83.0,CMS Home Health Care — Patient Survey (HHCAHPS),2026-04-01
307022,4.0,4.0,5.0,4.0,4.0,88.0,88.0,CMS Home Health Care — Patient Survey (HHCAHPS),2026-04-01
307031,4.0,4.0,4.0,4.0,3.0,84.0,79.0,CMS Home Health Care — Patient Survey (HHCAHPS),2026-04-01
307040,4.0,4.0,5.0,4.0,4.0,90.0,90.0,CMS Home Health Care — Patient Survey (HHCAHPS),2026-04-01
307046,3.0,4.0,3.0,2.0,3.0,82.0,80.0,CMS Home Health Care — Patient Survey (HHCAHPS),2026-04-01
307049,4.0,4.0,4.0,3.0,4.0,87.0,84.0,CMS Home Health Care — Patient Survey (HHCAHPS),2026-04-01
307070,,,,,,100.0,100.0,CMS Home Health Care — Patient Survey (HHCAHPS),2026-04-01
307084,,,,,,100.0,72.0,CMS Home Health Care — Patient Survey (HHCAHPS),2026-04-01
307088,,,,,,63.0,63.0,CMS Home Health Care — Patient Survey (HHCAHPS),2026-04-01
307093,3.0,4.0,4.0,2.0,3.0,88.0,82.0,CMS Home Health Care — Patient Survey (HHCAHPS),2026-04-01
307095,4.0,4.0,5.0,3.0,3.0,84.0,81.0,CMS Home Health Care — Patient Survey (HHCAHPS),2026-04-01
307096,5.0,5.0,5.0,5.0,5.0,90.0,89.0,CMS Home Health Care — Patient Survey (HHCAHPS),2026-04-01
307098,4.0,4.0,3.0,4.0,3.0,86.0,80.0,CMS Home Health Care — Patient Survey (HHCAHPS),2026-04-01
317002,3.0,3.0,4.0,3.0,3.0,86.0,80.0,CMS Home Health Care — Patient Survey (HHCAHPS),2026-04-01
317006,3.0,3.0,3.0,2.0,2.0,80.0,72.0,CMS Home Health Care — Patient Survey (HHCAHPS),2026-04-01
317008,4.0,4.0,5.0,4.0,4.0,89.0,84.0,CMS Home Health Care — Patient Survey (HHCAHPS),2026-04-01
317009,1.0,1.0,1.0,1.0,1.0,64.0,57.0,CMS Home Health Care — Patient Survey (HHCAHPS),2026-04-01
317012,4.0,4.0,4.0,3.0,4.0,87.0,80.0,CMS Home Health Care — Patient Survey (HHCAHPS),2026-04-01
317017,2.0,2.0,3.0,2.0,2.0,78.0,68.0,CMS Home Health Care — Patient Survey (HHCAHPS),2026-04-01
317020,4.0,4.0,4.0,4.0,4.0,90.0,79.0,CMS Home Health Care — Patient Survey (HHCAHPS),2026-04-01
317021,3.0,3.0,3.0,4.0,3.0,87.0,81.0,CMS Home Health Care — Patient Survey (HHCAHPS),2026-04-01
317022,4.0,3.0,4.0,4.0,3.0,85.0,77.0,CMS Home Health Care — Patient Survey (HHCAHPS),2026-04-01
317023,3.0,3.0,4.0,3.0,3.0,86.0,84.0,CMS Home Health Care — Patient Survey (HHCAHPS),2026-04-01
317025,5.0,5.0,5.0,5.0,4.0,91.0,86.0,CMS Home Health Care — Patient Survey (HHCAHPS),2026-04-01
317031,4.0,4.0,4.0,3.0,3.0,86.0,80.0,CMS Home Health Care — Patient Survey (HHCAHPS),2026-04-01
317043,5.0,4.0,5.0,5.0,5.0,92.0,86.0,CMS Home Health Care — Patient Survey (HHCAHPS),2026-04-01
317045,4.0,3.0,4.0,3.0,4.0,90.0,84.0,CMS Home Health Care — Patient Survey (HHCAHPS),2026-04-01
317047,4.0,4.0,4.0,4.0,4.0,85.0,77.0,CMS Home Health Care — Patient Survey (HHCAHPS),2026-04-01
317048,4.0,4.0,4.0,3.0,4.0,90.0,79.0,CMS Home Health Care — Patient Survey (HHCAHPS),2026-04-01
317050,2.0,1.0,1.0,2.0,2.0,80.0,61.0,CMS Home Health Care — Patient Survey (HHCAHPS),2026-04-01
317054,4.0,4.0,5.0,4.0,4.0,88.0,80.0,CMS Home Health Care — Patient Survey (HHCAHPS),2026-04-01
317058,2.0,2.0,3.0,2.0,2.0,79.0,69.0,CMS Home Health Care — Patient Survey (HHCAHPS),2026-04-01
317059,2.0,2.0,3.0,3.0,1.0,77.0,67.0,CMS Home Health Care — Patient Survey (HHCAHPS),2026-04-01
317060,2.0,2.0,2.0,2.0,2.0,78.0,70.0,CMS Home Health Care — Patient Survey (HHCAHPS),2026-04-01
317061,4.0,3.0,4.0,4.0,3.0,84.0,73.0,CMS Home Health Care — Patient Survey (HHCAHPS),2026-04-01
317062,4.0,3.0,4.0,4.0,3.0,86.0,81.0,CMS Home Health Care — Patient Survey (HHCAHPS),2026-04-01
317064,2.0,2.0,2.0,2.0,2.0,79.0,75.0,CMS Home Health Care — Patient Survey (HHCAHPS),2026-04-01
317065,3.0,3.0,4.0,3.0,3.0,84.0,80.0,CMS Home Health Care — Patient Survey (HHCAHPS),2026-04-01
317066,4.0,4.0,5.0,4.0,4.0,92.0,86.0,CMS Home Health Care — Patient Survey (HHCAHPS),2026-04-01
317067,4.0,4.0,4.0,4.0,4.0,89.0,80.0,CMS Home Health Care — Patient Survey (HHCAHPS),2026-04-01
317071,4.0,4.0,4.0,5.0,4.0,90.0,83.0,CMS Home Health Care — Patient Survey (HHCAHPS),2026-04-01
317072,3.0,3.0,4.0,3.0,3.0,85.0,79.0,CMS Home Health Care — Patient Survey (HHCAHPS),2026-04-01
317073,4.0,4.0,5.0,4.0,4.0,88.0,80.0,CMS Home Health Care — Patient Survey (HHCAHPS),2026-04-01
317075,4.0,4.0,4.0,3.0,3.0,84.0,77.0,CMS Home Health Care — Patient Survey (HHCAHPS),2026-04-01
317077,4.0,4.0,4.0,4.0,4.0,87.0,82.0,CMS Home Health Care — Patient Survey (HHCAHPS),2026-04-01
317079,4.0,3.0,4.0,4.0,3.0,86.0,75.0,CMS Home Health Care — Patient Survey (HHCAHPS),2026-04-01
317082,4.0,4.0,5.0,2.0,4.0,89.0,86.0,CMS Home Health Care — Patient Survey (HHCAHPS),2026-04-01
317084,3.0,3.0,3.0,3.0,3.0,83.0,73.0,CMS Home Health Care — Patient Survey (HHCAHPS),2026-04-01
317089,4.0,4.0,4.0,4.0,4.0,88.0,84.0,CMS Home Health Care — Patient Survey (HHCAHPS),2026-04-01
317092,3.0,3.0,3.0,2.0,3.0,82.0,75.0,CMS Home Health Care — Patient Survey (HHCAHPS),2026-04-01
317093,3.0,2.0,3.0,3.0,3.0,82.0,77.0,CMS Home Health Care — Patient Survey (HHCAHPS),2026-04-01
327008,4.0,4.0,4.0,4.0,4.0,89.0,83.0,CMS Home Health Care — Patient Survey (HHCAHPS),2026-04-01
327009,,,,,,94.0,89.0,CMS Home Health Care — Patient Survey (HHCAHPS),2026-04-01
327010,5.0,5.0,5.0,3.0,5.0,89.0,87.0,CMS Home Health Care — Patient Survey (HHCAHPS),2026-04-01
327015,3.0,3.0,4.0,1.0,2.0,77.0,75.0,CMS Home Health Care — Patient Survey (HHCAHPS),2026-04-01
327027,,,,,,91.0,81.0,CMS Home Health Care — Patient Survey (HHCAHPS),2026-04-01
327029,,,,,,87.0,83.0,CMS Home Health Care — Patient Survey (HHCAHPS),2026-04-01
327061,2.0,2.0,2.0,2.0,2.0,79.0,70.0,CMS Home Health Care — Patient Survey (HHCAHPS),2026-04-01
327070,3.0,3.0,4.0,4.0,2.0,82.0,69.0,CMS Home Health Care — Patient Survey (HHCAHPS),2026-04-01
327088,,,,,,98.0,95.0,CMS Home Health Care — Patient Survey (HHCAHPS),2026-04-01
327100,4.0,4.0,5.0,4.0,4.0,89.0,83.0,CMS Home Health Care — Patient Survey (HHCAHPS),2026-04-01
327104,5.0,4.0,5.0,5.0,5.0,89.0,89.0,CMS Home Health Care — Patient Survey (HHCAHPS),2026-04-01
327108,,,,,,82.0,67.0,CMS Home Health Care — Patient Survey (HHCAHPS),2026-04-01
327123,3.0,3.0,2.0,2.0,3.0,83.0,76.0,CMS Home Health Care — Patient Survey (HHCAHPS),2026-04-01
327126,4.0,4.0,4.0,3.0,4.0,86.0,78.0,CMS Home Health Care — Patient Survey (HHCAHPS),2026-04-01
327133,2.0,3.0,2.0,2.0,2.0,83.0,73.0,CMS Home Health Care — Patient Survey (HHCAHPS),2026-04-01
327136,5.0,5.0,5.0,5.0,5.0,95.0,93.0,CMS Home Health Care — Patient Survey (HHCAHPS),2026-04-01
327140,,,,,,93.0,74.0,CMS Home Health Care — Patient Survey (HHCAHPS),2026-04-01
327145,,,,,,85.0,68.0,CMS Home Health Care — Patient Survey (HHCAHPS),2026-04-01
327148,3.0,3.0,3.0,2.0,3.0,86.0,78.0,CMS Home Health Care — Patient Survey (HHCAHPS),2026-04-01
327157,5.0,5.0,5.0,5.0,4.0,87.0,76.0,CMS Home Health Care — Patient Survey (HHCAHPS),2026-04-01
327161,4.0,4.0,4.0,5.0,4.0,90.0,89.0,CMS Home Health Care — Patient Survey (HHCAHPS),2026-04-01
327172,3.0,4.0,3.0,3.0,3.0,84.0,77.0,CMS Home Health Care — Patient Survey (HHCAHPS),2026-04-01
327178,4.0,2.0,4.0,5.0,4.0,89.0,82.0,CMS Home Health Care — Patient Survey (HHCAHPS),2026-04-01
327180,4.0,4.0,5.0,4.0,4.0,89.0,83.0,CMS Home Health Care — Patient Survey (HHCAHPS),2026-04-01
327181,4.0,5.0,4.0,3.0,4.0,93.0,86.0,CMS Home Health Care — Patient Survey (HHCAHPS),2026-04-01
327184,5.0,5.0,5.0,4.0,4.0,91.0,86.0,CMS Home Health Care — Patient Survey (HHCAHPS),2026-04-01
327185,3.0,3.0,3.0,3.0,4.0,89.0,75.0,CMS Home Health Care — Patient Survey (HHCAHPS),2026-04-01
327186,2.0,2.0,2.0,2.0,2.0,81.0,73.0,CMS Home Health Care — Patient Survey (HHCAHPS),2026-04-01
327187,3.0,3.0,2.0,2.0,3.0,81.0,76.0,CMS Home Health Care — Patient Survey (HHCAHPS),2026-04-01
327189,4.0,4.0,4.0,5.0,4.0,88.0,94.0,CMS Home Health Care — Patient Survey (HHCAHPS),2026-04-01
327190,,,,,,77.0,68.0,CMS Home Health Care — Patient Survey (HHCAHPS),2026-04-01
327191,4.0,4.0,4.0,2.0,4.0,88.0,85.0,CMS Home Health Care — Patient Survey (HHCAHPS),2026-04-01
327192,4.0,4.0,4.0,3.0,5.0,91.0,81.0,CMS Home Health Care — Patient Survey (HHCAHPS),2026-04-01
327195,3.0,4.0,3.0,2.0,3.0,82.0,69.0,CMS Home Health Care — Patient Survey (HHCAHPS),2026-04-01
327198,5.0,5.0,5.0,5.0,5.0,97.0,87.0,CMS Home Health Care — Patient Survey (HHCAHPS),2026-04-01
327199,2.0,2.0,3.0,2.0,1.0,79.0,72.0,CMS Home Health Care — Patient Survey (HHCAHPS),2026-04-01
327200,3.0,3.0,3.0,2.0,3.0,84.0,75.0,CMS Home Health Care — Patient Survey (HHCAHPS),2026-04-01
327201,3.0,3.0,4.0,2.0,3.0,80.0,69.0,CMS Home Health Care — Patient Survey (HHCAHPS),2026-04-01
327202,3.0,3.0,3.0,2.0,3.0,81.0,74.0,CMS Home Health Care — Patient Survey (HHCAHPS),2026-04-01
327204,,,,,,93.0,95.0,CMS Home Health Care — Patient Survey (HHCAHPS),2026-04-01
327208,3.0,2.0,3.0,3.0,2.0,80.0,73.0,CMS Home Health Care — Patient Survey (HHCAHPS),2026-04-01
327209,5.0,5.0,5.0,5.0,5.0,93.0,89.0,CMS Home Health Care — Patient Survey (HHCAHPS),2026-04-01
327210,,,,,,90.0,82.0,CMS Home Health Care — Patient Survey (HHCAHPS),2026-04-01
327211,,,,,,99.0,94.0,CMS Home Health Care — Patient Survey (HHCAHPS),2026-04-01
327213,4.0,4.0,5.0,3.0,4.0,90.0,84.0,CMS Home Health Care — Patient Survey (HHCAHPS),2026-04-01
327216,3.0,3.0,4.0,2.0,3.0,82.0,76.0,CMS Home Health Care — Patient Survey (HHCAHPS),2026-04-01
327218,2.0,1.0,1.0,5.0,1.0,82.0,68.0,CMS Home Health Care — Patient Survey (HHCAHPS),2026-04-01
327219,,,,,,100.0,76.0,CMS Home Health Care — Patient Survey (HHCAHPS),2026-04-01
327221,,,,,,81.0,60.0,CMS Home Health Care — Patient Survey (HHCAHPS),2026-04-01
327222,4.0,4.0,3.0,3.0,4.0,90.0,82.0,CMS Home Health Care — Patient Survey (HHCAHPS),2026-04-01
327224,3.0,3.0,4.0,1.0,3.0,82.0,76.0,CMS Home Health Care — Patient Survey (HHCAHPS),2026-04-01
327226,,,,,,50.0,50.0,CMS Home Health Care — Patient Survey (HHCAHPS),2026-04-01
327227,4.0,3.0,4.0,5.0,5.0,99.0,85.0,CMS Home Health Care — Patient Survey (HHCAHPS),2026-04-01
327232,,,,,,75.0,85.0,CMS Home Health Care — Patient Survey (HHCAHPS),2026-04-01
327233,4.0,4.0,4.0,4.0,3.0,89.0,86.0,CMS Home Health Care — Patient Survey (HHCAHPS),2026-04-01
327234,5.0,5.0,4.0,5.0,5.0,91.0,95.0,CMS Home Health Care — Patient Survey (HHCAHPS),2026-04-01
327237,3.0,2.0,3.0,2.0,3.0,82.0,73.0,CMS Home Health Care — Patient Survey (HHCAHPS),2026-04-01
327305,,,,,,95.0,88.0,CMS Home Health Care — Patient Survey (HHCAHPS),2026-04-01
327805,4.0,4.0,5.0,2.0,4.0,89.0,85.0,CMS Home Health Care — Patient Survey (HHCAHPS),2026-04-01
337003,5.0,4.0,5.0,5.0,4.0,92.0,86.0,CMS Home Health Care — Patient Survey (HHCAHPS),2026-04-01
337004,5.0,5.0,5.0,4.0,5.0,91.0,91.0,CMS Home Health Care — Patient Survey (HHCAHPS),2026-04-01
337006,4.0,4.0,5.0,4.0,4.0,90.0,86.0,CMS Home Health Care — Patient Survey (HHCAHPS),2026-04-01
337008,2.0,2.0,3.0,2.0,2.0,81.0,69.0,CMS Home Health Care — Patient Survey (HHCAHPS),2026-04-01
337009,3.0,2.0,2.0,4.0,2.0,81.0,71.0,CMS Home Health Care — Patient Survey (HHCAHPS),2026-04-01
337010,4.0,4.0,4.0,3.0,4.0,88.0,83.0,CMS Home Health Care — Patient Survey (HHCAHPS),2026-04-01
337014,4.0,4.0,4.0,4.0,4.0,88.0,85.0,CMS Home Health Care — Patient Survey (HHCAHPS),2026-04-01
337019,4.0,4.0,4.0,3.0,3.0,82.0,78.0,CMS Home Health Care — Patient Survey (HHCAHPS),2026-04-01
337024,4.0,4.0,4.0,4.0,4.0,91.0,86.0,CMS Home Health Care — Patient Survey (HHCAHPS),2026-04-01
337036,4.0,4.0,4.0,4.0,4.0,90.0,81.0,CMS Home Health Care — Patient Survey (HHCAHPS),2026-04-01
337045,5.0,5.0,4.0,4.0,5.0,93.0,93.0,CMS Home Health Care — Patient Survey (HHCAHPS),2026-04-01
337052,4.0,4.0,5.0,4.0,4.0,87.0,84.0,CMS Home Health Care — Patient Survey (HHCAHPS),2026-04-01
337056,5.0,4.0,5.0,5.0,4.0,89.0,87.0,CMS Home Health Care — Patient Survey (HHCAHPS),2026-04-01
337061,4.0,3.0,3.0,5.0,4.0,87.0,81.0,CMS Home Health Care — Patient Survey (HHCAHPS),2026-04-01
337066,4.0,4.0,5.0,4.0,4.0,88.0,82.0,CMS Home Health Care — Patient Survey (HHCAHPS),2026-04-01
337078,4.0,4.0,4.0,5.0,4.0,88.0,82.0,CMS Home Health Care — Patient Survey (HHCAHPS),2026-04-01
337083,4.0,4.0,5.0,3.0,4.0,89.0,82.0,CMS Home Health Care — Patient Survey (HHCAHPS),2026-04-01
337086,3.0,4.0,4.0,1.0,4.0,86.0,80.0,CMS Home Health Care — Patient Survey (HHCAHPS),2026-04-01
337118,4.0,4.0,5.0,2.0,5.0,95.0,92.0,CMS Home Health Care — Patient Survey (HHCAHPS),2026-04-01
337119,4.0,4.0,4.0,4.0,3.0,87.0,82.0,CMS Home Health Care — Patient Survey (HHCAHPS),2026-04-01
