ccn,facility_name,address,city,state,zip,county,ownership,certification_date,source,source_date
741779,CAPU HOSPICE,14215 SOUTH POST OAK ROAD,HOUSTON,TX,77045,Harris,For-Profit,12/19/2018,CMS Provider Data Catalog — Hospice General Information (yc9t-dgbk),2026-05-23
741781,VILLAGE HOME HEALTH,631 N EGRET BAY BLVD SUITE A,LEAGUE CITY,TX,77573,Galveston,For-Profit,12/17/2018,CMS Provider Data Catalog — Hospice General Information (yc9t-dgbk),2026-05-23
741782,"UNITED PALLIATIVE & HOSPICE CARE, INC.",1811 FIRST OAKS STREET #120,RICHMOND,TX,77406,Fort Bend,For-Profit,03/08/2019,CMS Provider Data Catalog — Hospice General Information (yc9t-dgbk),2026-05-23
741783,THREE OAKS HOSPICE,911 W LOOP 281 STE 209,LONGVIEW,TX,75604,Gregg,For-Profit,03/11/2019,CMS Provider Data Catalog — Hospice General Information (yc9t-dgbk),2026-05-23
741784,VARCO HOSPICE LLC,"1880 SOUTH DAIRY ASHFORD RD, SUITE 401",HOUSTON,TX,77077,Harris,For-Profit,01/25/2019,CMS Provider Data Catalog — Hospice General Information (yc9t-dgbk),2026-05-23
741785,HEART TO HEART HOSPICE OF SUGAR LAND,"13017 JESS PIRTLE BLVD., SUITE 175",SUGAR LAND,TX,77478,Fort Bend,For-Profit,03/14/2019,CMS Provider Data Catalog — Hospice General Information (yc9t-dgbk),2026-05-23
741786,CN PALLIATIVE CARE LLC,3129 KINGSLEY DRIVE UNIT 1050,PEARLAND,TX,77584,Harris,For-Profit,01/24/2019,CMS Provider Data Catalog — Hospice General Information (yc9t-dgbk),2026-05-23
741787,VALOR HOSPICE,1412 W MAGNOLIA AVE STE 100,FORT WORTH,TX,76104,Tarrant,For-Profit,01/08/2019,CMS Provider Data Catalog — Hospice General Information (yc9t-dgbk),2026-05-23
741788,HALLMARK HOSPICE CARE LLC,1840 LOCKHILL SELMA RD STE 103B,SAN ANTONIO,TX,78213,Bexar,For-Profit,03/25/2019,CMS Provider Data Catalog — Hospice General Information (yc9t-dgbk),2026-05-23
741789,ANARCARE HOME HEALTH AGENCY INC,13601 WOODFOREST BLVD,HOUSTON,TX,77015,Harris,Other,04/04/2019,CMS Provider Data Catalog — Hospice General Information (yc9t-dgbk),2026-05-23
741790,"PALLIATIVE HOSPICE CARE, INC.","550 GREENS PKWY, STE 100",HOUSTON,TX,77067,Harris,For-Profit,03/17/2019,CMS Provider Data Catalog — Hospice General Information (yc9t-dgbk),2026-05-23
741791,ALLIED HOSPICE,12808 W AIRPORT BLVD. SUITE 375,SUGAR LAND,TX,77478,Fort Bend,For-Profit,02/20/2019,CMS Provider Data Catalog — Hospice General Information (yc9t-dgbk),2026-05-23
741792,LOVING HEARTS HOSPICE/PALLIATIVE CARE INC,6671 SOUTHWEST FREEWAY # 310,HOUSTON,TX,77074,Harris,For-Profit,03/28/2019,CMS Provider Data Catalog — Hospice General Information (yc9t-dgbk),2026-05-23
741793,OUR CARING HANDS HOSPICE AND PALLIATIVE CARE LLC,3420 CARMEN AVENUE,RANCHO VIEJO,TX,78575,Cameron,For-Profit,03/31/2019,CMS Provider Data Catalog — Hospice General Information (yc9t-dgbk),2026-05-23
741794,CARE PLUS PALLIATIVE AND HOSPICE CARE LLC,6940 RIVER PARK CIRCLE,FORT WORTH,TX,76116,Tarrant,For-Profit,03/08/2019,CMS Provider Data Catalog — Hospice General Information (yc9t-dgbk),2026-05-23
741795,THE LEGACY AT HOME INC,"6101 OHIO DRIVE, SUITE 100",PLANO,TX,75024,Collin,Non-Profit,04/12/2019,CMS Provider Data Catalog — Hospice General Information (yc9t-dgbk),2026-05-23
741796,ANGEL VALLEY HOSPICE LLC,"13601 PRESTON RD, STE 313",DALLAS,TX,75240,Dallas,Other,05/29/2019,CMS Provider Data Catalog — Hospice General Information (yc9t-dgbk),2026-05-23
741798,"AVANT HOSPICE, LLC",307 S MCDONALD SUITE 100C,MCKINNEY,TX,75069,Collin,For-Profit,03/11/2019,CMS Provider Data Catalog — Hospice General Information (yc9t-dgbk),2026-05-23
741799,AMEDICUS HOSPICE INC,10935 ESTATE LN. STE. 320,DALLAS,TX,75238,Dallas,For-Profit,05/17/2019,CMS Provider Data Catalog — Hospice General Information (yc9t-dgbk),2026-05-23
751500,SUNCREST HOSPICE,3215 SKYWAY CT,FREMONT,CA,94539,Alameda,For-Profit,12/23/2013,CMS Provider Data Catalog — Hospice General Information (yc9t-dgbk),2026-05-23
751501,SACRED LIFE HOSPICE,"15130 VENTURA BLVD, STE 304",SHERMAN OAKS,CA,91403,Los Angeles,For-Profit,02/10/2014,CMS Provider Data Catalog — Hospice General Information (yc9t-dgbk),2026-05-23
751509,"24-7 QUALITY HOSPICE CARE, INC","2659 TOWNSGATE ROAD, SUITE #128",WESTLAKE VILLAGE,CA,91361,Ventura,For-Profit,12/09/2013,CMS Provider Data Catalog — Hospice General Information (yc9t-dgbk),2026-05-23
751511,MORNING STAR PALLIATIVE & HOSPICE INC.,"11651 STERLING AVE, SUITE I",RIVERSIDE,CA,92503,Riverside,For-Profit,04/01/2014,CMS Provider Data Catalog — Hospice General Information (yc9t-dgbk),2026-05-23
751513,"PRIORITY HOSPICE CARE, INC",410 W BADILLO ST SUITE 200,COVINA,CA,91723,Los Angeles,For-Profit,12/19/2013,CMS Provider Data Catalog — Hospice General Information (yc9t-dgbk),2026-05-23
751514,"HEALING CARE HOSPICE, INC","8255 FIRESTONE BLVD, SUITE 403",DOWNEY,CA,90241,Los Angeles,For-Profit,02/25/2014,CMS Provider Data Catalog — Hospice General Information (yc9t-dgbk),2026-05-23
751515,"DEDICATED HOSPICE CARE, INC",10605 BALBOA BLVD SUITE 300,GRANADA HILLS,CA,91344,Los Angeles,For-Profit,03/17/2014,CMS Provider Data Catalog — Hospice General Information (yc9t-dgbk),2026-05-23
751517,ARIA HOSPICE LLC,"229 SOUTH 8TH STREET, SUITE A",EL CENTRO,CA,92243,Imperial,For-Profit,06/26/2014,CMS Provider Data Catalog — Hospice General Information (yc9t-dgbk),2026-05-23
751519,ST BERNARDINE HOSPICE CARE,18064 WIKA ROAD SUITE 202,APPLE VALLEY,CA,92307,San Bernardino,For-Profit,02/07/2014,CMS Provider Data Catalog — Hospice General Information (yc9t-dgbk),2026-05-23
751520,"CHARTER HOSPICE, LLC","5775 E LOS ANGELES AVENUE, SUITE 226",SIMI VALLEY,CA,93063,Ventura,For-Profit,05/07/2014,CMS Provider Data Catalog — Hospice General Information (yc9t-dgbk),2026-05-23
751524,"SANTA YEKATERINA HOSPICE, INC.",5958 VINELAND AVENUE SUITE J,N HOLLYWOOD,CA,91601,Los Angeles,For-Profit,02/22/2014,CMS Provider Data Catalog — Hospice General Information (yc9t-dgbk),2026-05-23
751525,ACCURATE HOSPICE INC.,"3925 ROSEMEAD BLVD, STE 201",ROSEMEAD,CA,91770,Los Angeles,For-Profit,03/26/2014,CMS Provider Data Catalog — Hospice General Information (yc9t-dgbk),2026-05-23
751529,"COMPREHENSIVE HOSPICE CARE, INC",3440 WILSHIRE BLVD SUITE 1108-A,LOS ANGELES,CA,90010,Los Angeles,For-Profit,03/01/2014,CMS Provider Data Catalog — Hospice General Information (yc9t-dgbk),2026-05-23
751532,"IMMEDIATE HOSPICE CARE, INC","14640 VICTORY BLVD, STE 224",VAN NUYS,CA,91411,Los Angeles,For-Profit,02/28/2014,CMS Provider Data Catalog — Hospice General Information (yc9t-dgbk),2026-05-23
751535,UNITED HOSPICE INC,1220 W GLENOAKS BLVD SUITE 204,GLENDALE,CA,91201,Los Angeles,For-Profit,06/18/2014,CMS Provider Data Catalog — Hospice General Information (yc9t-dgbk),2026-05-23
751539,"APEX HOSPICE CARE, INC",520 N MAIN STREET STE 250,SANTA ANA,CA,92701,Orange,For-Profit,04/11/2014,CMS Provider Data Catalog — Hospice General Information (yc9t-dgbk),2026-05-23
751541,"HARMONY HOSPICE CARE, INC",550 E CARSON PLAZA DR SUITE 126,CARSON,CA,90746,Los Angeles,For-Profit,04/29/2014,CMS Provider Data Catalog — Hospice General Information (yc9t-dgbk),2026-05-23
751542,HAVEN HEALTH NORTH,2855 TEMPLE AVE SUITE H,SIGNAL HILL,CA,90755,Los Angeles,For-Profit,05/16/2014,CMS Provider Data Catalog — Hospice General Information (yc9t-dgbk),2026-05-23
751543,"GRACE HOSPICE AND PALLIATIVE CARE, INC",6101 BOLLINGER CANYON ROAD,SAN RAMON,CA,94583,Contra Costa,For-Profit,04/16/2014,CMS Provider Data Catalog — Hospice General Information (yc9t-dgbk),2026-05-23
751544,"ALWAYS TFY HOSPICE, INC","9064 PULSAR COURT, SUITE E",CORONA,CA,92883,Riverside,For-Profit,01/03/2014,CMS Provider Data Catalog — Hospice General Information (yc9t-dgbk),2026-05-23
751545,STEWARD HOSPICE CARE INC,16446 WOODRUFF AVE SUITE C,BELLFLOWER,CA,90706,Los Angeles,For-Profit,04/29/2014,CMS Provider Data Catalog — Hospice General Information (yc9t-dgbk),2026-05-23
751546,SAN GABRIEL HOSPICE,1152 E ROUTE 66,GLENDORA,CA,91740,Los Angeles,For-Profit,11/01/2013,CMS Provider Data Catalog — Hospice General Information (yc9t-dgbk),2026-05-23
751549,HOLY FAMILY HOSPICE,"7250 BEVERLY BLVD, SUITE 203",LOS ANGELES,CA,90036,Los Angeles,For-Profit,05/30/2014,CMS Provider Data Catalog — Hospice General Information (yc9t-dgbk),2026-05-23
751551,LOS FELIZ HOSPICE HEALTH CARE,790 BEAUMONT AVE,BEAUMONT,CA,92223,Riverside,For-Profit,06/26/2014,CMS Provider Data Catalog — Hospice General Information (yc9t-dgbk),2026-05-23
751552,"GIBRALTAR HOSPICE, INC",22141 VENTURA BLVD SUITE 301,WOODLAND HILLS,CA,91364,Los Angeles,For-Profit,05/13/2014,CMS Provider Data Catalog — Hospice General Information (yc9t-dgbk),2026-05-23
751556,"ADVANTAGE HOSPICE PROVIDERS, INC",1934 W 9TH ST,UPLAND,CA,91786,San Bernardino,For-Profit,07/28/2014,CMS Provider Data Catalog — Hospice General Information (yc9t-dgbk),2026-05-23
751557,CALCARE PALLIATIVE SERVICES,9140 HAVEN AVENUE SUITE 120,RANCHO CUCAMONGA,CA,91730,San Bernardino,For-Profit,08/14/2014,CMS Provider Data Catalog — Hospice General Information (yc9t-dgbk),2026-05-23
751558,"A-ONE HOSPICE PROVIDERS, INC",4110 EDISON AVENUE SUITE 205,CHINO,CA,91710,San Bernardino,For-Profit,08/29/2014,CMS Provider Data Catalog — Hospice General Information (yc9t-dgbk),2026-05-23
751559,PRIM HOSPICE CARE INC,4413 RIVERSIDE DRIVE SUITE E,CHINO,CA,91710,San Bernardino,For-Profit,08/25/2014,CMS Provider Data Catalog — Hospice General Information (yc9t-dgbk),2026-05-23
751560,SHANGRILA HOSPICE,"8280 UTICA AVENUE, SUITE 210",RANCHO CUCAMONGA,CA,91730,San Bernardino,For-Profit,06/27/2014,CMS Provider Data Catalog — Hospice General Information (yc9t-dgbk),2026-05-23
751562,"AMERICARE HOSPICE, INC",3200 W BURBANK BLVD SUITE 101,BURBANK,CA,91505,Los Angeles,For-Profit,07/02/2014,CMS Provider Data Catalog — Hospice General Information (yc9t-dgbk),2026-05-23
751563,TOGETHER HOSPICE CARE LLC,7771 UNIVERSITY AVENUE,LA MESA,CA,91942,San Diego,For-Profit,10/12/2014,CMS Provider Data Catalog — Hospice General Information (yc9t-dgbk),2026-05-23
751564,"PROHEALTH HOME CARE, INC","1776 WEST MARCH LANE, SUITE 400B",STOCKTON,CA,95207,San Joaquin,For-Profit,09/04/2014,CMS Provider Data Catalog — Hospice General Information (yc9t-dgbk),2026-05-23
751565,"ARBOR VITAE HOSPICE CARE, INC","1780 TOWN AND COUNTRY DRIVE, UNIT 106",NORCO,CA,92860,Riverside,For-Profit,05/08/2014,CMS Provider Data Catalog — Hospice General Information (yc9t-dgbk),2026-05-23
751566,"FIRST SERENITY HOSPICE, INC.",10350 SANTA MONICA BLVD SUITE 210,LOS ANGELES,CA,90025,Los Angeles,For-Profit,08/20/2014,CMS Provider Data Catalog — Hospice General Information (yc9t-dgbk),2026-05-23
751568,BRIDGE HOSPICE,"5090 SHOREHAM PLACE, SUITE 209",SAN DIEGO,CA,92122,San Diego,For-Profit,11/10/2014,CMS Provider Data Catalog — Hospice General Information (yc9t-dgbk),2026-05-23
751570,ANGEL HOSPICE PROVIDER INC,2980 INLAND EMPIRE BLVD SUITE 111,ONTARIO,CA,91764,San Bernardino,For-Profit,09/06/2014,CMS Provider Data Catalog — Hospice General Information (yc9t-dgbk),2026-05-23
751572,TRANQUIL OAKS HOSPICE CARE,"2155 E GARVEY AVE N, SUITE B-10",WEST COVINA,CA,91791,Los Angeles,For-Profit,08/01/2014,CMS Provider Data Catalog — Hospice General Information (yc9t-dgbk),2026-05-23
751573,VIDA HOSPICE,1211 W MAGNOLIA BLVD,BURBANK,CA,91506,Los Angeles,For-Profit,02/27/2014,CMS Provider Data Catalog — Hospice General Information (yc9t-dgbk),2026-05-23
751575,EDEN HOSPICE CARE INC,1818 S WESTERN AVE SUITE 200 A,LOS ANGELES,CA,90006,Los Angeles,For-Profit,07/29/2014,CMS Provider Data Catalog — Hospice General Information (yc9t-dgbk),2026-05-23
751576,24/7 CARE AT HOME - HOSPICE,337 NORTH VINEYARD AVE. SUITE 338,ONTARIO,CA,91764,San Bernardino,For-Profit,07/24/2014,CMS Provider Data Catalog — Hospice General Information (yc9t-dgbk),2026-05-23
751577,BLOSSOM RIDGE HOSPICE,"520 9TH STREET, SUITE 240",SACRAMENTO,CA,95814,Sacramento,Other,11/14/2014,CMS Provider Data Catalog — Hospice General Information (yc9t-dgbk),2026-05-23
751583,"INNERJOY HOSPICE CARE, INC","1965 YOSEMITE AVENUE, SUITE # 115",SIMI VALLEY,CA,93063,Ventura,For-Profit,12/23/2014,CMS Provider Data Catalog — Hospice General Information (yc9t-dgbk),2026-05-23
751584,HOSPICE CARE PROVIDERS INC,9581 BUSINESS CENTER DRIVE BUILDING 12H,RANCHO CUCAMONGA,CA,91730,San Bernardino,For-Profit,10/15/2014,CMS Provider Data Catalog — Hospice General Information (yc9t-dgbk),2026-05-23
751585,"VICTORIA HOSPICE SERVICES, INC",12403 SLAUSON AVE SUITE A,WHITTIER,CA,90606,Los Angeles,For-Profit,06/20/2014,CMS Provider Data Catalog — Hospice General Information (yc9t-dgbk),2026-05-23
751586,C V HOSPICE CARE INC,12140 ARTESIA BLVD SUITE 214,ARTESIA,CA,90701,Los Angeles,For-Profit,09/10/2014,CMS Provider Data Catalog — Hospice General Information (yc9t-dgbk),2026-05-23
751587,"SAINT VERENA HOSPICE CARE, INC","500 SOUTH KRAEMER BLVD, SUITE 150",BREA,CA,92821,Orange,For-Profit,09/11/2014,CMS Provider Data Catalog — Hospice General Information (yc9t-dgbk),2026-05-23
751588,"ROYAL MAJESTY HOSPICE, INC.",3939 ATLANTIC AVE SUITE 216,LONG BEACH,CA,90807,Los Angeles,For-Profit,07/02/2014,CMS Provider Data Catalog — Hospice General Information (yc9t-dgbk),2026-05-23
751598,"KAIROS HOSPICE, INCORPORATION",161 W ARROW HWY,GLENDORA,CA,91740,Los Angeles,For-Profit,07/16/2014,CMS Provider Data Catalog — Hospice General Information (yc9t-dgbk),2026-05-23
751601,"AMERICADE PALLIATIVE HEALTH SERVICES, INC.",420 N MONTEBELLO BLVD SUITE 204,MONTEBELLO,CA,90640,Los Angeles,For-Profit,09/18/2014,CMS Provider Data Catalog — Hospice General Information (yc9t-dgbk),2026-05-23
751602,RELIANT HOSPICE INC,"8880 BENSON AVE, SUITE 104",MONTCLAIR,CA,91763,San Bernardino,For-Profit,11/18/2014,CMS Provider Data Catalog — Hospice General Information (yc9t-dgbk),2026-05-23
751603,"WEST COAST HEALTHCARE, LLC","29222 RANCHO VIEJO ROAD, SUITE 102",SAN JUAN CAPISTRANO,CA,92675,Orange,For-Profit,08/25/2014,CMS Provider Data Catalog — Hospice General Information (yc9t-dgbk),2026-05-23
751605,"MOTHER THERESA HOSPICE, INC","847 NORTH HOLLYWOOD WAY, STE 203B",BURBANK,CA,91505,Los Angeles,For-Profit,09/09/2014,CMS Provider Data Catalog — Hospice General Information (yc9t-dgbk),2026-05-23
751608,"HOSPICE OF ST GEORGE, INC","415 EAST HARVARD STREET, SUITE 101",GLENDALE,CA,91205,Los Angeles,For-Profit,06/12/2014,CMS Provider Data Catalog — Hospice General Information (yc9t-dgbk),2026-05-23
751609,"MONARCH PALLIATIVE CARE, INC.",2001 W. BEVERLY BLVD. UNIT A,MONTEBELLO,CA,90640,Los Angeles,For-Profit,08/14/2014,CMS Provider Data Catalog — Hospice General Information (yc9t-dgbk),2026-05-23
751610,"HEART 2 HEART HOSPICE CARE, INC",2908 N NAOMI ST SUITE A,BURBANK,CA,91504,Los Angeles,For-Profit,11/20/2014,CMS Provider Data Catalog — Hospice General Information (yc9t-dgbk),2026-05-23
751613,"ABSOLUTE COMPASSION, LLC","6355 RIVERSIDE BLVD, SUITE T",SACRAMENTO,CA,95831,Sacramento,For-Profit,12/19/2014,CMS Provider Data Catalog — Hospice General Information (yc9t-dgbk),2026-05-23
751614,"ARARAT HOSPICE CARE, INC","3535 SAN DIMAS ST., STE 12",BAKERSFIELD,CA,93301,Kern,For-Profit,03/16/2015,CMS Provider Data Catalog — Hospice General Information (yc9t-dgbk),2026-05-23
751615,"R C HOSPICE CARE, INC","3043 GOLD CANAL DR, SUITE 220",RANCHO CORDOVA,CA,95670,Sacramento,For-Profit,02/25/2015,CMS Provider Data Catalog — Hospice General Information (yc9t-dgbk),2026-05-23
751616,"LIFEGUARD HOSPICE CARE, INC","6700 KOLL CENTER PARKWAY,  #115",PLEASANTON,CA,94566,Alameda,For-Profit,04/29/2015,CMS Provider Data Catalog — Hospice General Information (yc9t-dgbk),2026-05-23
751619,"HOLY CROSS HOSPICE, INC","28 N OAK AVE, SUITE 201",PASADENA,CA,91107,Los Angeles,For-Profit,05/06/2014,CMS Provider Data Catalog — Hospice General Information (yc9t-dgbk),2026-05-23
751620,EMBRACE HEALTHCARE,4511 DENNY AVE,N HOLLYWOOD,CA,91602,Los Angeles,For-Profit,12/02/2014,CMS Provider Data Catalog — Hospice General Information (yc9t-dgbk),2026-05-23
751621,"GENTLE TOUCH HOSPICE CARE, INC",6338 COLDWATER CANYON AVE,NORTH HOLLYWOOD,CA,91606,Los Angeles,For-Profit,07/31/2014,CMS Provider Data Catalog — Hospice General Information (yc9t-dgbk),2026-05-23
751624,"PEOPLE'S CARE HOSPICE, INC",12611  HIDDENCREEK WAY SUITE K,CERRITOS,CA,90703,Los Angeles,For-Profit,03/13/2014,CMS Provider Data Catalog — Hospice General Information (yc9t-dgbk),2026-05-23
751625,PROVIDENCE HOSPICE INLAND EMPIRE,"8560 VINEYARD AVE, SUITE 516",RANCHO CUCAMONGA,CA,91730,San Bernardino,Non-Profit,02/25/2015,CMS Provider Data Catalog — Hospice General Information (yc9t-dgbk),2026-05-23
751626,CONTINUUM CARE HOSPICE LLC,"1001 GALAXY WAY, STE 206",CONCORD,CA,94520,Contra Costa,For-Profit,06/29/2015,CMS Provider Data Catalog — Hospice General Information (yc9t-dgbk),2026-05-23
751627,"HOSPICE OF ST. CLARE, INC","144 N GLENDALE AVE, SUITE #303",GLENDALE,CA,91206,Los Angeles,For-Profit,11/07/2014,CMS Provider Data Catalog — Hospice General Information (yc9t-dgbk),2026-05-23
751628,CB HOMECARE HOSPICE,"512 EAST WILSON AVE, SUITE 204",GLENDALE,CA,91206,Los Angeles,For-Profit,09/15/2014,CMS Provider Data Catalog — Hospice General Information (yc9t-dgbk),2026-05-23
751632,ALDEN HOSPICE,"1061 WEST AVENUE M14, SUITE D",PALMDALE,CA,93551,Los Angeles,For-Profit,09/17/2014,CMS Provider Data Catalog — Hospice General Information (yc9t-dgbk),2026-05-23
751633,EXCELLENCE HOSPICE PROVIDERS INC,11760 CENTRAL AVENUE SUITE 201,CHINO,CA,91710,San Bernardino,For-Profit,04/21/2015,CMS Provider Data Catalog — Hospice General Information (yc9t-dgbk),2026-05-23
751634,"ART OF HOSPICE CARE, INC","7710 BALBOA AVENUE, SUITE 329",SAN DIEGO,CA,92111,San Diego,For-Profit,07/01/2015,CMS Provider Data Catalog — Hospice General Information (yc9t-dgbk),2026-05-23
751635,MONZONE'S HOSPICE CARE LLC,4959 PALO VERDE STREET SUITE 200A,MONTCLAIR,CA,91763,San Bernardino,Other,01/21/2015,CMS Provider Data Catalog — Hospice General Information (yc9t-dgbk),2026-05-23
751636,INFINITY CARE SERVICES HOSPICE,"1325 N CENTER STREET, SUITE 2B",STOCKTON,CA,95202,San Joaquin,For-Profit,04/27/2015,CMS Provider Data Catalog — Hospice General Information (yc9t-dgbk),2026-05-23
751637,24/7 CARE AT HOME - HOSPICE,"8291 WESTMINSTER BLVD, SUITE 250B",WESTMINSTER,CA,92683,Orange,For-Profit,02/13/2015,CMS Provider Data Catalog — Hospice General Information (yc9t-dgbk),2026-05-23
751639,"NEW HORIZON HOSPICE, INC","1012 EAST COLORADO ST, SUITE 290",GLENDALE,CA,91205,Los Angeles,For-Profit,01/27/2015,CMS Provider Data Catalog — Hospice General Information (yc9t-dgbk),2026-05-23
751640,SANCTUARY HOSPICE,150 PAULARINO AVE STE C125,COSTA MESA,CA,92626,Orange,Non-Profit,12/22/2014,CMS Provider Data Catalog — Hospice General Information (yc9t-dgbk),2026-05-23
751641,SALUS HOSPICE,"630 ROOSEVELT, SUITE B",IRVINE,CA,92620,Orange,For-Profit,04/22/2015,CMS Provider Data Catalog — Hospice General Information (yc9t-dgbk),2026-05-23
751644,WITH GRACE HOSPICE AND PALLIATIVE CARE,"4075 EVERGREEN VILLAGE SQUARE, SUITE 210",SAN JOSE,CA,95135,Santa Clara,For-Profit,06/15/2015,CMS Provider Data Catalog — Hospice General Information (yc9t-dgbk),2026-05-23
751645,ST FRANCIS PALLIATIVE CARE,700 N BRAND BLVD SUITE 570,GLENDALE,CA,91203,Los Angeles,For-Profit,10/28/2014,CMS Provider Data Catalog — Hospice General Information (yc9t-dgbk),2026-05-23
751647,PREMIER HOSPICE & HOME CARE,23300 CINEMA DR SUITE 285,VALENCIA,CA,91355,Los Angeles,For-Profit,01/14/2015,CMS Provider Data Catalog — Hospice General Information (yc9t-dgbk),2026-05-23
751648,"HOLY CARE HOSPICE, INC","13758 VICTORY BLVD, SUITE 200",VAN NUYS,CA,91401,Los Angeles,For-Profit,01/31/2015,CMS Provider Data Catalog — Hospice General Information (yc9t-dgbk),2026-05-23
751649,AASTA HOSPICE,19350 BUSINESS CENTER DR SUITE 112,NORTHRIDGE,CA,91324,Los Angeles,For-Profit,03/16/2015,CMS Provider Data Catalog — Hospice General Information (yc9t-dgbk),2026-05-23
751651,"LIGHT DAYS HOSPICE, INC",225 E BROADWAY SUITE 204,GLENDALE,CA,91205,Los Angeles,For-Profit,01/02/2015,CMS Provider Data Catalog — Hospice General Information (yc9t-dgbk),2026-05-23
751652,COMFORTING CARE SERVICES,4766 PARK GRANADA SUITE 209,CALABASAS,CA,91302,Los Angeles,For-Profit,12/20/2014,CMS Provider Data Catalog — Hospice General Information (yc9t-dgbk),2026-05-23
751654,NOVA HOME HOSPICE INC,1551 WEST 13TH STREET SUITE 104,UPLAND,CA,91786,San Bernardino,For-Profit,06/22/2015,CMS Provider Data Catalog — Hospice General Information (yc9t-dgbk),2026-05-23
751655,WELLHOUSE CARE INC,11354 MOUNTAIN VIEW SUITE D,LOMA LINDA,CA,92354,San Bernardino,For-Profit,05/20/2015,CMS Provider Data Catalog — Hospice General Information (yc9t-dgbk),2026-05-23
751656,"ALTA LOMA HOSPICE, INC",337 N. VINEYARD AVE. SUITE 316,ONTARIO,CA,91764,San Bernardino,For-Profit,01/12/2015,CMS Provider Data Catalog — Hospice General Information (yc9t-dgbk),2026-05-23
751657,"ETERNALLY YOURS HOSPICE, INC.",2550 EAST AMAR RD   STE  A1-G,WEST COVINA,CA,91792,Los Angeles,For-Profit,12/20/2014,CMS Provider Data Catalog — Hospice General Information (yc9t-dgbk),2026-05-23
751659,"GOLDEN OAKS HOSPICE, INC.",21021 DEVONSHIRE ST SUITE 108,CHATSWORTH,CA,91311,Los Angeles,For-Profit,02/23/2015,CMS Provider Data Catalog — Hospice General Information (yc9t-dgbk),2026-05-23
751661,"VICTORIA ONE HOSPICE, INC","510 EAST FOOTHILL BLVD, SUITE 106",SAN DIMAS,CA,91773,Los Angeles,For-Profit,07/01/2014,CMS Provider Data Catalog — Hospice General Information (yc9t-dgbk),2026-05-23
751662,"LONGEVITY HOSPICE, INC",8781 VAN NUYS BLVD,PANORAMA CITY,CA,91402,Los Angeles,For-Profit,02/12/2015,CMS Provider Data Catalog — Hospice General Information (yc9t-dgbk),2026-05-23
751663,GLOBAL HOSPICE CARE,"3510 TORRANCE BLVD, STE 215",TORRANCE,CA,90503,Los Angeles,For-Profit,03/02/2015,CMS Provider Data Catalog — Hospice General Information (yc9t-dgbk),2026-05-23
751664,BRISTOL HOSPICE - REDDING,415 KNOLLCREST DR,REDDING,CA,96002,Shasta,For-Profit,06/01/2015,CMS Provider Data Catalog — Hospice General Information (yc9t-dgbk),2026-05-23
751668,"PREMIER HOSPICE, INC.",19355 BUSINESS CENTER DR,NORTHRIDGE,CA,91324,Los Angeles,For-Profit,04/14/2015,CMS Provider Data Catalog — Hospice General Information (yc9t-dgbk),2026-05-23
751669,"TRUSTED HOSPICE CARE, INC",310 E ROWLAND ST,COVINA,CA,91723,Los Angeles,For-Profit,04/13/2015,CMS Provider Data Catalog — Hospice General Information (yc9t-dgbk),2026-05-23
751672,BONITA SPRINGS HOSPICE CARE LLC,"8545 MONTEREY ROAD, SUITE B",GILROY,CA,95020,Santa Clara,For-Profit,10/10/2015,CMS Provider Data Catalog — Hospice General Information (yc9t-dgbk),2026-05-23
751673,GOOD HEART HOSPICE & PALLIATIVE CARE SIMI VALLEY,"2139 TAPO STREET, SUITE 212",SIMI VALLEY,CA,93063,Ventura,For-Profit,08/04/2015,CMS Provider Data Catalog — Hospice General Information (yc9t-dgbk),2026-05-23
751674,"BEST GOLDEN CARE HOSPICE, INC",11745 EDINGER AVENUE,FOUNTAIN VALLEY,CA,92708,Orange,For-Profit,04/10/2015,CMS Provider Data Catalog — Hospice General Information (yc9t-dgbk),2026-05-23
751675,"MAKA HOSPICE, INC","7120 HAYVENHURST AVENUE, SUITE 112",VAN NUYS,CA,91405,Los Angeles,For-Profit,04/02/2015,CMS Provider Data Catalog — Hospice General Information (yc9t-dgbk),2026-05-23
751677,"GUARDIAN ANGEL HOSPICE, INC","980 ENCHANTED WAY, SUITE #210",SIMI VALLEY,CA,93065,Ventura,For-Profit,08/17/2015,CMS Provider Data Catalog — Hospice General Information (yc9t-dgbk),2026-05-23
751680,ANGEL OF GOD HOSPICE AND PALLIATIVE CARE INC,"266 MOBIL AVENUE, STE # 203,",CAMARILLO,CA,93010,Ventura,Non-Profit,07/16/2015,CMS Provider Data Catalog — Hospice General Information (yc9t-dgbk),2026-05-23
751682,"COMMUNITY PROFESSIONAL HOSPICE CARE, LLC",1807 W GLENOAKS BLVD STE 205,GLENDALE,CA,91201,Los Angeles,For-Profit,04/25/2015,CMS Provider Data Catalog — Hospice General Information (yc9t-dgbk),2026-05-23
751683,"VALLEY CREST HOSPICE, INC",18531 ROSCOE BLVD #208,NORTHRIDGE,CA,91324,Los Angeles,For-Profit,06/30/2015,CMS Provider Data Catalog — Hospice General Information (yc9t-dgbk),2026-05-23
