ccn,five_star,mortality_rate,hospitalization_rate,readmission_rate,transfusion_rate,source,source_date
332743,5.0,16.5,136.8,10.5,,CMS Dialysis Facility Compare — Listing by Facility (DFC_FACILITY),2026-03-25
332744,1.0,22.8,106.0,21.7,12.3,CMS Dialysis Facility Compare — Listing by Facility (DFC_FACILITY),2026-03-25
332745,4.0,18.5,172.4,28.9,27.1,CMS Dialysis Facility Compare — Listing by Facility (DFC_FACILITY),2026-03-25
332746,3.0,30.1,272.4,46.2,,CMS Dialysis Facility Compare — Listing by Facility (DFC_FACILITY),2026-03-25
332747,3.0,18.1,127.0,16.2,39.1,CMS Dialysis Facility Compare — Listing by Facility (DFC_FACILITY),2026-03-25
332748,5.0,14.0,107.5,16.4,49.8,CMS Dialysis Facility Compare — Listing by Facility (DFC_FACILITY),2026-03-25
332749,4.0,20.1,178.3,30.8,,CMS Dialysis Facility Compare — Listing by Facility (DFC_FACILITY),2026-03-25
332750,5.0,13.2,143.3,25.6,,CMS Dialysis Facility Compare — Listing by Facility (DFC_FACILITY),2026-03-25
332751,3.0,16.2,136.8,32.6,34.7,CMS Dialysis Facility Compare — Listing by Facility (DFC_FACILITY),2026-03-25
332752,3.0,18.4,185.2,37.5,26.3,CMS Dialysis Facility Compare — Listing by Facility (DFC_FACILITY),2026-03-25
332753,1.0,8.5,218.1,21.9,,CMS Dialysis Facility Compare — Listing by Facility (DFC_FACILITY),2026-03-25
332754,5.0,14.6,135.7,28.5,32.9,CMS Dialysis Facility Compare — Listing by Facility (DFC_FACILITY),2026-03-25
332755,,32.6,194.5,27.2,77.1,CMS Dialysis Facility Compare — Listing by Facility (DFC_FACILITY),2026-03-25
332756,1.0,25.8,169.9,14.8,55.5,CMS Dialysis Facility Compare — Listing by Facility (DFC_FACILITY),2026-03-25
332758,3.0,20.6,137.2,29.5,36.9,CMS Dialysis Facility Compare — Listing by Facility (DFC_FACILITY),2026-03-25
332759,1.0,20.0,162.8,37.4,,CMS Dialysis Facility Compare — Listing by Facility (DFC_FACILITY),2026-03-25
332760,,27.1,209.0,28.4,,CMS Dialysis Facility Compare — Listing by Facility (DFC_FACILITY),2026-03-25
332761,4.0,12.4,149.6,30.4,26.5,CMS Dialysis Facility Compare — Listing by Facility (DFC_FACILITY),2026-03-25
332762,4.0,18.4,141.7,43.1,,CMS Dialysis Facility Compare — Listing by Facility (DFC_FACILITY),2026-03-25
332763,1.0,23.9,205.4,33.6,50.6,CMS Dialysis Facility Compare — Listing by Facility (DFC_FACILITY),2026-03-25
332764,5.0,13.2,100.0,16.1,27.4,CMS Dialysis Facility Compare — Listing by Facility (DFC_FACILITY),2026-03-25
332765,4.0,20.7,186.2,35.5,38.6,CMS Dialysis Facility Compare — Listing by Facility (DFC_FACILITY),2026-03-25
332766,5.0,14.4,167.8,25.7,45.9,CMS Dialysis Facility Compare — Listing by Facility (DFC_FACILITY),2026-03-25
332767,3.0,29.5,137.1,29.1,,CMS Dialysis Facility Compare — Listing by Facility (DFC_FACILITY),2026-03-25
332771,4.0,14.0,166.0,28.3,51.9,CMS Dialysis Facility Compare — Listing by Facility (DFC_FACILITY),2026-03-25
332772,2.0,26.9,96.7,15.5,72.3,CMS Dialysis Facility Compare — Listing by Facility (DFC_FACILITY),2026-03-25
332773,5.0,15.4,145.9,37.2,,CMS Dialysis Facility Compare — Listing by Facility (DFC_FACILITY),2026-03-25
332774,3.0,25.7,123.0,,,CMS Dialysis Facility Compare — Listing by Facility (DFC_FACILITY),2026-03-25
332775,,26.7,211.7,25.3,,CMS Dialysis Facility Compare — Listing by Facility (DFC_FACILITY),2026-03-25
332777,3.0,23.7,159.8,24.7,6.9,CMS Dialysis Facility Compare — Listing by Facility (DFC_FACILITY),2026-03-25
332778,4.0,22.3,177.2,31.0,,CMS Dialysis Facility Compare — Listing by Facility (DFC_FACILITY),2026-03-25
332780,1.0,21.2,167.3,37.0,,CMS Dialysis Facility Compare — Listing by Facility (DFC_FACILITY),2026-03-25
332781,,14.1,129.6,34.9,,CMS Dialysis Facility Compare — Listing by Facility (DFC_FACILITY),2026-03-25
332782,1.0,24.6,144.0,26.1,23.7,CMS Dialysis Facility Compare — Listing by Facility (DFC_FACILITY),2026-03-25
332783,1.0,26.2,159.1,21.0,,CMS Dialysis Facility Compare — Listing by Facility (DFC_FACILITY),2026-03-25
332785,3.0,20.3,172.2,31.3,,CMS Dialysis Facility Compare — Listing by Facility (DFC_FACILITY),2026-03-25
332786,3.0,7.5,206.7,30.9,,CMS Dialysis Facility Compare — Listing by Facility (DFC_FACILITY),2026-03-25
332787,4.0,13.5,153.8,31.6,55.9,CMS Dialysis Facility Compare — Listing by Facility (DFC_FACILITY),2026-03-25
332788,5.0,17.1,149.8,15.4,,CMS Dialysis Facility Compare — Listing by Facility (DFC_FACILITY),2026-03-25
332789,4.0,19.5,125.2,23.2,,CMS Dialysis Facility Compare — Listing by Facility (DFC_FACILITY),2026-03-25
332791,4.0,14.4,165.8,26.4,18.2,CMS Dialysis Facility Compare — Listing by Facility (DFC_FACILITY),2026-03-25
332792,1.0,26.0,140.6,16.8,,CMS Dialysis Facility Compare — Listing by Facility (DFC_FACILITY),2026-03-25
332793,3.0,11.4,136.7,32.3,,CMS Dialysis Facility Compare — Listing by Facility (DFC_FACILITY),2026-03-25
332794,4.0,13.6,124.7,13.8,,CMS Dialysis Facility Compare — Listing by Facility (DFC_FACILITY),2026-03-25
332795,5.0,20.6,159.1,16.1,24.0,CMS Dialysis Facility Compare — Listing by Facility (DFC_FACILITY),2026-03-25
332797,2.0,20.1,155.0,25.4,69.2,CMS Dialysis Facility Compare — Listing by Facility (DFC_FACILITY),2026-03-25
332798,5.0,9.8,175.7,39.8,,CMS Dialysis Facility Compare — Listing by Facility (DFC_FACILITY),2026-03-25
332799,5.0,15.1,149.4,20.0,33.5,CMS Dialysis Facility Compare — Listing by Facility (DFC_FACILITY),2026-03-25
332800,3.0,31.0,185.5,19.0,,CMS Dialysis Facility Compare — Listing by Facility (DFC_FACILITY),2026-03-25
332801,3.0,16.6,167.4,42.3,,CMS Dialysis Facility Compare — Listing by Facility (DFC_FACILITY),2026-03-25
332802,4.0,21.0,134.3,31.1,39.1,CMS Dialysis Facility Compare — Listing by Facility (DFC_FACILITY),2026-03-25
332803,2.0,23.1,105.3,19.1,5.8,CMS Dialysis Facility Compare — Listing by Facility (DFC_FACILITY),2026-03-25
332804,3.0,7.4,209.1,40.7,,CMS Dialysis Facility Compare — Listing by Facility (DFC_FACILITY),2026-03-25
332805,3.0,14.7,134.4,19.2,,CMS Dialysis Facility Compare — Listing by Facility (DFC_FACILITY),2026-03-25
332806,,24.5,159.7,22.0,35.5,CMS Dialysis Facility Compare — Listing by Facility (DFC_FACILITY),2026-03-25
332807,1.0,15.4,315.1,38.1,,CMS Dialysis Facility Compare — Listing by Facility (DFC_FACILITY),2026-03-25
332808,4.0,23.8,192.9,38.0,7.8,CMS Dialysis Facility Compare — Listing by Facility (DFC_FACILITY),2026-03-25
332809,2.0,26.1,185.1,29.8,85.2,CMS Dialysis Facility Compare — Listing by Facility (DFC_FACILITY),2026-03-25
332811,5.0,12.3,139.4,31.6,33.9,CMS Dialysis Facility Compare — Listing by Facility (DFC_FACILITY),2026-03-25
332813,2.0,23.0,127.6,26.5,,CMS Dialysis Facility Compare — Listing by Facility (DFC_FACILITY),2026-03-25
332814,3.0,10.0,144.6,29.9,36.8,CMS Dialysis Facility Compare — Listing by Facility (DFC_FACILITY),2026-03-25
332815,,,,,,CMS Dialysis Facility Compare — Listing by Facility (DFC_FACILITY),2026-03-25
332816,3.0,17.4,203.4,29.8,,CMS Dialysis Facility Compare — Listing by Facility (DFC_FACILITY),2026-03-25
332817,5.0,15.4,147.8,17.5,6.0,CMS Dialysis Facility Compare — Listing by Facility (DFC_FACILITY),2026-03-25
332818,,17.6,132.2,33.0,,CMS Dialysis Facility Compare — Listing by Facility (DFC_FACILITY),2026-03-25
332819,2.0,19.4,226.6,41.8,,CMS Dialysis Facility Compare — Listing by Facility (DFC_FACILITY),2026-03-25
332820,1.0,29.6,183.1,24.8,,CMS Dialysis Facility Compare — Listing by Facility (DFC_FACILITY),2026-03-25
332821,3.0,9.8,144.6,31.4,,CMS Dialysis Facility Compare — Listing by Facility (DFC_FACILITY),2026-03-25
332822,4.0,9.6,187.8,21.8,,CMS Dialysis Facility Compare — Listing by Facility (DFC_FACILITY),2026-03-25
332823,3.0,16.8,111.5,27.6,,CMS Dialysis Facility Compare — Listing by Facility (DFC_FACILITY),2026-03-25
332825,3.0,25.0,141.1,22.6,,CMS Dialysis Facility Compare — Listing by Facility (DFC_FACILITY),2026-03-25
332826,5.0,23.9,107.1,13.8,,CMS Dialysis Facility Compare — Listing by Facility (DFC_FACILITY),2026-03-25
332827,3.0,20.8,213.2,27.7,,CMS Dialysis Facility Compare — Listing by Facility (DFC_FACILITY),2026-03-25
332828,3.0,18.5,153.0,27.9,23.9,CMS Dialysis Facility Compare — Listing by Facility (DFC_FACILITY),2026-03-25
332829,2.0,21.2,187.2,32.0,176.5,CMS Dialysis Facility Compare — Listing by Facility (DFC_FACILITY),2026-03-25
332831,3.0,12.4,204.6,37.2,9.3,CMS Dialysis Facility Compare — Listing by Facility (DFC_FACILITY),2026-03-25
332832,4.0,17.4,107.7,28.4,,CMS Dialysis Facility Compare — Listing by Facility (DFC_FACILITY),2026-03-25
332833,3.0,19.3,249.1,32.1,16.2,CMS Dialysis Facility Compare — Listing by Facility (DFC_FACILITY),2026-03-25
332834,1.0,27.9,268.8,26.4,,CMS Dialysis Facility Compare — Listing by Facility (DFC_FACILITY),2026-03-25
332835,3.0,18.3,189.1,30.1,,CMS Dialysis Facility Compare — Listing by Facility (DFC_FACILITY),2026-03-25
332836,3.0,,,39.6,,CMS Dialysis Facility Compare — Listing by Facility (DFC_FACILITY),2026-03-25
332837,4.0,19.7,186.2,17.8,8.9,CMS Dialysis Facility Compare — Listing by Facility (DFC_FACILITY),2026-03-25
332838,2.0,30.7,184.3,26.8,,CMS Dialysis Facility Compare — Listing by Facility (DFC_FACILITY),2026-03-25
332841,5.0,11.5,163.5,28.8,,CMS Dialysis Facility Compare — Listing by Facility (DFC_FACILITY),2026-03-25
332843,5.0,5.1,146.8,30.1,,CMS Dialysis Facility Compare — Listing by Facility (DFC_FACILITY),2026-03-25
332844,1.0,12.5,158.3,36.1,,CMS Dialysis Facility Compare — Listing by Facility (DFC_FACILITY),2026-03-25
332845,3.0,17.4,213.3,29.4,,CMS Dialysis Facility Compare — Listing by Facility (DFC_FACILITY),2026-03-25
332846,4.0,,131.8,19.4,,CMS Dialysis Facility Compare — Listing by Facility (DFC_FACILITY),2026-03-25
332847,,,,,,CMS Dialysis Facility Compare — Listing by Facility (DFC_FACILITY),2026-03-25
332848,5.0,10.5,136.3,36.5,,CMS Dialysis Facility Compare — Listing by Facility (DFC_FACILITY),2026-03-25
332849,3.0,,265.2,20.3,,CMS Dialysis Facility Compare — Listing by Facility (DFC_FACILITY),2026-03-25
332850,2.0,6.8,195.4,40.1,,CMS Dialysis Facility Compare — Listing by Facility (DFC_FACILITY),2026-03-25
332851,2.0,,,44.5,,CMS Dialysis Facility Compare — Listing by Facility (DFC_FACILITY),2026-03-25
332852,2.0,12.4,166.7,21.4,98.0,CMS Dialysis Facility Compare — Listing by Facility (DFC_FACILITY),2026-03-25
332853,,,,20.0,,CMS Dialysis Facility Compare — Listing by Facility (DFC_FACILITY),2026-03-25
332854,1.0,7.3,224.4,37.8,,CMS Dialysis Facility Compare — Listing by Facility (DFC_FACILITY),2026-03-25
332855,3.0,15.4,135.4,22.3,,CMS Dialysis Facility Compare — Listing by Facility (DFC_FACILITY),2026-03-25
332856,2.0,7.0,147.2,49.9,,CMS Dialysis Facility Compare — Listing by Facility (DFC_FACILITY),2026-03-25
332857,1.0,28.3,234.3,43.9,,CMS Dialysis Facility Compare — Listing by Facility (DFC_FACILITY),2026-03-25
332858,,,,,,CMS Dialysis Facility Compare — Listing by Facility (DFC_FACILITY),2026-03-25
332859,,,,,,CMS Dialysis Facility Compare — Listing by Facility (DFC_FACILITY),2026-03-25
332860,,,,,,CMS Dialysis Facility Compare — Listing by Facility (DFC_FACILITY),2026-03-25
332862,,,,,,CMS Dialysis Facility Compare — Listing by Facility (DFC_FACILITY),2026-03-25
333503,5.0,14.1,118.5,27.4,17.8,CMS Dialysis Facility Compare — Listing by Facility (DFC_FACILITY),2026-03-25
333511,3.0,15.5,162.3,27.1,33.0,CMS Dialysis Facility Compare — Listing by Facility (DFC_FACILITY),2026-03-25
333515,3.0,18.0,139.7,26.2,17.5,CMS Dialysis Facility Compare — Listing by Facility (DFC_FACILITY),2026-03-25
333519,2.0,22.0,93.5,23.3,19.2,CMS Dialysis Facility Compare — Listing by Facility (DFC_FACILITY),2026-03-25
333522,4.0,14.8,163.2,34.2,23.4,CMS Dialysis Facility Compare — Listing by Facility (DFC_FACILITY),2026-03-25
333526,1.0,16.4,155.2,21.8,13.2,CMS Dialysis Facility Compare — Listing by Facility (DFC_FACILITY),2026-03-25
333527,2.0,25.2,191.2,29.7,30.1,CMS Dialysis Facility Compare — Listing by Facility (DFC_FACILITY),2026-03-25
333531,3.0,17.6,134.2,30.7,33.6,CMS Dialysis Facility Compare — Listing by Facility (DFC_FACILITY),2026-03-25
333533,3.0,17.9,158.8,29.5,180.4,CMS Dialysis Facility Compare — Listing by Facility (DFC_FACILITY),2026-03-25
333535,5.0,15.9,142.2,30.2,77.2,CMS Dialysis Facility Compare — Listing by Facility (DFC_FACILITY),2026-03-25
333544,3.0,16.3,138.2,18.8,31.1,CMS Dialysis Facility Compare — Listing by Facility (DFC_FACILITY),2026-03-25
333547,5.0,13.9,115.0,26.1,22.9,CMS Dialysis Facility Compare — Listing by Facility (DFC_FACILITY),2026-03-25
333548,3.0,15.9,149.8,23.5,15.8,CMS Dialysis Facility Compare — Listing by Facility (DFC_FACILITY),2026-03-25
333553,1.0,22.0,127.5,27.7,0.0,CMS Dialysis Facility Compare — Listing by Facility (DFC_FACILITY),2026-03-25
333554,1.0,18.2,163.2,31.4,56.0,CMS Dialysis Facility Compare — Listing by Facility (DFC_FACILITY),2026-03-25
333555,3.0,24.3,117.8,19.4,7.2,CMS Dialysis Facility Compare — Listing by Facility (DFC_FACILITY),2026-03-25
333556,3.0,11.0,174.3,18.8,,CMS Dialysis Facility Compare — Listing by Facility (DFC_FACILITY),2026-03-25
333558,2.0,17.0,125.0,21.6,8.1,CMS Dialysis Facility Compare — Listing by Facility (DFC_FACILITY),2026-03-25
333560,,,,,,CMS Dialysis Facility Compare — Listing by Facility (DFC_FACILITY),2026-03-25
333561,1.0,27.5,163.6,27.7,19.9,CMS Dialysis Facility Compare — Listing by Facility (DFC_FACILITY),2026-03-25
333562,,,,,,CMS Dialysis Facility Compare — Listing by Facility (DFC_FACILITY),2026-03-25
333563,1.0,18.5,181.1,31.7,,CMS Dialysis Facility Compare — Listing by Facility (DFC_FACILITY),2026-03-25
333565,,32.8,140.2,33.0,,CMS Dialysis Facility Compare — Listing by Facility (DFC_FACILITY),2026-03-25
333566,2.0,15.1,135.9,13.5,,CMS Dialysis Facility Compare — Listing by Facility (DFC_FACILITY),2026-03-25
333569,2.0,21.0,172.3,33.7,20.0,CMS Dialysis Facility Compare — Listing by Facility (DFC_FACILITY),2026-03-25
333570,,,,,,CMS Dialysis Facility Compare — Listing by Facility (DFC_FACILITY),2026-03-25
342304,,,,,,CMS Dialysis Facility Compare — Listing by Facility (DFC_FACILITY),2026-03-25
342306,,,100.5,,,CMS Dialysis Facility Compare — Listing by Facility (DFC_FACILITY),2026-03-25
342502,3.0,23.5,181.3,30.1,37.1,CMS Dialysis Facility Compare — Listing by Facility (DFC_FACILITY),2026-03-25
342503,3.0,23.2,206.1,27.5,,CMS Dialysis Facility Compare — Listing by Facility (DFC_FACILITY),2026-03-25
342504,3.0,22.8,102.0,21.9,19.7,CMS Dialysis Facility Compare — Listing by Facility (DFC_FACILITY),2026-03-25
342505,3.0,25.0,141.4,30.9,18.9,CMS Dialysis Facility Compare — Listing by Facility (DFC_FACILITY),2026-03-25
342506,5.0,19.0,123.8,17.5,8.6,CMS Dialysis Facility Compare — Listing by Facility (DFC_FACILITY),2026-03-25
342507,3.0,22.9,121.2,20.1,52.9,CMS Dialysis Facility Compare — Listing by Facility (DFC_FACILITY),2026-03-25
342509,4.0,23.4,117.7,24.3,9.1,CMS Dialysis Facility Compare — Listing by Facility (DFC_FACILITY),2026-03-25
342510,3.0,19.5,117.3,25.1,14.2,CMS Dialysis Facility Compare — Listing by Facility (DFC_FACILITY),2026-03-25
342511,3.0,28.6,143.9,16.1,36.1,CMS Dialysis Facility Compare — Listing by Facility (DFC_FACILITY),2026-03-25
342512,3.0,19.7,142.3,18.9,27.8,CMS Dialysis Facility Compare — Listing by Facility (DFC_FACILITY),2026-03-25
342513,3.0,16.7,130.7,27.8,19.3,CMS Dialysis Facility Compare — Listing by Facility (DFC_FACILITY),2026-03-25
342514,1.0,24.6,186.2,29.9,48.4,CMS Dialysis Facility Compare — Listing by Facility (DFC_FACILITY),2026-03-25
342515,2.0,24.6,128.0,31.9,53.2,CMS Dialysis Facility Compare — Listing by Facility (DFC_FACILITY),2026-03-25
342516,5.0,21.9,88.6,15.9,14.6,CMS Dialysis Facility Compare — Listing by Facility (DFC_FACILITY),2026-03-25
342517,3.0,23.8,140.9,23.8,8.2,CMS Dialysis Facility Compare — Listing by Facility (DFC_FACILITY),2026-03-25
342518,2.0,21.2,124.4,30.2,40.1,CMS Dialysis Facility Compare — Listing by Facility (DFC_FACILITY),2026-03-25
342520,4.0,22.6,88.1,25.8,0.0,CMS Dialysis Facility Compare — Listing by Facility (DFC_FACILITY),2026-03-25
342521,4.0,26.1,92.1,18.7,34.5,CMS Dialysis Facility Compare — Listing by Facility (DFC_FACILITY),2026-03-25
342522,3.0,19.9,160.4,22.8,39.6,CMS Dialysis Facility Compare — Listing by Facility (DFC_FACILITY),2026-03-25
342523,5.0,20.1,105.2,15.4,20.3,CMS Dialysis Facility Compare — Listing by Facility (DFC_FACILITY),2026-03-25
342524,3.0,22.4,152.6,28.6,37.0,CMS Dialysis Facility Compare — Listing by Facility (DFC_FACILITY),2026-03-25
342525,4.0,20.2,140.0,28.7,42.3,CMS Dialysis Facility Compare — Listing by Facility (DFC_FACILITY),2026-03-25
342526,4.0,28.2,96.9,15.1,13.0,CMS Dialysis Facility Compare — Listing by Facility (DFC_FACILITY),2026-03-25
342527,3.0,24.8,143.1,25.2,26.3,CMS Dialysis Facility Compare — Listing by Facility (DFC_FACILITY),2026-03-25
342528,3.0,22.8,161.9,29.0,15.9,CMS Dialysis Facility Compare — Listing by Facility (DFC_FACILITY),2026-03-25
342529,2.0,19.2,154.4,23.4,29.2,CMS Dialysis Facility Compare — Listing by Facility (DFC_FACILITY),2026-03-25
342531,3.0,22.1,159.7,30.3,30.9,CMS Dialysis Facility Compare — Listing by Facility (DFC_FACILITY),2026-03-25
342532,4.0,23.8,121.6,22.1,17.5,CMS Dialysis Facility Compare — Listing by Facility (DFC_FACILITY),2026-03-25
342533,2.0,23.0,110.8,27.2,44.8,CMS Dialysis Facility Compare — Listing by Facility (DFC_FACILITY),2026-03-25
342534,5.0,23.1,59.7,13.6,35.5,CMS Dialysis Facility Compare — Listing by Facility (DFC_FACILITY),2026-03-25
342535,3.0,24.7,114.2,29.7,15.7,CMS Dialysis Facility Compare — Listing by Facility (DFC_FACILITY),2026-03-25
342536,3.0,30.7,81.4,20.1,9.1,CMS Dialysis Facility Compare — Listing by Facility (DFC_FACILITY),2026-03-25
342537,3.0,24.0,105.2,24.8,25.2,CMS Dialysis Facility Compare — Listing by Facility (DFC_FACILITY),2026-03-25
342538,3.0,19.8,136.2,18.8,8.7,CMS Dialysis Facility Compare — Listing by Facility (DFC_FACILITY),2026-03-25
342539,3.0,28.4,94.2,23.6,26.6,CMS Dialysis Facility Compare — Listing by Facility (DFC_FACILITY),2026-03-25
342540,2.0,24.4,140.7,24.2,42.7,CMS Dialysis Facility Compare — Listing by Facility (DFC_FACILITY),2026-03-25
342541,3.0,22.2,127.7,17.0,18.4,CMS Dialysis Facility Compare — Listing by Facility (DFC_FACILITY),2026-03-25
342542,3.0,21.7,131.8,24.3,58.0,CMS Dialysis Facility Compare — Listing by Facility (DFC_FACILITY),2026-03-25
342543,2.0,28.7,123.5,19.2,37.0,CMS Dialysis Facility Compare — Listing by Facility (DFC_FACILITY),2026-03-25
342544,5.0,16.6,120.5,18.9,30.1,CMS Dialysis Facility Compare — Listing by Facility (DFC_FACILITY),2026-03-25
342545,3.0,19.2,121.0,11.8,,CMS Dialysis Facility Compare — Listing by Facility (DFC_FACILITY),2026-03-25
342546,3.0,28.7,162.6,14.0,38.2,CMS Dialysis Facility Compare — Listing by Facility (DFC_FACILITY),2026-03-25
342547,2.0,28.6,150.6,33.1,,CMS Dialysis Facility Compare — Listing by Facility (DFC_FACILITY),2026-03-25
342548,3.0,22.4,139.4,23.4,27.3,CMS Dialysis Facility Compare — Listing by Facility (DFC_FACILITY),2026-03-25
342549,3.0,21.4,137.5,27.2,61.8,CMS Dialysis Facility Compare — Listing by Facility (DFC_FACILITY),2026-03-25
342550,4.0,14.5,131.4,24.8,16.9,CMS Dialysis Facility Compare — Listing by Facility (DFC_FACILITY),2026-03-25
342551,2.0,24.9,173.3,25.6,35.3,CMS Dialysis Facility Compare — Listing by Facility (DFC_FACILITY),2026-03-25
342552,3.0,21.8,137.6,24.6,0.0,CMS Dialysis Facility Compare — Listing by Facility (DFC_FACILITY),2026-03-25
342553,3.0,24.5,145.7,28.3,33.4,CMS Dialysis Facility Compare — Listing by Facility (DFC_FACILITY),2026-03-25
342554,2.0,19.9,137.3,29.4,,CMS Dialysis Facility Compare — Listing by Facility (DFC_FACILITY),2026-03-25
342555,3.0,24.1,163.2,33.3,36.7,CMS Dialysis Facility Compare — Listing by Facility (DFC_FACILITY),2026-03-25
342556,4.0,26.1,121.0,27.5,59.4,CMS Dialysis Facility Compare — Listing by Facility (DFC_FACILITY),2026-03-25
342557,3.0,25.3,141.7,23.0,25.9,CMS Dialysis Facility Compare — Listing by Facility (DFC_FACILITY),2026-03-25
342558,4.0,22.8,111.2,18.9,8.6,CMS Dialysis Facility Compare — Listing by Facility (DFC_FACILITY),2026-03-25
342559,3.0,19.7,104.1,15.7,,CMS Dialysis Facility Compare — Listing by Facility (DFC_FACILITY),2026-03-25
342560,3.0,27.8,106.3,37.2,,CMS Dialysis Facility Compare — Listing by Facility (DFC_FACILITY),2026-03-25
342561,3.0,22.0,152.1,25.4,24.7,CMS Dialysis Facility Compare — Listing by Facility (DFC_FACILITY),2026-03-25
342562,3.0,25.1,147.0,23.0,28.8,CMS Dialysis Facility Compare — Listing by Facility (DFC_FACILITY),2026-03-25
342563,4.0,23.0,120.1,28.8,30.7,CMS Dialysis Facility Compare — Listing by Facility (DFC_FACILITY),2026-03-25
342564,3.0,20.1,153.7,32.1,59.5,CMS Dialysis Facility Compare — Listing by Facility (DFC_FACILITY),2026-03-25
342565,2.0,30.1,186.7,26.9,75.1,CMS Dialysis Facility Compare — Listing by Facility (DFC_FACILITY),2026-03-25
342566,3.0,26.4,139.9,32.7,38.1,CMS Dialysis Facility Compare — Listing by Facility (DFC_FACILITY),2026-03-25
342567,3.0,30.7,104.6,34.2,,CMS Dialysis Facility Compare — Listing by Facility (DFC_FACILITY),2026-03-25
342568,4.0,23.3,146.4,30.6,5.3,CMS Dialysis Facility Compare — Listing by Facility (DFC_FACILITY),2026-03-25
342569,3.0,24.2,129.2,19.7,8.2,CMS Dialysis Facility Compare — Listing by Facility (DFC_FACILITY),2026-03-25
342570,4.0,29.7,109.5,19.5,24.4,CMS Dialysis Facility Compare — Listing by Facility (DFC_FACILITY),2026-03-25
342571,3.0,29.8,110.7,31.9,,CMS Dialysis Facility Compare — Listing by Facility (DFC_FACILITY),2026-03-25
342572,3.0,24.2,203.4,36.6,8.7,CMS Dialysis Facility Compare — Listing by Facility (DFC_FACILITY),2026-03-25
342573,3.0,25.1,126.8,24.4,,CMS Dialysis Facility Compare — Listing by Facility (DFC_FACILITY),2026-03-25
342576,2.0,25.7,187.0,25.2,39.8,CMS Dialysis Facility Compare — Listing by Facility (DFC_FACILITY),2026-03-25
342578,2.0,35.2,171.8,26.9,60.0,CMS Dialysis Facility Compare — Listing by Facility (DFC_FACILITY),2026-03-25
342579,3.0,31.5,134.7,32.3,26.9,CMS Dialysis Facility Compare — Listing by Facility (DFC_FACILITY),2026-03-25
342581,3.0,18.6,110.0,32.8,65.8,CMS Dialysis Facility Compare — Listing by Facility (DFC_FACILITY),2026-03-25
342582,4.0,20.9,126.5,29.5,42.1,CMS Dialysis Facility Compare — Listing by Facility (DFC_FACILITY),2026-03-25
342583,2.0,23.9,124.3,32.8,125.8,CMS Dialysis Facility Compare — Listing by Facility (DFC_FACILITY),2026-03-25
342584,2.0,26.1,111.4,27.2,96.1,CMS Dialysis Facility Compare — Listing by Facility (DFC_FACILITY),2026-03-25
342585,4.0,24.7,56.7,23.2,64.9,CMS Dialysis Facility Compare — Listing by Facility (DFC_FACILITY),2026-03-25
342586,3.0,21.4,91.4,22.7,21.2,CMS Dialysis Facility Compare — Listing by Facility (DFC_FACILITY),2026-03-25
342587,2.0,26.7,128.6,31.8,,CMS Dialysis Facility Compare — Listing by Facility (DFC_FACILITY),2026-03-25
342588,5.0,24.4,82.0,19.8,15.9,CMS Dialysis Facility Compare — Listing by Facility (DFC_FACILITY),2026-03-25
342589,3.0,19.3,125.3,24.5,,CMS Dialysis Facility Compare — Listing by Facility (DFC_FACILITY),2026-03-25
342590,1.0,24.9,188.1,38.1,15.7,CMS Dialysis Facility Compare — Listing by Facility (DFC_FACILITY),2026-03-25
342591,2.0,28.1,149.9,34.9,11.4,CMS Dialysis Facility Compare — Listing by Facility (DFC_FACILITY),2026-03-25
342592,4.0,27.6,147.2,37.6,24.3,CMS Dialysis Facility Compare — Listing by Facility (DFC_FACILITY),2026-03-25
342593,3.0,21.9,155.2,22.7,10.4,CMS Dialysis Facility Compare — Listing by Facility (DFC_FACILITY),2026-03-25
342594,3.0,18.8,97.4,28.0,20.0,CMS Dialysis Facility Compare — Listing by Facility (DFC_FACILITY),2026-03-25
342595,4.0,19.9,94.5,17.5,12.9,CMS Dialysis Facility Compare — Listing by Facility (DFC_FACILITY),2026-03-25
342596,2.0,21.6,165.6,27.2,36.3,CMS Dialysis Facility Compare — Listing by Facility (DFC_FACILITY),2026-03-25
342597,2.0,24.3,113.7,30.2,,CMS Dialysis Facility Compare — Listing by Facility (DFC_FACILITY),2026-03-25
342598,3.0,17.6,102.1,50.7,,CMS Dialysis Facility Compare — Listing by Facility (DFC_FACILITY),2026-03-25
342599,3.0,22.3,151.7,30.6,35.9,CMS Dialysis Facility Compare — Listing by Facility (DFC_FACILITY),2026-03-25
342600,3.0,24.7,144.7,23.7,9.7,CMS Dialysis Facility Compare — Listing by Facility (DFC_FACILITY),2026-03-25
342601,1.0,24.6,152.2,28.4,33.9,CMS Dialysis Facility Compare — Listing by Facility (DFC_FACILITY),2026-03-25
342602,4.0,26.9,135.9,38.2,16.4,CMS Dialysis Facility Compare — Listing by Facility (DFC_FACILITY),2026-03-25
342603,2.0,18.4,161.8,27.8,13.5,CMS Dialysis Facility Compare — Listing by Facility (DFC_FACILITY),2026-03-25
342604,4.0,13.3,174.6,31.4,19.1,CMS Dialysis Facility Compare — Listing by Facility (DFC_FACILITY),2026-03-25
342605,2.0,20.5,135.5,29.2,68.4,CMS Dialysis Facility Compare — Listing by Facility (DFC_FACILITY),2026-03-25
