ccn,composite_process,care_index_overall,visits_last_days,pain_screening,treatment_preferences,beliefs_values,source,source_date
441591,100,8,61.4,100,100,100,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
441592,99.7,10,70.6,99.8,100,99.8,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
441593,100,10,74.5,100,100,100,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
441594,100,10,49,100,100,100,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
441596,99.6,10,74.6,100,100,100,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
441598,100,9,63.3,100,100,100,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
441599,93.2,10,64.6,98.4,100,99.6,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
441600,98.7,10,82.2,99.9,100,99.7,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
441602,99.2,10,76.9,100,100,99.6,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
441603,97.2,10,69.9,99.2,100,100,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
441604,99.3,6,17.9,100,100,100,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
441605,96.1,10,60.3,99.1,100,98.7,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
441606,100,9,79.6,100,100,100,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
441607,99.6,10,83,100,100,100,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
441608,98.9,9,,98.9,100,100,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
441609,100,9,,100,100,100,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
441610,,,,,,,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
451501,99.9,10,58,100,100,100,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
451502,98.4,9,74.4,98.8,100,99.5,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
451504,99.5,10,61.6,99.6,100,100,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
451505,88.6,10,51.9,92.2,99.9,98.7,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
451506,100,10,68.2,100,100,100,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
451508,92.4,9,66.3,99.4,100,99.7,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
451510,,,,,,,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
451514,100,10,72.2,100,100,100,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
451515,91.9,10,56.4,99.7,99.9,99.8,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
451518,96.5,9,91.3,100,100,100,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
451519,98.9,10,67,99.6,100,99.8,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
451520,97.8,10,66.9,99.3,100,100,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
451522,99.6,10,72.9,100,100,99.7,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
451525,96.9,10,77.6,99.7,99.7,98.2,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
451526,93.9,10,64.3,97.4,99.1,98.9,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
451527,100,9,52.9,100,100,100,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
451530,97.2,9,56.2,99.8,99.8,99.6,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
451531,94.3,8,91.2,99.8,100,96.4,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
451532,98,10,43.1,100,100,99.8,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
451533,96.1,8,68.5,98,100,98,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
451534,98.7,10,74.9,99.4,99.9,99.9,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
451536,96.6,10,73,99.1,99.4,99.4,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
451537,95,10,50.9,98.2,100,99.2,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
451538,90.6,9,74.2,100,100,100,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
451539,98.7,9,86.2,99.2,100,99.9,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
451541,99.5,10,60.5,100,100,99.5,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
451542,100,10,60.7,100,100,100,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
451547,100,10,79.7,100,100,100,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
451548,100,8,77.3,100,100,100,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
451550,70,9,61.5,96.7,100,93.3,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
451553,94.3,10,65.3,96.6,99,99,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
451558,99,9,37.6,100,100,100,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
451562,94.7,9,43.5,95.7,100,100,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
451563,97.3,9,56.1,98.5,100,100,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
451565,94.5,10,43.1,100,100,100,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
451566,98.5,9,70.9,100,100,98.5,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
451569,90.2,8,61,99.5,100,99.5,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
451574,92.8,8,86.3,95.2,100,100,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
451575,99.3,10,77.6,100,100,100,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
451578,99.2,10,54.3,100,100,99.6,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
451579,95.3,10,78.6,98.7,98.7,97.7,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
451583,95.9,9,66.7,100,100,100,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
451589,83.3,8,68.2,90,100,100,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
451591,97.1,10,66.5,98.4,99.6,99.4,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
451594,99.3,7,48.9,100,99.3,99.3,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
451596,96.3,10,71,100,100,100,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
451600,100,10,89.6,100,100,100,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
451603,96.7,8,74.3,100,100,96.7,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
451605,100,8,68.2,100,100,100,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
451610,89.4,9,55.6,97.9,99.3,95.8,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
451614,,8,,,,,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
451617,50.4,9,62,77,99.6,99.8,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
451624,92.5,9,53.2,97,99.6,98.1,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
451635,98,10,51.2,98.9,100,99.1,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
451638,99.3,10,54.1,99.8,100,99.9,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
451640,100,10,69.5,100,100,100,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
451658,74.4,9,48.6,76.7,95.3,95.3,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
451660,,9,,,,,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
451663,99.8,9,69.9,99.8,100,100,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
451667,98.8,9,69.3,99.2,100,99.9,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
451675,96.3,9,42.9,99.4,100,99.4,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
451679,70.8,10,62.7,100,100,100,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
451682,98.5,10,59.3,99.5,100,100,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
451687,,,,,,,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
451688,95.1,9,52.6,97.5,99.9,99.7,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
451691,87.8,10,68,98.1,100,99.9,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
451697,99.2,10,66.9,99.2,100,100,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
451700,100,10,81.2,100,100,100,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
451701,44.4,10,82.4,98.9,100,100,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
451703,100,9,87.4,100,100,100,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
451705,94.5,10,78,97,100,100,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
451707,96.3,10,72.3,97.5,100,100,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
451708,100,6,67.1,100,100,100,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
451709,100,7,72.4,100,100,100,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
451712,97.2,10,64.7,100,100,99.7,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
451713,100,9,67.9,100,100,100,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
451715,97.9,10,69.4,97.9,100,100,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
451717,96.3,10,44.4,99.5,99.5,98.1,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
451720,,,,,,,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
451727,90.6,8,56,96.5,100,98.8,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
451729,100,10,60.9,100,100,100,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
451730,100,10,60.7,100,100,100,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
451734,91.9,10,37,100,100,100,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
451735,96.2,10,71.2,98.1,100,100,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
451738,99.2,10,86.7,100,100,100,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
451740,86.9,10,58.9,93.7,99.6,98.8,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
451741,99.7,10,49.3,99.8,100,100,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
451743,98,10,75.3,99.7,99.9,99.4,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
451745,,9,43.6,,,,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
451748,99.3,9,65.6,100,100,100,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
451749,100,6,17.9,100,100,100,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
451751,96.9,10,72,98.5,100,100,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
451753,99.6,9,81.2,100,100,100,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
451754,93.6,9,61.9,96.4,98.8,98.5,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
451756,99.5,10,72.4,100,100,99.7,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
451758,99.6,10,66.5,99.6,100,100,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
451762,,5,0,,,,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
451764,,9,,,,,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
451765,99.4,10,67.6,100,99.4,99.4,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
451772,91.7,8,35.5,100,100,100,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
451773,100,9,69.9,100,100,100,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
451774,100,10,69.9,100,100,100,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
451776,85.5,6,31.3,100,100,100,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
451777,96.5,7,0,98.6,100,100,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
451778,99.5,9,84.6,100,100,100,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
451780,99.1,10,63.7,99.8,100,99.8,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
451782,100,9,62.3,100,100,100,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
451784,100,9,87.9,100,100,100,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
451785,100,10,73.4,100,100,100,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
451786,100,8,88.7,100,100,100,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
451787,74,9,57.1,100,100,100,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
451788,94.6,9,42.1,95.9,99.3,99.3,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
451790,99.3,8,82.2,99.3,100,100,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
451791,99.2,8,61.2,100,99.2,100,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
451793,98.3,10,61.2,100,100,98.3,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
451797,94.7,9,67,97.9,100,98.9,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
451799,89,9,37.5,95.5,99.4,98.7,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
461500,100,10,68.6,100,100,100,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
461501,99.5,10,79.2,100,100,100,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
461503,99.5,10,62,99.8,100,100,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
461504,99.6,10,81.7,99.6,100,100,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
461511,93,10,59.9,99.8,99.7,97.8,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
461512,,9,71.4,,,,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
461514,93.2,9,80,100,100,97.7,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
461516,87.8,9,83.9,94.6,100,100,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
461518,85.2,9,,100,100,100,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
461519,95,9,63.7,100,100,100,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
461521,98.7,10,51.9,100,100,100,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
461522,98.8,9,87.8,100,98.8,98.8,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
461524,98.7,10,76.1,100,100,99.7,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
461526,82.5,10,76.2,100,100,87.5,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
461528,92.7,10,77.2,99.5,99.5,94.1,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
461530,63.6,8,27.8,90.9,100,100,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
461531,86.5,9,72.5,92.3,100,96.2,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
461534,100,10,80.2,100,100,100,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
461535,97.8,10,70.8,99.1,100,99.8,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
461536,,8,59.4,,,,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
461541,89.7,9,73.1,98.5,100,97.1,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
461542,93.5,10,81.6,93.5,100,100,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
461543,,,,,,,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
461544,,9,57.1,,,,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
461545,93.1,10,72.9,100,100,98.1,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
461547,93.9,8,75,98,100,100,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
461549,94.1,9,68.7,100,100,100,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
461550,90.6,9,73.4,96.9,100,92.2,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
461553,100,8,75.2,100,100,100,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
461557,100,10,67.9,100,100,100,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
461559,98.2,9,54.3,98.7,99.8,100,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
461560,78.4,9,56.3,88.2,98,96.1,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
461564,94.7,9,82,100,100,100,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
461566,99.4,10,83.5,100,100,100,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
461567,97.1,9,59.1,99.6,99.6,97.9,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
461571,43.9,10,71.4,98.2,98.2,61.4,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
461573,,8,73.7,,,,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
461575,87.8,10,74.1,98.6,100,100,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
461577,97.3,9,77.1,100,100,100,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
461580,97.5,10,67.4,100,100,99.5,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
461583,,7,46.5,,,,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
461584,100,10,93.2,100,100,100,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
461585,85.1,9,73.1,100,100,96.8,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
461587,82.4,10,75.8,96.2,98.8,93.6,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
461588,57.6,6,0,92.8,99.2,95.2,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
461589,98.9,10,86.9,99.6,100,99.3,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
461590,97.6,10,66.7,100,100,99.5,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
461591,100,10,83.3,100,100,100,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
461592,73.3,8,73.3,100,100,97.8,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
461595,98.6,10,79.1,100,100,99.3,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
461597,92.7,10,78.3,100,100,100,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
461599,97.3,9,,100,100,100,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
461600,96.9,10,93.5,99.4,99.8,100,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
461601,76,8,87.2,96.7,99.6,97.6,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
461602,94.4,9,83.9,100,100,100,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
461603,98.2,9,83,100,100,100,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
461604,81.2,9,76.5,94.2,100,97.1,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
461606,98.8,10,71.8,99.5,100,99.6,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
461607,97.5,9,52.8,100,100,100,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
461608,97.5,10,57.7,99.2,100,99.2,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
461609,99.7,10,60.2,100,100,100,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
461611,87,8,75,95.7,100,95.7,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
461612,,,,,,,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
461613,91.6,10,85.7,99,100,97.4,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
461617,91,10,39.1,99,100,97.6,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
461618,97.3,10,71.5,99.6,99.6,98.8,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
461620,98,9,70.2,100,100,100,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
461621,94.6,10,81.6,100,100,98.8,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
461624,91.3,10,82,100,100,100,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
461625,100,10,85.4,100,100,100,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
461626,99.1,9,83,100,100,99.1,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
461627,73,9,55.1,100,98.4,90.5,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
461628,100,9,75.5,100,100,100,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
461629,,,,,,,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
461630,,10,,,,,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
461631,59.7,9,47.2,99.4,98.1,71.7,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
461632,87.2,8,80.3,91,100,100,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
461633,,9,68.3,,,,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
461634,,,,,,,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
461635,96.2,10,,97.1,100,100,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
461637,,,,,,,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
461638,,,,,,,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
461639,,,,,,,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
461640,,,,,,,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
471500,99.6,9,79.1,99.7,100,100,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
471502,77.8,10,46.2,96.5,100,93,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
471503,93.2,9,59.1,98.6,98.6,95.9,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
471504,66.3,8,39.4,96.5,100,98.8,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
471505,92.6,10,66.6,97.4,100,98.4,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
471506,99.1,9,80.2,100,100,100,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
471507,99.3,10,60.8,100,100,100,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
471508,84.5,10,80.9,94.8,100,97.4,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
471510,99.2,10,69.9,99.7,99.8,99.7,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
481501,97.7,9,54.4,99.2,100,100,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
481502,78.3,8,38.5,100,98.6,95.7,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
481504,86.4,7,36.4,100,100,100,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
491500,99.7,10,38.7,99.9,99.9,99.9,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
491502,98.4,10,47.9,99.9,100,99.9,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
491503,99.2,10,48.8,100,100,99.6,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
491504,97.5,10,56.9,99.8,99.9,99.4,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
491507,91.5,9,81.4,98.3,99.7,99.3,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
491508,99.2,10,59.6,99.5,100,99.9,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
491509,100,10,41.3,100,100,100,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
491510,88.5,10,71.3,96.3,100,99.8,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
491513,99.6,8,84.6,100,100,99.6,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
491514,95.6,9,62.7,100,99.4,97.9,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
491515,95.4,10,58.3,99.1,99.8,99.1,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
491516,96.3,10,80.3,98.4,99.7,99.4,CMS Provider Data Catalog — Hospice Provider Data (252m-zfp9),2026-05-23
