ccn,cahps_summary_star,cahps_recommend_pct,cahps_rating_9_10_pct,cahps_communication_pct,cahps_symptoms_pct,cahps_respect_pct,cahps_timely_pct,cahps_emotional_pct,source,source_date
361554,3.0,84.0,82.0,81.0,73.0,89.0,76.0,90.0,CMS Hospice Care — CAHPS Hospice Survey (family caregivers),2026-05-01
361556,4.0,88.0,86.0,87.0,77.0,93.0,81.0,91.0,CMS Hospice Care — CAHPS Hospice Survey (family caregivers),2026-05-01
361558,,77.0,80.0,80.0,72.0,90.0,74.0,90.0,CMS Hospice Care — CAHPS Hospice Survey (family caregivers),2026-05-01
361560,3.0,86.0,80.0,79.0,67.0,91.0,76.0,93.0,CMS Hospice Care — CAHPS Hospice Survey (family caregivers),2026-05-01
361562,2.0,77.0,73.0,74.0,65.0,86.0,66.0,89.0,CMS Hospice Care — CAHPS Hospice Survey (family caregivers),2026-05-01
361563,4.0,85.0,86.0,85.0,78.0,92.0,87.0,92.0,CMS Hospice Care — CAHPS Hospice Survey (family caregivers),2026-05-01
361573,3.0,88.0,85.0,81.0,75.0,90.0,72.0,94.0,CMS Hospice Care — CAHPS Hospice Survey (family caregivers),2026-05-01
361580,4.0,90.0,85.0,83.0,75.0,93.0,84.0,87.0,CMS Hospice Care — CAHPS Hospice Survey (family caregivers),2026-05-01
361582,2.0,71.0,73.0,70.0,68.0,84.0,70.0,86.0,CMS Hospice Care — CAHPS Hospice Survey (family caregivers),2026-05-01
361583,4.0,87.0,83.0,82.0,72.0,91.0,80.0,92.0,CMS Hospice Care — CAHPS Hospice Survey (family caregivers),2026-05-01
361584,3.0,77.0,77.0,81.0,76.0,90.0,77.0,91.0,CMS Hospice Care — CAHPS Hospice Survey (family caregivers),2026-05-01
361589,2.0,69.0,72.0,74.0,67.0,88.0,63.0,90.0,CMS Hospice Care — CAHPS Hospice Survey (family caregivers),2026-05-01
361591,4.0,87.0,84.0,86.0,81.0,92.0,81.0,93.0,CMS Hospice Care — CAHPS Hospice Survey (family caregivers),2026-05-01
361594,4.0,85.0,82.0,81.0,76.0,92.0,80.0,91.0,CMS Hospice Care — CAHPS Hospice Survey (family caregivers),2026-05-01
361595,4.0,86.0,85.0,83.0,75.0,93.0,82.0,89.0,CMS Hospice Care — CAHPS Hospice Survey (family caregivers),2026-05-01
361598,,90.0,79.0,77.0,67.0,90.0,75.0,92.0,CMS Hospice Care — CAHPS Hospice Survey (family caregivers),2026-05-01
361602,4.0,84.0,82.0,81.0,74.0,92.0,78.0,90.0,CMS Hospice Care — CAHPS Hospice Survey (family caregivers),2026-05-01
361604,3.0,87.0,83.0,81.0,73.0,91.0,77.0,91.0,CMS Hospice Care — CAHPS Hospice Survey (family caregivers),2026-05-01
361608,3.0,81.0,81.0,81.0,75.0,90.0,79.0,89.0,CMS Hospice Care — CAHPS Hospice Survey (family caregivers),2026-05-01
361610,2.0,72.0,74.0,72.0,68.0,85.0,69.0,85.0,CMS Hospice Care — CAHPS Hospice Survey (family caregivers),2026-05-01
361612,2.0,80.0,80.0,75.0,70.0,90.0,73.0,85.0,CMS Hospice Care — CAHPS Hospice Survey (family caregivers),2026-05-01
361614,3.0,79.0,75.0,74.0,68.0,86.0,71.0,92.0,CMS Hospice Care — CAHPS Hospice Survey (family caregivers),2026-05-01
361617,3.0,83.0,79.0,80.0,75.0,91.0,77.0,92.0,CMS Hospice Care — CAHPS Hospice Survey (family caregivers),2026-05-01
361620,3.0,83.0,79.0,77.0,73.0,90.0,72.0,92.0,CMS Hospice Care — CAHPS Hospice Survey (family caregivers),2026-05-01
361625,3.0,87.0,82.0,81.0,73.0,90.0,80.0,94.0,CMS Hospice Care — CAHPS Hospice Survey (family caregivers),2026-05-01
361626,5.0,98.0,93.0,93.0,87.0,99.0,91.0,96.0,CMS Hospice Care — CAHPS Hospice Survey (family caregivers),2026-05-01
361627,4.0,89.0,87.0,85.0,72.0,96.0,76.0,95.0,CMS Hospice Care — CAHPS Hospice Survey (family caregivers),2026-05-01
361629,4.0,89.0,86.0,82.0,78.0,91.0,79.0,93.0,CMS Hospice Care — CAHPS Hospice Survey (family caregivers),2026-05-01
361631,5.0,96.0,93.0,87.0,82.0,96.0,87.0,95.0,CMS Hospice Care — CAHPS Hospice Survey (family caregivers),2026-05-01
361632,3.0,81.0,82.0,80.0,75.0,91.0,74.0,93.0,CMS Hospice Care — CAHPS Hospice Survey (family caregivers),2026-05-01
361634,3.0,84.0,80.0,82.0,71.0,92.0,78.0,93.0,CMS Hospice Care — CAHPS Hospice Survey (family caregivers),2026-05-01
361635,3.0,83.0,82.0,81.0,73.0,90.0,78.0,90.0,CMS Hospice Care — CAHPS Hospice Survey (family caregivers),2026-05-01
361636,5.0,93.0,93.0,90.0,84.0,97.0,81.0,94.0,CMS Hospice Care — CAHPS Hospice Survey (family caregivers),2026-05-01
361640,3.0,85.0,83.0,80.0,72.0,91.0,72.0,93.0,CMS Hospice Care — CAHPS Hospice Survey (family caregivers),2026-05-01
361644,2.0,63.0,74.0,70.0,66.0,80.0,71.0,87.0,CMS Hospice Care — CAHPS Hospice Survey (family caregivers),2026-05-01
361646,2.0,74.0,73.0,74.0,67.0,87.0,71.0,89.0,CMS Hospice Care — CAHPS Hospice Survey (family caregivers),2026-05-01
361647,3.0,87.0,84.0,82.0,77.0,94.0,77.0,90.0,CMS Hospice Care — CAHPS Hospice Survey (family caregivers),2026-05-01
361648,,89.0,86.0,88.0,74.0,94.0,85.0,93.0,CMS Hospice Care — CAHPS Hospice Survey (family caregivers),2026-05-01
361649,4.0,91.0,84.0,85.0,73.0,93.0,83.0,92.0,CMS Hospice Care — CAHPS Hospice Survey (family caregivers),2026-05-01
361650,4.0,87.0,86.0,84.0,73.0,90.0,83.0,92.0,CMS Hospice Care — CAHPS Hospice Survey (family caregivers),2026-05-01
361651,,86.0,82.0,77.0,67.0,90.0,74.0,95.0,CMS Hospice Care — CAHPS Hospice Survey (family caregivers),2026-05-01
361652,4.0,88.0,86.0,82.0,81.0,93.0,83.0,94.0,CMS Hospice Care — CAHPS Hospice Survey (family caregivers),2026-05-01
361653,,95.0,87.0,86.0,82.0,94.0,92.0,94.0,CMS Hospice Care — CAHPS Hospice Survey (family caregivers),2026-05-01
361654,3.0,86.0,83.0,80.0,74.0,89.0,79.0,93.0,CMS Hospice Care — CAHPS Hospice Survey (family caregivers),2026-05-01
361655,2.0,75.0,74.0,74.0,71.0,87.0,67.0,86.0,CMS Hospice Care — CAHPS Hospice Survey (family caregivers),2026-05-01
361656,3.0,81.0,76.0,76.0,72.0,87.0,68.0,88.0,CMS Hospice Care — CAHPS Hospice Survey (family caregivers),2026-05-01
361659,,85.0,77.0,78.0,73.0,88.0,80.0,88.0,CMS Hospice Care — CAHPS Hospice Survey (family caregivers),2026-05-01
361662,3.0,80.0,79.0,77.0,72.0,89.0,76.0,90.0,CMS Hospice Care — CAHPS Hospice Survey (family caregivers),2026-05-01
361664,4.0,89.0,85.0,82.0,75.0,92.0,79.0,93.0,CMS Hospice Care — CAHPS Hospice Survey (family caregivers),2026-05-01
361665,,90.0,90.0,86.0,65.0,96.0,69.0,96.0,CMS Hospice Care — CAHPS Hospice Survey (family caregivers),2026-05-01
361666,2.0,65.0,70.0,72.0,69.0,85.0,69.0,87.0,CMS Hospice Care — CAHPS Hospice Survey (family caregivers),2026-05-01
361669,,71.0,77.0,72.0,74.0,92.0,64.0,91.0,CMS Hospice Care — CAHPS Hospice Survey (family caregivers),2026-05-01
361674,3.0,70.0,68.0,80.0,70.0,89.0,76.0,86.0,CMS Hospice Care — CAHPS Hospice Survey (family caregivers),2026-05-01
361676,4.0,82.0,80.0,84.0,73.0,92.0,78.0,92.0,CMS Hospice Care — CAHPS Hospice Survey (family caregivers),2026-05-01
361677,,70.0,74.0,75.0,74.0,90.0,63.0,93.0,CMS Hospice Care — CAHPS Hospice Survey (family caregivers),2026-05-01
361678,4.0,90.0,85.0,83.0,77.0,91.0,79.0,92.0,CMS Hospice Care — CAHPS Hospice Survey (family caregivers),2026-05-01
361679,3.0,80.0,77.0,75.0,70.0,86.0,73.0,92.0,CMS Hospice Care — CAHPS Hospice Survey (family caregivers),2026-05-01
361680,3.0,79.0,77.0,74.0,63.0,89.0,71.0,89.0,CMS Hospice Care — CAHPS Hospice Survey (family caregivers),2026-05-01
361683,3.0,81.0,78.0,81.0,76.0,91.0,78.0,92.0,CMS Hospice Care — CAHPS Hospice Survey (family caregivers),2026-05-01
361684,,77.0,77.0,79.0,69.0,86.0,75.0,87.0,CMS Hospice Care — CAHPS Hospice Survey (family caregivers),2026-05-01
361685,4.0,88.0,86.0,86.0,82.0,96.0,78.0,91.0,CMS Hospice Care — CAHPS Hospice Survey (family caregivers),2026-05-01
361686,4.0,91.0,88.0,82.0,79.0,95.0,86.0,94.0,CMS Hospice Care — CAHPS Hospice Survey (family caregivers),2026-05-01
361687,2.0,73.0,73.0,72.0,65.0,86.0,70.0,87.0,CMS Hospice Care — CAHPS Hospice Survey (family caregivers),2026-05-01
361688,,90.0,88.0,85.0,76.0,96.0,88.0,96.0,CMS Hospice Care — CAHPS Hospice Survey (family caregivers),2026-05-01
361689,,92.0,92.0,90.0,82.0,99.0,93.0,92.0,CMS Hospice Care — CAHPS Hospice Survey (family caregivers),2026-05-01
361691,,74.0,72.0,80.0,65.0,87.0,79.0,89.0,CMS Hospice Care — CAHPS Hospice Survey (family caregivers),2026-05-01
361692,3.0,79.0,79.0,79.0,67.0,93.0,77.0,92.0,CMS Hospice Care — CAHPS Hospice Survey (family caregivers),2026-05-01
361694,,73.0,76.0,82.0,85.0,92.0,73.0,92.0,CMS Hospice Care — CAHPS Hospice Survey (family caregivers),2026-05-01
361695,,82.0,84.0,79.0,72.0,93.0,86.0,91.0,CMS Hospice Care — CAHPS Hospice Survey (family caregivers),2026-05-01
361696,4.0,91.0,85.0,86.0,77.0,94.0,81.0,91.0,CMS Hospice Care — CAHPS Hospice Survey (family caregivers),2026-05-01
361697,2.0,82.0,79.0,77.0,71.0,90.0,73.0,89.0,CMS Hospice Care — CAHPS Hospice Survey (family caregivers),2026-05-01
361698,,83.0,80.0,69.0,65.0,86.0,68.0,91.0,CMS Hospice Care — CAHPS Hospice Survey (family caregivers),2026-05-01
361699,5.0,89.0,87.0,80.0,82.0,94.0,84.0,94.0,CMS Hospice Care — CAHPS Hospice Survey (family caregivers),2026-05-01
361700,3.0,80.0,75.0,79.0,70.0,90.0,75.0,89.0,CMS Hospice Care — CAHPS Hospice Survey (family caregivers),2026-05-01
361702,,86.0,81.0,85.0,69.0,95.0,78.0,90.0,CMS Hospice Care — CAHPS Hospice Survey (family caregivers),2026-05-01
361703,4.0,86.0,89.0,82.0,73.0,93.0,81.0,93.0,CMS Hospice Care — CAHPS Hospice Survey (family caregivers),2026-05-01
361705,,87.0,85.0,81.0,77.0,95.0,76.0,98.0,CMS Hospice Care — CAHPS Hospice Survey (family caregivers),2026-05-01
361706,,91.0,84.0,82.0,68.0,93.0,69.0,95.0,CMS Hospice Care — CAHPS Hospice Survey (family caregivers),2026-05-01
361707,5.0,90.0,90.0,86.0,84.0,95.0,90.0,93.0,CMS Hospice Care — CAHPS Hospice Survey (family caregivers),2026-05-01
361708,5.0,89.0,92.0,87.0,89.0,96.0,89.0,96.0,CMS Hospice Care — CAHPS Hospice Survey (family caregivers),2026-05-01
361713,3.0,75.0,72.0,76.0,71.0,90.0,73.0,87.0,CMS Hospice Care — CAHPS Hospice Survey (family caregivers),2026-05-01
361716,,78.0,74.0,76.0,73.0,89.0,80.0,89.0,CMS Hospice Care — CAHPS Hospice Survey (family caregivers),2026-05-01
361718,1.0,64.0,65.0,73.0,60.0,85.0,64.0,90.0,CMS Hospice Care — CAHPS Hospice Survey (family caregivers),2026-05-01
361720,,78.0,73.0,75.0,68.0,86.0,77.0,86.0,CMS Hospice Care — CAHPS Hospice Survey (family caregivers),2026-05-01
361721,2.0,77.0,72.0,76.0,64.0,91.0,73.0,90.0,CMS Hospice Care — CAHPS Hospice Survey (family caregivers),2026-05-01
361722,3.0,79.0,76.0,76.0,72.0,85.0,77.0,83.0,CMS Hospice Care — CAHPS Hospice Survey (family caregivers),2026-05-01
361723,,77.0,74.0,74.0,70.0,88.0,68.0,87.0,CMS Hospice Care — CAHPS Hospice Survey (family caregivers),2026-05-01
361724,3.0,88.0,87.0,81.0,72.0,92.0,81.0,92.0,CMS Hospice Care — CAHPS Hospice Survey (family caregivers),2026-05-01
361725,,69.0,68.0,72.0,62.0,86.0,65.0,81.0,CMS Hospice Care — CAHPS Hospice Survey (family caregivers),2026-05-01
361726,3.0,77.0,75.0,75.0,73.0,89.0,71.0,89.0,CMS Hospice Care — CAHPS Hospice Survey (family caregivers),2026-05-01
361728,4.0,87.0,84.0,86.0,75.0,91.0,83.0,88.0,CMS Hospice Care — CAHPS Hospice Survey (family caregivers),2026-05-01
361730,,54.0,54.0,74.0,70.0,86.0,60.0,89.0,CMS Hospice Care — CAHPS Hospice Survey (family caregivers),2026-05-01
361731,,70.0,72.0,76.0,69.0,86.0,62.0,91.0,CMS Hospice Care — CAHPS Hospice Survey (family caregivers),2026-05-01
371500,5.0,94.0,92.0,86.0,82.0,98.0,88.0,95.0,CMS Hospice Care — CAHPS Hospice Survey (family caregivers),2026-05-01
371501,4.0,92.0,87.0,84.0,85.0,94.0,85.0,89.0,CMS Hospice Care — CAHPS Hospice Survey (family caregivers),2026-05-01
371503,5.0,88.0,87.0,86.0,81.0,95.0,84.0,94.0,CMS Hospice Care — CAHPS Hospice Survey (family caregivers),2026-05-01
371505,,91.0,82.0,80.0,76.0,89.0,75.0,93.0,CMS Hospice Care — CAHPS Hospice Survey (family caregivers),2026-05-01
371509,3.0,85.0,81.0,79.0,73.0,89.0,75.0,89.0,CMS Hospice Care — CAHPS Hospice Survey (family caregivers),2026-05-01
371510,4.0,91.0,85.0,81.0,78.0,94.0,75.0,92.0,CMS Hospice Care — CAHPS Hospice Survey (family caregivers),2026-05-01
371513,4.0,89.0,88.0,85.0,73.0,94.0,83.0,90.0,CMS Hospice Care — CAHPS Hospice Survey (family caregivers),2026-05-01
371514,5.0,94.0,89.0,90.0,83.0,95.0,87.0,96.0,CMS Hospice Care — CAHPS Hospice Survey (family caregivers),2026-05-01
371517,5.0,93.0,90.0,87.0,85.0,96.0,82.0,94.0,CMS Hospice Care — CAHPS Hospice Survey (family caregivers),2026-05-01
371538,4.0,89.0,84.0,83.0,79.0,92.0,84.0,93.0,CMS Hospice Care — CAHPS Hospice Survey (family caregivers),2026-05-01
371540,,93.0,92.0,88.0,86.0,94.0,91.0,91.0,CMS Hospice Care — CAHPS Hospice Survey (family caregivers),2026-05-01
371545,,88.0,80.0,85.0,88.0,93.0,77.0,87.0,CMS Hospice Care — CAHPS Hospice Survey (family caregivers),2026-05-01
371547,5.0,93.0,87.0,87.0,85.0,95.0,88.0,93.0,CMS Hospice Care — CAHPS Hospice Survey (family caregivers),2026-05-01
371549,4.0,93.0,86.0,87.0,81.0,93.0,84.0,93.0,CMS Hospice Care — CAHPS Hospice Survey (family caregivers),2026-05-01
371553,,88.0,89.0,87.0,82.0,95.0,79.0,90.0,CMS Hospice Care — CAHPS Hospice Survey (family caregivers),2026-05-01
371554,5.0,92.0,87.0,87.0,84.0,91.0,85.0,93.0,CMS Hospice Care — CAHPS Hospice Survey (family caregivers),2026-05-01
371560,3.0,84.0,80.0,79.0,77.0,89.0,80.0,92.0,CMS Hospice Care — CAHPS Hospice Survey (family caregivers),2026-05-01
371561,4.0,92.0,87.0,84.0,76.0,94.0,83.0,93.0,CMS Hospice Care — CAHPS Hospice Survey (family caregivers),2026-05-01
371563,,79.0,78.0,81.0,73.0,91.0,81.0,90.0,CMS Hospice Care — CAHPS Hospice Survey (family caregivers),2026-05-01
371570,3.0,83.0,76.0,80.0,72.0,90.0,74.0,90.0,CMS Hospice Care — CAHPS Hospice Survey (family caregivers),2026-05-01
371574,4.0,92.0,86.0,84.0,79.0,92.0,84.0,94.0,CMS Hospice Care — CAHPS Hospice Survey (family caregivers),2026-05-01
371575,3.0,83.0,80.0,76.0,68.0,89.0,76.0,89.0,CMS Hospice Care — CAHPS Hospice Survey (family caregivers),2026-05-01
371581,4.0,87.0,83.0,84.0,78.0,91.0,87.0,90.0,CMS Hospice Care — CAHPS Hospice Survey (family caregivers),2026-05-01
371583,2.0,81.0,72.0,73.0,68.0,87.0,70.0,91.0,CMS Hospice Care — CAHPS Hospice Survey (family caregivers),2026-05-01
371586,,93.0,91.0,86.0,81.0,95.0,84.0,95.0,CMS Hospice Care — CAHPS Hospice Survey (family caregivers),2026-05-01
371588,,96.0,90.0,89.0,85.0,98.0,83.0,96.0,CMS Hospice Care — CAHPS Hospice Survey (family caregivers),2026-05-01
371595,,88.0,88.0,90.0,80.0,96.0,85.0,92.0,CMS Hospice Care — CAHPS Hospice Survey (family caregivers),2026-05-01
371597,4.0,88.0,87.0,85.0,79.0,92.0,89.0,92.0,CMS Hospice Care — CAHPS Hospice Survey (family caregivers),2026-05-01
371600,2.0,74.0,70.0,72.0,69.0,86.0,69.0,84.0,CMS Hospice Care — CAHPS Hospice Survey (family caregivers),2026-05-01
371603,3.0,84.0,78.0,80.0,76.0,90.0,79.0,89.0,CMS Hospice Care — CAHPS Hospice Survey (family caregivers),2026-05-01
371608,4.0,90.0,85.0,84.0,74.0,92.0,79.0,94.0,CMS Hospice Care — CAHPS Hospice Survey (family caregivers),2026-05-01
371610,,87.0,79.0,87.0,83.0,92.0,82.0,94.0,CMS Hospice Care — CAHPS Hospice Survey (family caregivers),2026-05-01
371611,,92.0,92.0,89.0,82.0,94.0,91.0,96.0,CMS Hospice Care — CAHPS Hospice Survey (family caregivers),2026-05-01
371613,4.0,88.0,89.0,82.0,82.0,95.0,85.0,89.0,CMS Hospice Care — CAHPS Hospice Survey (family caregivers),2026-05-01
371615,,87.0,83.0,84.0,79.0,91.0,81.0,90.0,CMS Hospice Care — CAHPS Hospice Survey (family caregivers),2026-05-01
371619,4.0,82.0,78.0,82.0,78.0,90.0,76.0,90.0,CMS Hospice Care — CAHPS Hospice Survey (family caregivers),2026-05-01
371622,,88.0,80.0,81.0,82.0,90.0,81.0,87.0,CMS Hospice Care — CAHPS Hospice Survey (family caregivers),2026-05-01
371623,,85.0,86.0,84.0,73.0,95.0,88.0,89.0,CMS Hospice Care — CAHPS Hospice Survey (family caregivers),2026-05-01
371625,5.0,92.0,86.0,85.0,83.0,94.0,86.0,93.0,CMS Hospice Care — CAHPS Hospice Survey (family caregivers),2026-05-01
371629,,94.0,91.0,87.0,79.0,96.0,89.0,93.0,CMS Hospice Care — CAHPS Hospice Survey (family caregivers),2026-05-01
371630,2.0,78.0,77.0,73.0,77.0,90.0,72.0,89.0,CMS Hospice Care — CAHPS Hospice Survey (family caregivers),2026-05-01
371634,5.0,93.0,90.0,88.0,86.0,95.0,91.0,93.0,CMS Hospice Care — CAHPS Hospice Survey (family caregivers),2026-05-01
371635,,81.0,76.0,73.0,63.0,80.0,71.0,84.0,CMS Hospice Care — CAHPS Hospice Survey (family caregivers),2026-05-01
371638,3.0,77.0,80.0,83.0,77.0,92.0,75.0,95.0,CMS Hospice Care — CAHPS Hospice Survey (family caregivers),2026-05-01
371642,,77.0,79.0,83.0,70.0,93.0,73.0,89.0,CMS Hospice Care — CAHPS Hospice Survey (family caregivers),2026-05-01
371644,4.0,84.0,83.0,80.0,76.0,93.0,75.0,93.0,CMS Hospice Care — CAHPS Hospice Survey (family caregivers),2026-05-01
371645,,87.0,89.0,88.0,81.0,95.0,85.0,94.0,CMS Hospice Care — CAHPS Hospice Survey (family caregivers),2026-05-01
371646,,83.0,87.0,74.0,76.0,96.0,76.0,97.0,CMS Hospice Care — CAHPS Hospice Survey (family caregivers),2026-05-01
371649,4.0,87.0,81.0,89.0,80.0,96.0,86.0,90.0,CMS Hospice Care — CAHPS Hospice Survey (family caregivers),2026-05-01
371650,,80.0,74.0,84.0,75.0,93.0,75.0,89.0,CMS Hospice Care — CAHPS Hospice Survey (family caregivers),2026-05-01
371652,3.0,78.0,80.0,80.0,78.0,90.0,76.0,91.0,CMS Hospice Care — CAHPS Hospice Survey (family caregivers),2026-05-01
371653,4.0,89.0,83.0,82.0,74.0,95.0,81.0,91.0,CMS Hospice Care — CAHPS Hospice Survey (family caregivers),2026-05-01
371654,2.0,72.0,70.0,74.0,71.0,85.0,70.0,85.0,CMS Hospice Care — CAHPS Hospice Survey (family caregivers),2026-05-01
371655,,84.0,82.0,72.0,62.0,92.0,77.0,88.0,CMS Hospice Care — CAHPS Hospice Survey (family caregivers),2026-05-01
371656,,82.0,78.0,80.0,77.0,82.0,74.0,91.0,CMS Hospice Care — CAHPS Hospice Survey (family caregivers),2026-05-01
371657,,69.0,69.0,71.0,65.0,85.0,66.0,82.0,CMS Hospice Care — CAHPS Hospice Survey (family caregivers),2026-05-01
371666,,87.0,83.0,79.0,72.0,88.0,78.0,87.0,CMS Hospice Care — CAHPS Hospice Survey (family caregivers),2026-05-01
371669,,84.0,82.0,79.0,67.0,91.0,75.0,92.0,CMS Hospice Care — CAHPS Hospice Survey (family caregivers),2026-05-01
371671,,89.0,85.0,88.0,83.0,99.0,87.0,93.0,CMS Hospice Care — CAHPS Hospice Survey (family caregivers),2026-05-01
371672,,81.0,69.0,79.0,76.0,90.0,75.0,88.0,CMS Hospice Care — CAHPS Hospice Survey (family caregivers),2026-05-01
371673,3.0,81.0,74.0,78.0,65.0,87.0,70.0,91.0,CMS Hospice Care — CAHPS Hospice Survey (family caregivers),2026-05-01
371676,,94.0,93.0,87.0,77.0,97.0,87.0,95.0,CMS Hospice Care — CAHPS Hospice Survey (family caregivers),2026-05-01
371677,4.0,83.0,82.0,82.0,77.0,92.0,74.0,88.0,CMS Hospice Care — CAHPS Hospice Survey (family caregivers),2026-05-01
371678,,68.0,68.0,68.0,74.0,86.0,72.0,82.0,CMS Hospice Care — CAHPS Hospice Survey (family caregivers),2026-05-01
371680,,81.0,76.0,75.0,79.0,84.0,75.0,86.0,CMS Hospice Care — CAHPS Hospice Survey (family caregivers),2026-05-01
371681,,82.0,73.0,77.0,70.0,92.0,75.0,87.0,CMS Hospice Care — CAHPS Hospice Survey (family caregivers),2026-05-01
371682,,87.0,86.0,83.0,72.0,92.0,86.0,89.0,CMS Hospice Care — CAHPS Hospice Survey (family caregivers),2026-05-01
371683,,80.0,75.0,76.0,67.0,89.0,77.0,92.0,CMS Hospice Care — CAHPS Hospice Survey (family caregivers),2026-05-01
371689,4.0,90.0,85.0,86.0,79.0,93.0,89.0,91.0,CMS Hospice Care — CAHPS Hospice Survey (family caregivers),2026-05-01
371690,,88.0,80.0,83.0,77.0,92.0,83.0,96.0,CMS Hospice Care — CAHPS Hospice Survey (family caregivers),2026-05-01
371692,,84.0,78.0,81.0,82.0,94.0,88.0,87.0,CMS Hospice Care — CAHPS Hospice Survey (family caregivers),2026-05-01
371695,,86.0,80.0,83.0,69.0,97.0,85.0,85.0,CMS Hospice Care — CAHPS Hospice Survey (family caregivers),2026-05-01
371697,2.0,80.0,80.0,75.0,73.0,84.0,74.0,88.0,CMS Hospice Care — CAHPS Hospice Survey (family caregivers),2026-05-01
371698,,85.0,82.0,82.0,75.0,92.0,86.0,90.0,CMS Hospice Care — CAHPS Hospice Survey (family caregivers),2026-05-01
371701,5.0,94.0,88.0,91.0,80.0,96.0,92.0,88.0,CMS Hospice Care — CAHPS Hospice Survey (family caregivers),2026-05-01
371702,4.0,84.0,84.0,84.0,79.0,92.0,85.0,87.0,CMS Hospice Care — CAHPS Hospice Survey (family caregivers),2026-05-01
371705,3.0,83.0,80.0,83.0,76.0,92.0,85.0,87.0,CMS Hospice Care — CAHPS Hospice Survey (family caregivers),2026-05-01
371706,,86.0,88.0,79.0,80.0,89.0,88.0,92.0,CMS Hospice Care — CAHPS Hospice Survey (family caregivers),2026-05-01
371707,,75.0,73.0,80.0,65.0,88.0,87.0,86.0,CMS Hospice Care — CAHPS Hospice Survey (family caregivers),2026-05-01
371709,,80.0,82.0,83.0,78.0,92.0,82.0,90.0,CMS Hospice Care — CAHPS Hospice Survey (family caregivers),2026-05-01
371710,3.0,83.0,84.0,83.0,77.0,91.0,80.0,89.0,CMS Hospice Care — CAHPS Hospice Survey (family caregivers),2026-05-01
371711,4.0,87.0,85.0,80.0,78.0,93.0,80.0,89.0,CMS Hospice Care — CAHPS Hospice Survey (family caregivers),2026-05-01
371712,,97.0,93.0,91.0,87.0,99.0,91.0,96.0,CMS Hospice Care — CAHPS Hospice Survey (family caregivers),2026-05-01
371713,,93.0,88.0,87.0,88.0,94.0,74.0,92.0,CMS Hospice Care — CAHPS Hospice Survey (family caregivers),2026-05-01
371714,,88.0,82.0,82.0,82.0,90.0,87.0,93.0,CMS Hospice Care — CAHPS Hospice Survey (family caregivers),2026-05-01
371715,,81.0,73.0,74.0,74.0,90.0,67.0,90.0,CMS Hospice Care — CAHPS Hospice Survey (family caregivers),2026-05-01
371717,,85.0,81.0,86.0,85.0,93.0,91.0,92.0,CMS Hospice Care — CAHPS Hospice Survey (family caregivers),2026-05-01
371720,5.0,91.0,88.0,86.0,82.0,96.0,83.0,98.0,CMS Hospice Care — CAHPS Hospice Survey (family caregivers),2026-05-01
371721,,95.0,88.0,83.0,79.0,92.0,89.0,94.0,CMS Hospice Care — CAHPS Hospice Survey (family caregivers),2026-05-01
371722,3.0,83.0,81.0,80.0,73.0,88.0,76.0,87.0,CMS Hospice Care — CAHPS Hospice Survey (family caregivers),2026-05-01
371726,,83.0,81.0,78.0,79.0,85.0,82.0,88.0,CMS Hospice Care — CAHPS Hospice Survey (family caregivers),2026-05-01
371728,,83.0,80.0,79.0,76.0,92.0,83.0,93.0,CMS Hospice Care — CAHPS Hospice Survey (family caregivers),2026-05-01
371729,4.0,89.0,89.0,84.0,78.0,94.0,84.0,94.0,CMS Hospice Care — CAHPS Hospice Survey (family caregivers),2026-05-01
371730,,78.0,72.0,82.0,74.0,86.0,79.0,90.0,CMS Hospice Care — CAHPS Hospice Survey (family caregivers),2026-05-01
371731,4.0,86.0,82.0,85.0,75.0,92.0,81.0,89.0,CMS Hospice Care — CAHPS Hospice Survey (family caregivers),2026-05-01
371732,2.0,78.0,75.0,78.0,70.0,86.0,74.0,87.0,CMS Hospice Care — CAHPS Hospice Survey (family caregivers),2026-05-01
371734,,90.0,83.0,86.0,75.0,96.0,76.0,97.0,CMS Hospice Care — CAHPS Hospice Survey (family caregivers),2026-05-01
371735,,89.0,84.0,84.0,83.0,92.0,81.0,97.0,CMS Hospice Care — CAHPS Hospice Survey (family caregivers),2026-05-01
381500,4.0,87.0,83.0,82.0,75.0,92.0,78.0,92.0,CMS Hospice Care — CAHPS Hospice Survey (family caregivers),2026-05-01
381501,4.0,93.0,87.0,85.0,78.0,93.0,82.0,91.0,CMS Hospice Care — CAHPS Hospice Survey (family caregivers),2026-05-01
381502,4.0,86.0,82.0,82.0,73.0,92.0,76.0,92.0,CMS Hospice Care — CAHPS Hospice Survey (family caregivers),2026-05-01
381503,5.0,93.0,92.0,90.0,85.0,94.0,84.0,93.0,CMS Hospice Care — CAHPS Hospice Survey (family caregivers),2026-05-01
381505,4.0,86.0,84.0,85.0,76.0,91.0,76.0,91.0,CMS Hospice Care — CAHPS Hospice Survey (family caregivers),2026-05-01
381506,3.0,86.0,79.0,80.0,75.0,89.0,74.0,89.0,CMS Hospice Care — CAHPS Hospice Survey (family caregivers),2026-05-01
381507,3.0,80.0,75.0,78.0,71.0,88.0,69.0,93.0,CMS Hospice Care — CAHPS Hospice Survey (family caregivers),2026-05-01
