ccn,star_rating,timely_initiation_pct,improve_ambulation_pct,improve_bed_transfer_pct,improve_bathing_pct,discharge_to_community_rate,source,source_date
248060,2.5,99.15,83.79,88.05,84.16,96.43,CMS Provider Data Catalog — Home Health Care Agencies (6jpm-sxkc),2026-05-23
248061,5,99.52,92.98,94.97,95.92,96.7,CMS Provider Data Catalog — Home Health Care Agencies (6jpm-sxkc),2026-05-23
248068,5,99.61,96.63,96.55,97.09,86.8,CMS Provider Data Catalog — Home Health Care Agencies (6jpm-sxkc),2026-05-23
248076,1,88.03,53.77,38.83,53.04,80.01,CMS Provider Data Catalog — Home Health Care Agencies (6jpm-sxkc),2026-05-23
248078,2,39.18,71.45,75.3,69.64,60.29,CMS Provider Data Catalog — Home Health Care Agencies (6jpm-sxkc),2026-05-23
248080,3.5,96.71,66.01,54.19,100,87.37,CMS Provider Data Catalog — Home Health Care Agencies (6jpm-sxkc),2026-05-23
248081,1,86.24,55.53,55.24,64.92,,CMS Provider Data Catalog — Home Health Care Agencies (6jpm-sxkc),2026-05-23
248082,2.5,92.96,81.14,91.13,84.63,85.88,CMS Provider Data Catalog — Home Health Care Agencies (6jpm-sxkc),2026-05-23
248084,4.5,98.08,92.18,94.06,91.03,93.19,CMS Provider Data Catalog — Home Health Care Agencies (6jpm-sxkc),2026-05-23
248085,3.5,97.97,91.7,100,93.85,59.3,CMS Provider Data Catalog — Home Health Care Agencies (6jpm-sxkc),2026-05-23
248086,4.5,98.07,93.96,92.25,94.2,84.58,CMS Provider Data Catalog — Home Health Care Agencies (6jpm-sxkc),2026-05-23
248087,,,,,,,CMS Provider Data Catalog — Home Health Care Agencies (6jpm-sxkc),2026-05-23
248088,2,98.86,54.09,63.19,61.53,94.68,CMS Provider Data Catalog — Home Health Care Agencies (6jpm-sxkc),2026-05-23
248089,4,95.12,92.09,90.41,94.7,72.62,CMS Provider Data Catalog — Home Health Care Agencies (6jpm-sxkc),2026-05-23
248091,3.5,98.49,87.16,89.92,90.1,98.46,CMS Provider Data Catalog — Home Health Care Agencies (6jpm-sxkc),2026-05-23
248093,4.5,99.81,94.81,90.05,93.46,100.99,CMS Provider Data Catalog — Home Health Care Agencies (6jpm-sxkc),2026-05-23
248096,3,90.85,85.89,89.28,88.87,84.69,CMS Provider Data Catalog — Home Health Care Agencies (6jpm-sxkc),2026-05-23
248098,4,99.59,92.83,88.53,91.23,85.89,CMS Provider Data Catalog — Home Health Care Agencies (6jpm-sxkc),2026-05-23
248105,3.5,97.89,88.35,89.69,94.11,91.09,CMS Provider Data Catalog — Home Health Care Agencies (6jpm-sxkc),2026-05-23
248109,2.5,99.4,70.23,68.45,60.08,91.06,CMS Provider Data Catalog — Home Health Care Agencies (6jpm-sxkc),2026-05-23
248110,,93.75,68.29,56.94,76.27,,CMS Provider Data Catalog — Home Health Care Agencies (6jpm-sxkc),2026-05-23
248113,1.5,80.33,76.35,70.87,80.53,86.2,CMS Provider Data Catalog — Home Health Care Agencies (6jpm-sxkc),2026-05-23
248115,,,,,,,CMS Provider Data Catalog — Home Health Care Agencies (6jpm-sxkc),2026-05-23
248118,4,98.85,89.35,88.98,92.62,89.28,CMS Provider Data Catalog — Home Health Care Agencies (6jpm-sxkc),2026-05-23
248120,,,,,,,CMS Provider Data Catalog — Home Health Care Agencies (6jpm-sxkc),2026-05-23
248124,3,98.41,87.22,88.5,81.84,87.13,CMS Provider Data Catalog — Home Health Care Agencies (6jpm-sxkc),2026-05-23
248125,,,,,,,CMS Provider Data Catalog — Home Health Care Agencies (6jpm-sxkc),2026-05-23
248126,,,,,,,CMS Provider Data Catalog — Home Health Care Agencies (6jpm-sxkc),2026-05-23
248129,3,98.27,74.32,84.93,80.66,92.03,CMS Provider Data Catalog — Home Health Care Agencies (6jpm-sxkc),2026-05-23
248131,1.5,87.55,62.43,74.41,63.89,90.96,CMS Provider Data Catalog — Home Health Care Agencies (6jpm-sxkc),2026-05-23
248132,2.5,99.28,69.6,84.01,70.71,69.27,CMS Provider Data Catalog — Home Health Care Agencies (6jpm-sxkc),2026-05-23
248134,,,,,,,CMS Provider Data Catalog — Home Health Care Agencies (6jpm-sxkc),2026-05-23
248136,,100,,,,,CMS Provider Data Catalog — Home Health Care Agencies (6jpm-sxkc),2026-05-23
248137,3,94.2,82.9,87.27,88.48,88.91,CMS Provider Data Catalog — Home Health Care Agencies (6jpm-sxkc),2026-05-23
248144,4,99.37,89.89,89.02,90.8,93.27,CMS Provider Data Catalog — Home Health Care Agencies (6jpm-sxkc),2026-05-23
248145,,,,,,,CMS Provider Data Catalog — Home Health Care Agencies (6jpm-sxkc),2026-05-23
248147,,95.65,,,,,CMS Provider Data Catalog — Home Health Care Agencies (6jpm-sxkc),2026-05-23
248148,3,89.8,88.52,91.89,85.69,88.51,CMS Provider Data Catalog — Home Health Care Agencies (6jpm-sxkc),2026-05-23
248149,,,,,,,CMS Provider Data Catalog — Home Health Care Agencies (6jpm-sxkc),2026-05-23
248152,,,,,,,CMS Provider Data Catalog — Home Health Care Agencies (6jpm-sxkc),2026-05-23
248153,4,96.07,94.73,93.03,93.13,83.9,CMS Provider Data Catalog — Home Health Care Agencies (6jpm-sxkc),2026-05-23
248156,2.5,95.48,80.32,78.85,82.19,83.08,CMS Provider Data Catalog — Home Health Care Agencies (6jpm-sxkc),2026-05-23
248157,2.5,99.55,75.74,79.01,84.74,71.5,CMS Provider Data Catalog — Home Health Care Agencies (6jpm-sxkc),2026-05-23
248158,,,,,,,CMS Provider Data Catalog — Home Health Care Agencies (6jpm-sxkc),2026-05-23
248159,,96,,,,,CMS Provider Data Catalog — Home Health Care Agencies (6jpm-sxkc),2026-05-23
248160,,,,,,,CMS Provider Data Catalog — Home Health Care Agencies (6jpm-sxkc),2026-05-23
248161,,,,,,,CMS Provider Data Catalog — Home Health Care Agencies (6jpm-sxkc),2026-05-23
248162,,,,,,,CMS Provider Data Catalog — Home Health Care Agencies (6jpm-sxkc),2026-05-23
248163,1.5,90.91,57.06,56.07,63.85,81.43,CMS Provider Data Catalog — Home Health Care Agencies (6jpm-sxkc),2026-05-23
248164,,,,,,,CMS Provider Data Catalog — Home Health Care Agencies (6jpm-sxkc),2026-05-23
248165,,,,,,,CMS Provider Data Catalog — Home Health Care Agencies (6jpm-sxkc),2026-05-23
248166,,,,,,,CMS Provider Data Catalog — Home Health Care Agencies (6jpm-sxkc),2026-05-23
267002,3,90.37,85.36,86.61,86.85,85.57,CMS Provider Data Catalog — Home Health Care Agencies (6jpm-sxkc),2026-05-23
267025,1.5,85.71,50.6,42.31,82.38,72.51,CMS Provider Data Catalog — Home Health Care Agencies (6jpm-sxkc),2026-05-23
267032,4,100,85.1,90.99,91.87,91.8,CMS Provider Data Catalog — Home Health Care Agencies (6jpm-sxkc),2026-05-23
267037,2,91.45,71.14,81.59,73.5,85.2,CMS Provider Data Catalog — Home Health Care Agencies (6jpm-sxkc),2026-05-23
267050,3,99.34,88.17,86.14,91.55,90.13,CMS Provider Data Catalog — Home Health Care Agencies (6jpm-sxkc),2026-05-23
267056,3,91.76,87.45,89.78,89.57,88.64,CMS Provider Data Catalog — Home Health Care Agencies (6jpm-sxkc),2026-05-23
267058,3.5,99.67,88.59,88.12,88.4,90.63,CMS Provider Data Catalog — Home Health Care Agencies (6jpm-sxkc),2026-05-23
267062,2.5,97.58,79.14,82.53,78.72,86.07,CMS Provider Data Catalog — Home Health Care Agencies (6jpm-sxkc),2026-05-23
267064,4.5,99.85,91.99,95.66,93.21,92.94,CMS Provider Data Catalog — Home Health Care Agencies (6jpm-sxkc),2026-05-23
267069,4.5,100,93.22,95.15,94.25,93.29,CMS Provider Data Catalog — Home Health Care Agencies (6jpm-sxkc),2026-05-23
267070,2,93.51,71.75,84.26,80.64,85.09,CMS Provider Data Catalog — Home Health Care Agencies (6jpm-sxkc),2026-05-23
267087,3.5,99.09,88.11,90.4,90.01,93.68,CMS Provider Data Catalog — Home Health Care Agencies (6jpm-sxkc),2026-05-23
267093,3.5,99.6,88.57,90.27,93.51,97.78,CMS Provider Data Catalog — Home Health Care Agencies (6jpm-sxkc),2026-05-23
267097,4.5,100,92.93,94.11,100,83.78,CMS Provider Data Catalog — Home Health Care Agencies (6jpm-sxkc),2026-05-23
267098,5,99.9,95.21,94.9,94.9,81.83,CMS Provider Data Catalog — Home Health Care Agencies (6jpm-sxkc),2026-05-23
267125,2,87.5,76.24,52.31,79.74,89.03,CMS Provider Data Catalog — Home Health Care Agencies (6jpm-sxkc),2026-05-23
267127,2,94.08,75.42,70.19,82.37,87.82,CMS Provider Data Catalog — Home Health Care Agencies (6jpm-sxkc),2026-05-23
267140,3.5,99.85,90.91,89.69,92.33,89.62,CMS Provider Data Catalog — Home Health Care Agencies (6jpm-sxkc),2026-05-23
267151,4.5,100,91.42,93.42,95.23,86.72,CMS Provider Data Catalog — Home Health Care Agencies (6jpm-sxkc),2026-05-23
267160,4,98.89,87.43,98.7,89.59,89.44,CMS Provider Data Catalog — Home Health Care Agencies (6jpm-sxkc),2026-05-23
267182,2.5,87.19,81.57,84.9,85.33,94.29,CMS Provider Data Catalog — Home Health Care Agencies (6jpm-sxkc),2026-05-23
267184,3,96.47,83.42,88.46,86.16,89.87,CMS Provider Data Catalog — Home Health Care Agencies (6jpm-sxkc),2026-05-23
267185,2.5,82.52,72.9,,93.14,74.92,CMS Provider Data Catalog — Home Health Care Agencies (6jpm-sxkc),2026-05-23
267186,3,99.31,87.43,86.23,92.81,67.52,CMS Provider Data Catalog — Home Health Care Agencies (6jpm-sxkc),2026-05-23
267195,4.5,99.91,93.66,94.1,93.73,98.08,CMS Provider Data Catalog — Home Health Care Agencies (6jpm-sxkc),2026-05-23
267196,2.5,96.94,82.05,85.67,84.93,76.49,CMS Provider Data Catalog — Home Health Care Agencies (6jpm-sxkc),2026-05-23
267216,3,96.17,86.04,86.62,86.15,82.18,CMS Provider Data Catalog — Home Health Care Agencies (6jpm-sxkc),2026-05-23
267217,4,99.55,89.15,91.65,92.53,93.81,CMS Provider Data Catalog — Home Health Care Agencies (6jpm-sxkc),2026-05-23
267219,4,99.6,92.22,92.86,92.69,92.17,CMS Provider Data Catalog — Home Health Care Agencies (6jpm-sxkc),2026-05-23
267223,4,96.77,91.96,100,94.99,95.57,CMS Provider Data Catalog — Home Health Care Agencies (6jpm-sxkc),2026-05-23
267253,4.5,99.74,91.05,96.42,94.2,92.61,CMS Provider Data Catalog — Home Health Care Agencies (6jpm-sxkc),2026-05-23
267264,,,,,,,CMS Provider Data Catalog — Home Health Care Agencies (6jpm-sxkc),2026-05-23
267270,4,99.4,91.12,93.85,92.75,85.8,CMS Provider Data Catalog — Home Health Care Agencies (6jpm-sxkc),2026-05-23
267276,4,98.93,88.3,89.91,90.95,89.52,CMS Provider Data Catalog — Home Health Care Agencies (6jpm-sxkc),2026-05-23
267282,3,98.14,85.15,86.08,88.34,87.67,CMS Provider Data Catalog — Home Health Care Agencies (6jpm-sxkc),2026-05-23
267290,4,98.84,91.97,94.93,91.17,77.97,CMS Provider Data Catalog — Home Health Care Agencies (6jpm-sxkc),2026-05-23
267296,4.5,99.72,93.2,95.89,96.38,89.65,CMS Provider Data Catalog — Home Health Care Agencies (6jpm-sxkc),2026-05-23
267402,3,93.16,80.72,86.99,86.83,84.41,CMS Provider Data Catalog — Home Health Care Agencies (6jpm-sxkc),2026-05-23
267409,2.5,84.8,79.89,84.29,83.06,93.54,CMS Provider Data Catalog — Home Health Care Agencies (6jpm-sxkc),2026-05-23
267413,2,88.52,76.51,87.41,85.17,72.55,CMS Provider Data Catalog — Home Health Care Agencies (6jpm-sxkc),2026-05-23
267431,4,88.52,93.65,94.71,93.04,93.04,CMS Provider Data Catalog — Home Health Care Agencies (6jpm-sxkc),2026-05-23
267448,4,98.51,92.82,94.32,93.94,91.28,CMS Provider Data Catalog — Home Health Care Agencies (6jpm-sxkc),2026-05-23
267453,2,92.59,52.13,,50.05,84.24,CMS Provider Data Catalog — Home Health Care Agencies (6jpm-sxkc),2026-05-23
267459,3.5,88.54,90.57,89.51,91.28,82.74,CMS Provider Data Catalog — Home Health Care Agencies (6jpm-sxkc),2026-05-23
267462,3,95.86,87.31,88.24,89.8,91.15,CMS Provider Data Catalog — Home Health Care Agencies (6jpm-sxkc),2026-05-23
267499,4,99.82,91.98,93.49,93.49,90.36,CMS Provider Data Catalog — Home Health Care Agencies (6jpm-sxkc),2026-05-23
267505,2,77.45,79.32,61.49,67.84,91.66,CMS Provider Data Catalog — Home Health Care Agencies (6jpm-sxkc),2026-05-23
267511,,,,,,,CMS Provider Data Catalog — Home Health Care Agencies (6jpm-sxkc),2026-05-23
267522,3.5,97.93,89.77,91.12,87.82,83.84,CMS Provider Data Catalog — Home Health Care Agencies (6jpm-sxkc),2026-05-23
267525,,,,,,,CMS Provider Data Catalog — Home Health Care Agencies (6jpm-sxkc),2026-05-23
267530,4.5,98.1,89.97,99.8,89.51,89.94,CMS Provider Data Catalog — Home Health Care Agencies (6jpm-sxkc),2026-05-23
267539,4,83.56,86.22,93.24,96.01,80.63,CMS Provider Data Catalog — Home Health Care Agencies (6jpm-sxkc),2026-05-23
267543,3.5,99.87,85.87,90.85,85.85,86.96,CMS Provider Data Catalog — Home Health Care Agencies (6jpm-sxkc),2026-05-23
267555,2.5,99.82,77.68,81.79,82.89,96.25,CMS Provider Data Catalog — Home Health Care Agencies (6jpm-sxkc),2026-05-23
267560,2.5,94.94,59.37,85.59,97.86,84.02,CMS Provider Data Catalog — Home Health Care Agencies (6jpm-sxkc),2026-05-23
267561,4,99.48,91.04,92.02,91.17,90.91,CMS Provider Data Catalog — Home Health Care Agencies (6jpm-sxkc),2026-05-23
267562,3.5,94.52,88.79,90.25,91.56,83.73,CMS Provider Data Catalog — Home Health Care Agencies (6jpm-sxkc),2026-05-23
267565,4,99.36,87.52,90.26,89.94,92.03,CMS Provider Data Catalog — Home Health Care Agencies (6jpm-sxkc),2026-05-23
267572,2.5,78.6,79.72,88.7,84.82,62.87,CMS Provider Data Catalog — Home Health Care Agencies (6jpm-sxkc),2026-05-23
267576,3,97.36,86.07,86.93,87.08,86.43,CMS Provider Data Catalog — Home Health Care Agencies (6jpm-sxkc),2026-05-23
267579,1.5,56.79,54.32,58.52,50.02,86.15,CMS Provider Data Catalog — Home Health Care Agencies (6jpm-sxkc),2026-05-23
267580,4,99.8,90.96,92.01,92.72,85.77,CMS Provider Data Catalog — Home Health Care Agencies (6jpm-sxkc),2026-05-23
267582,3,95.74,82.32,78.1,87.52,82.96,CMS Provider Data Catalog — Home Health Care Agencies (6jpm-sxkc),2026-05-23
267583,,,,,,,CMS Provider Data Catalog — Home Health Care Agencies (6jpm-sxkc),2026-05-23
267584,5,100,97.86,98.58,97.87,91.09,CMS Provider Data Catalog — Home Health Care Agencies (6jpm-sxkc),2026-05-23
267585,4,99.22,87.29,90.69,92.02,92.79,CMS Provider Data Catalog — Home Health Care Agencies (6jpm-sxkc),2026-05-23
267589,4.5,100,90.46,96.65,94.92,90.36,CMS Provider Data Catalog — Home Health Care Agencies (6jpm-sxkc),2026-05-23
267592,4,99.13,89.76,91.85,93.58,86.18,CMS Provider Data Catalog — Home Health Care Agencies (6jpm-sxkc),2026-05-23
267594,3,98.14,83.92,87.95,84.55,83.7,CMS Provider Data Catalog — Home Health Care Agencies (6jpm-sxkc),2026-05-23
267595,4,99.71,93.02,92.05,92.9,85.46,CMS Provider Data Catalog — Home Health Care Agencies (6jpm-sxkc),2026-05-23
267597,4.5,99.66,89.51,93.05,95.66,87.99,CMS Provider Data Catalog — Home Health Care Agencies (6jpm-sxkc),2026-05-23
267599,2.5,99.91,80.97,81.01,85.58,83.62,CMS Provider Data Catalog — Home Health Care Agencies (6jpm-sxkc),2026-05-23
267600,4,99.13,92.56,93.49,95.11,91.22,CMS Provider Data Catalog — Home Health Care Agencies (6jpm-sxkc),2026-05-23
267603,4,99.42,88.89,92.29,91.76,89.71,CMS Provider Data Catalog — Home Health Care Agencies (6jpm-sxkc),2026-05-23
267606,4,99.72,92.02,94.25,94.04,88.09,CMS Provider Data Catalog — Home Health Care Agencies (6jpm-sxkc),2026-05-23
267607,4.5,99.92,92.42,93.47,95.76,86.09,CMS Provider Data Catalog — Home Health Care Agencies (6jpm-sxkc),2026-05-23
267609,4.5,98.1,94.56,93.93,95.58,84.38,CMS Provider Data Catalog — Home Health Care Agencies (6jpm-sxkc),2026-05-23
267611,2.5,93.55,76.35,89.72,75.95,77.25,CMS Provider Data Catalog — Home Health Care Agencies (6jpm-sxkc),2026-05-23
267612,2.5,99.21,83.12,87.31,88.28,84.64,CMS Provider Data Catalog — Home Health Care Agencies (6jpm-sxkc),2026-05-23
267613,2,76.56,80.79,84.99,86.26,85.26,CMS Provider Data Catalog — Home Health Care Agencies (6jpm-sxkc),2026-05-23
267614,4,96.2,98.18,95.65,94.13,85.29,CMS Provider Data Catalog — Home Health Care Agencies (6jpm-sxkc),2026-05-23
267618,,,,,,,CMS Provider Data Catalog — Home Health Care Agencies (6jpm-sxkc),2026-05-23
267620,2,95.31,70.49,57.2,71.33,40.23,CMS Provider Data Catalog — Home Health Care Agencies (6jpm-sxkc),2026-05-23
267622,2,94.01,75.46,78.52,73.89,59.87,CMS Provider Data Catalog — Home Health Care Agencies (6jpm-sxkc),2026-05-23
267623,4,99.42,91.31,93.61,92.73,85.54,CMS Provider Data Catalog — Home Health Care Agencies (6jpm-sxkc),2026-05-23
267624,,,,,,,CMS Provider Data Catalog — Home Health Care Agencies (6jpm-sxkc),2026-05-23
267626,,91.67,,,,73.14,CMS Provider Data Catalog — Home Health Care Agencies (6jpm-sxkc),2026-05-23
267629,4.5,100,85.46,93.43,93.45,92.12,CMS Provider Data Catalog — Home Health Care Agencies (6jpm-sxkc),2026-05-23
267630,3,95.44,86.23,89.3,85.85,85.86,CMS Provider Data Catalog — Home Health Care Agencies (6jpm-sxkc),2026-05-23
267631,,,,,,,CMS Provider Data Catalog — Home Health Care Agencies (6jpm-sxkc),2026-05-23
267633,3.5,99.44,84.01,86.8,89.57,88.96,CMS Provider Data Catalog — Home Health Care Agencies (6jpm-sxkc),2026-05-23
267634,4,91.89,91.27,84.78,100,39.25,CMS Provider Data Catalog — Home Health Care Agencies (6jpm-sxkc),2026-05-23
267638,3.5,99.22,86.9,90.51,92.26,89.55,CMS Provider Data Catalog — Home Health Care Agencies (6jpm-sxkc),2026-05-23
267639,4.5,100,92.66,92.16,94.86,91.99,CMS Provider Data Catalog — Home Health Care Agencies (6jpm-sxkc),2026-05-23
267640,4,100,77.56,100,91.64,70.11,CMS Provider Data Catalog — Home Health Care Agencies (6jpm-sxkc),2026-05-23
267642,3.5,98.61,86.8,100,87.01,51.46,CMS Provider Data Catalog — Home Health Care Agencies (6jpm-sxkc),2026-05-23
267643,3.5,98.42,89.82,93.6,90.56,81.64,CMS Provider Data Catalog — Home Health Care Agencies (6jpm-sxkc),2026-05-23
267644,2.5,98.26,80.23,82.67,84.16,82.9,CMS Provider Data Catalog — Home Health Care Agencies (6jpm-sxkc),2026-05-23
267646,3.5,99.22,87.29,91.63,90.22,87.36,CMS Provider Data Catalog — Home Health Care Agencies (6jpm-sxkc),2026-05-23
267647,,,,,,,CMS Provider Data Catalog — Home Health Care Agencies (6jpm-sxkc),2026-05-23
267650,4,99.97,85.15,89.87,92.06,88.48,CMS Provider Data Catalog — Home Health Care Agencies (6jpm-sxkc),2026-05-23
267652,3,98.04,89.44,84.03,89.32,72.84,CMS Provider Data Catalog — Home Health Care Agencies (6jpm-sxkc),2026-05-23
267653,4,99.85,88.48,91.17,93.08,93.16,CMS Provider Data Catalog — Home Health Care Agencies (6jpm-sxkc),2026-05-23
267656,4,100,87.52,90.57,90.32,86.74,CMS Provider Data Catalog — Home Health Care Agencies (6jpm-sxkc),2026-05-23
267661,3.5,99.85,85.26,89.68,90.07,79.38,CMS Provider Data Catalog — Home Health Care Agencies (6jpm-sxkc),2026-05-23
267662,3.5,99.9,86.55,85.73,91.56,81.57,CMS Provider Data Catalog — Home Health Care Agencies (6jpm-sxkc),2026-05-23
267665,5,100,87.63,100,98.41,90.97,CMS Provider Data Catalog — Home Health Care Agencies (6jpm-sxkc),2026-05-23
267666,4,89.98,97.79,98.77,100,86.74,CMS Provider Data Catalog — Home Health Care Agencies (6jpm-sxkc),2026-05-23
267668,,,,,,,CMS Provider Data Catalog — Home Health Care Agencies (6jpm-sxkc),2026-05-23
267672,3,98.9,82.61,88.27,85.28,84.26,CMS Provider Data Catalog — Home Health Care Agencies (6jpm-sxkc),2026-05-23
267673,2.5,99.24,74.89,82.09,81.06,80.2,CMS Provider Data Catalog — Home Health Care Agencies (6jpm-sxkc),2026-05-23
267674,2.5,92.45,86.57,85.24,94.12,85.39,CMS Provider Data Catalog — Home Health Care Agencies (6jpm-sxkc),2026-05-23
267675,5,100,91.24,95.6,93.74,90.94,CMS Provider Data Catalog — Home Health Care Agencies (6jpm-sxkc),2026-05-23
267676,3,91.49,91.41,81.03,80.91,76.33,CMS Provider Data Catalog — Home Health Care Agencies (6jpm-sxkc),2026-05-23
267677,2.5,95.9,83.37,86.1,81.88,81.51,CMS Provider Data Catalog — Home Health Care Agencies (6jpm-sxkc),2026-05-23
267680,2.5,97.86,84.21,84.75,82.95,77.02,CMS Provider Data Catalog — Home Health Care Agencies (6jpm-sxkc),2026-05-23
267681,,95.83,,,,,CMS Provider Data Catalog — Home Health Care Agencies (6jpm-sxkc),2026-05-23
267682,2,94.13,70.77,70.75,72.36,80.98,CMS Provider Data Catalog — Home Health Care Agencies (6jpm-sxkc),2026-05-23
267683,,,,,,,CMS Provider Data Catalog — Home Health Care Agencies (6jpm-sxkc),2026-05-23
267684,2.5,96.69,77,88.02,80.13,,CMS Provider Data Catalog — Home Health Care Agencies (6jpm-sxkc),2026-05-23
267685,3.5,97.3,90.23,86.38,83.14,,CMS Provider Data Catalog — Home Health Care Agencies (6jpm-sxkc),2026-05-23
267686,,,,,,,CMS Provider Data Catalog — Home Health Care Agencies (6jpm-sxkc),2026-05-23
667001,1.5,73.89,60.27,54.15,62.43,40.49,CMS Provider Data Catalog — Home Health Care Agencies (6jpm-sxkc),2026-05-23
667002,2,93.33,65.87,62.05,65.94,55.35,CMS Provider Data Catalog — Home Health Care Agencies (6jpm-sxkc),2026-05-23
667003,,,,,,,CMS Provider Data Catalog — Home Health Care Agencies (6jpm-sxkc),2026-05-23
257002,3,95.32,85.63,88.33,87.49,83.04,CMS Provider Data Catalog — Home Health Care Agencies (6jpm-sxkc),2026-05-23
257016,4,98.98,94.9,94.24,95.42,76.3,CMS Provider Data Catalog — Home Health Care Agencies (6jpm-sxkc),2026-05-23
257034,4,99.46,92.76,94.24,96.94,86.43,CMS Provider Data Catalog — Home Health Care Agencies (6jpm-sxkc),2026-05-23
257082,4,97.18,92.77,93.33,92.49,86.41,CMS Provider Data Catalog — Home Health Care Agencies (6jpm-sxkc),2026-05-23
257085,3.5,98.37,89.82,89.67,91.9,88.38,CMS Provider Data Catalog — Home Health Care Agencies (6jpm-sxkc),2026-05-23
257087,4.5,99.94,93.65,94.11,95.56,82,CMS Provider Data Catalog — Home Health Care Agencies (6jpm-sxkc),2026-05-23
257088,2,92.97,71.32,78.5,75.86,83.91,CMS Provider Data Catalog — Home Health Care Agencies (6jpm-sxkc),2026-05-23
257089,3,99.28,87.12,87.9,88.34,81.73,CMS Provider Data Catalog — Home Health Care Agencies (6jpm-sxkc),2026-05-23
257090,3,93.46,91.05,90.06,90.27,73.19,CMS Provider Data Catalog — Home Health Care Agencies (6jpm-sxkc),2026-05-23
257091,3.5,99.01,90.78,93.01,93.28,81.17,CMS Provider Data Catalog — Home Health Care Agencies (6jpm-sxkc),2026-05-23
257096,3,97.34,80.71,92.81,86.38,75.18,CMS Provider Data Catalog — Home Health Care Agencies (6jpm-sxkc),2026-05-23
257097,4,98.43,90.93,92.23,94.29,83.53,CMS Provider Data Catalog — Home Health Care Agencies (6jpm-sxkc),2026-05-23
257098,4,91.65,90.42,93.84,94.56,68.34,CMS Provider Data Catalog — Home Health Care Agencies (6jpm-sxkc),2026-05-23
257099,2.5,98.65,80.62,80.8,83.53,87.75,CMS Provider Data Catalog — Home Health Care Agencies (6jpm-sxkc),2026-05-23
257100,4.5,99.65,95.28,97.62,97.38,84.1,CMS Provider Data Catalog — Home Health Care Agencies (6jpm-sxkc),2026-05-23
257101,4,99.61,94.75,96.45,95.15,79.49,CMS Provider Data Catalog — Home Health Care Agencies (6jpm-sxkc),2026-05-23
257102,4,98.86,94.9,95.4,94.17,84.87,CMS Provider Data Catalog — Home Health Care Agencies (6jpm-sxkc),2026-05-23
257103,4.5,99.94,93.54,95.18,93.08,88.27,CMS Provider Data Catalog — Home Health Care Agencies (6jpm-sxkc),2026-05-23
257110,4,99.91,91.25,91.99,92.36,85.88,CMS Provider Data Catalog — Home Health Care Agencies (6jpm-sxkc),2026-05-23
257111,3.5,98.97,89.73,88.78,90.18,79.64,CMS Provider Data Catalog — Home Health Care Agencies (6jpm-sxkc),2026-05-23
257114,4,96.78,93.95,94.35,94.98,89.56,CMS Provider Data Catalog — Home Health Care Agencies (6jpm-sxkc),2026-05-23
257115,3.5,95.26,93.94,89.83,92.63,75.92,CMS Provider Data Catalog — Home Health Care Agencies (6jpm-sxkc),2026-05-23
257117,2,80.24,76.29,75.99,77.18,83.53,CMS Provider Data Catalog — Home Health Care Agencies (6jpm-sxkc),2026-05-23
257120,3.5,98.91,90.7,91.58,93.63,90.39,CMS Provider Data Catalog — Home Health Care Agencies (6jpm-sxkc),2026-05-23
257121,4.5,99.57,98.54,98.23,95.88,83.06,CMS Provider Data Catalog — Home Health Care Agencies (6jpm-sxkc),2026-05-23
257122,3,91.74,90.6,89.36,92.1,87,CMS Provider Data Catalog — Home Health Care Agencies (6jpm-sxkc),2026-05-23
257123,3.5,99.64,95.1,91.08,93.89,88.52,CMS Provider Data Catalog — Home Health Care Agencies (6jpm-sxkc),2026-05-23
257124,2.5,92.99,85.69,87.35,86.75,77.09,CMS Provider Data Catalog — Home Health Care Agencies (6jpm-sxkc),2026-05-23
257126,4,99.91,94.76,93.58,92.96,82.87,CMS Provider Data Catalog — Home Health Care Agencies (6jpm-sxkc),2026-05-23
257127,3.5,99.98,85.77,92.16,88.88,86.53,CMS Provider Data Catalog — Home Health Care Agencies (6jpm-sxkc),2026-05-23
257128,4,99.84,94.71,94.16,97.49,84.23,CMS Provider Data Catalog — Home Health Care Agencies (6jpm-sxkc),2026-05-23
257129,4,99.39,93.15,92.9,91.85,81.16,CMS Provider Data Catalog — Home Health Care Agencies (6jpm-sxkc),2026-05-23
257131,4.5,99.23,99.49,99.34,97.46,78.62,CMS Provider Data Catalog — Home Health Care Agencies (6jpm-sxkc),2026-05-23
257135,4,97.56,93.39,95.08,94.64,88,CMS Provider Data Catalog — Home Health Care Agencies (6jpm-sxkc),2026-05-23
257141,3.5,97.91,91.05,89.69,92.05,86.24,CMS Provider Data Catalog — Home Health Care Agencies (6jpm-sxkc),2026-05-23
257143,4.5,99.88,93.83,94.35,95.25,85.68,CMS Provider Data Catalog — Home Health Care Agencies (6jpm-sxkc),2026-05-23
257300,4.5,99.93,97.91,95.09,94.87,80.1,CMS Provider Data Catalog — Home Health Care Agencies (6jpm-sxkc),2026-05-23
257303,3.5,99.95,91.7,90.44,90.72,80.81,CMS Provider Data Catalog — Home Health Care Agencies (6jpm-sxkc),2026-05-23
257304,4,100,90.14,92.41,92.49,80.15,CMS Provider Data Catalog — Home Health Care Agencies (6jpm-sxkc),2026-05-23
257305,4.5,99.57,95.69,95.65,95.58,71.39,CMS Provider Data Catalog — Home Health Care Agencies (6jpm-sxkc),2026-05-23
